"Date","Lake","Species","WaterTemp","CPUE","LakeSize","MaxDepth","MeanDepth","SDI","Year","logPop","sdlogPop"
"9/22/2019","Center","BIB",22,18.729828262791,89.0308,5.45592,3.71856,1.7,2019,8.25322764558177,1.00578373
"9/22/2019","Storm","BIB",22,1.32596685082873,1253.311,6.21792,2.62128,1.7,2019,5.06259503302697,1.517427129
"9/7/2019","Storm","BIB",22,2.14285714285714,1253.311,6.21792,2.62128,1.7,2019,5.06259503302697,1.517427129
"9/22/2019","Center","COC",22,4,89.0308,5.45592,3.71856,1.7,2019,7.28000825288419,0.3668237592
"9/22/2019","Storm","COC",22,7.93550666688316,1253.311,6.21792,2.62128,1.7,2019,9.64646400103814,0.2467117035
"9/7/2019","Storm","COC",22,28.6442577030812,1253.311,6.21792,2.62128,1.7,2019,9.64646400103814,0.2467117035
"9/9/2018","5 Island","BIB",22.1,28.4789441146844,393.759,7.58952,1.70688,3.6,2018,7.74066440191724,0.5326105998
"9/9/2018","5 Island","COC",22.1,7.86232950830889,393.759,7.58952,1.70688,3.6,2018,10.1580522485251,0.1226530201
"6/26/2019","Storm","COC",22.1,6.15911035072712,1253.311,6.21792,2.62128,1.7,2019,9.64646400103814,0.2467117035
"9/6/2018","N Twin","BIB",22.2,11,183.323,3.6576,2.52984,1.9,2018,9.84033473753086,0.00384848064
"6/5/2018","S Twin","BIB",22.2,4,224.601,1.64592,1.09728,1.3,2018,10.4422298542963,2.844501878
"8/31/2018","S Twin","BIB",22.2,8,224.601,1.64592,1.09728,1.3,2018,10.4422298542963,2.844501878
"9/6/2018","N Twin","COC",22.2,17,183.323,3.6576,2.52984,1.9,2018,8.24695803256818,0.00810169953
"6/5/2018","S Twin","COC",22.2,57,224.601,1.64592,1.09728,1.3,2018,9.93600314421281,0.1874903214
"8/31/2018","S Twin","COC",22.2,21,224.601,1.64592,1.09728,1.3,2018,9.93600314421281,0.1874903214
"9/5/2019","N Twin","BIB",22.22222,13,183.323,3.6576,2.52984,1.9,2019,9.92441699571716,0.1436441939
"6/12/2019","Blue","COC",22.22222,109,108.86,3.56616,1.6764,4.6,2019,10.1527276085716,0.2329193312
"9/5/2019","N Twin","COC",22.22222,2.66666666666667,183.323,3.6576,2.52984,1.9,2019,7.8188324438034,0.1982492871
"8/2/2018","Silver","COC",22.3,14.8852921090869,421.2778,3.23088,1.9812,1.8,2018,9.18553525305721,0.1612536189
"9/3/2019","N Twin","BIB",22.77778,5.33333333333333,183.323,3.6576,2.52984,1.9,2019,9.92441699571716,0.1436441939
"6/18/2019","Blue","COC",22.77778,126,108.86,3.56616,1.6764,4.6,2019,10.1527276085716,0.2329193312
"9/10/2019","Blue","COC",22.77778,54,108.86,3.56616,1.6764,4.6,2019,10.1527276085716,0.2329193312
"9/3/2019","N Twin","COC",22.77778,8,183.323,3.6576,2.52984,1.9,2019,7.8188324438034,0.1982492871
"6/17/2019","5 Island","COC",22.8,18.5124862567692,393.759,7.58952,1.70688,3.6,2019,9.89030099073195,0.3257476759
"6/25/2019","5 Island","COC",22.8,18.1515123827633,393.759,7.58952,1.70688,3.6,2019,9.89030099073195,0.3257476759
"6/14/2018","Silver","COC",22.8,4,421.2778,3.23088,1.9812,1.8,2018,9.18553525305721,0.1612536189
"9/21/2019","5 Island","BIB",23,9.8167651340012,393.759,7.58952,1.70688,3.6,2019,7.17242457712485,1.517427129
"6/7/2018","S Twin","BIB",23,10.6666666666667,224.601,1.64592,1.09728,1.3,2018,10.4422298542963,2.844501878
"6/4/2018","Silver","BIB",23,5.79971277955822,421.2778,3.23088,1.9812,1.8,2018,9.43236329562169,0.7585276164
"9/21/2019","5 Island","COC",23,6.55629975511651,393.759,7.58952,1.70688,3.6,2019,9.89030099073195,0.3257476759
"6/7/2018","S Twin","COC",23,105,224.601,1.64592,1.09728,1.3,2018,9.93600314421281,0.1874903214
"6/4/2018","Silver","COC",23,18.9441184391481,421.2778,3.23088,1.9812,1.8,2018,9.18553525305721,0.1612536189
"8/2/2019","5 Island","COC",23.2,14.7964254781398,393.759,7.58952,1.70688,3.6,2019,9.89030099073195,0.3257476759
"6/6/2018","N Twin","BIB",23.3,18.6666666666667,183.323,3.6576,2.52984,1.9,2018,9.84033473753086,0.00384848064
"9/5/2018","N Twin","BIB",23.3,12,183.323,3.6576,2.52984,1.9,2018,9.84033473753086,0.00384848064
"9/4/2018","S Twin","BIB",23.3,4,224.601,1.64592,1.09728,1.3,2018,10.4422298542963,2.844501878
"6/6/2018","N Twin","COC",23.3,27.2,183.323,3.6576,2.52984,1.9,2018,8.24695803256818,0.00810169953
"9/5/2018","N Twin","COC",23.3,32,183.323,3.6576,2.52984,1.9,2018,8.24695803256818,0.00810169953
"9/4/2018","S Twin","COC",23.3,22,224.601,1.64592,1.09728,1.3,2018,9.93600314421281,0.1874903214
"9/11/2019","Blue","COC",23.33333,44,108.86,3.56616,1.6764,4.6,2019,10.1527276085716,0.2329193312
"6/6/2018","5 Island","BIB",23.5,10.9012298758531,393.759,7.58952,1.70688,3.6,2018,7.74066440191724,0.5326105998
"6/27/2018","Storm","BIB",23.5,2.58086558261078,1253.311,6.21792,2.62128,1.7,2018,9.52690140397834,1.517427129
"6/6/2018","5 Island","COC",23.5,23.7502137672161,393.759,7.58952,1.70688,3.6,2018,10.1580522485251,0.1226530201
"6/27/2018","Storm","COC",23.5,36.3619783615489,1253.311,6.21792,2.62128,1.7,2018,9.13248693277132,0.1245415915
"6/11/2018","Center","BIB",23.6,4.40636474908201,89.0308,5.45592,3.71856,1.7,2018,8.36007143564403,0.2958754184
"6/11/2018","Center","COC",23.6,16.2341748227167,89.0308,5.45592,3.71856,1.7,2018,8.77431295828538,0.2729264589
"6/4/2018","Center","BIB",23.7,11.7775354416576,89.0308,5.45592,3.71856,1.7,2018,8.36007143564403,0.2958754184
"7/19/2018","Center","BIB",23.7,11.8415631812276,89.0308,5.45592,3.71856,1.7,2018,8.36007143564403,0.2958754184
"6/4/2018","Center","COC",23.7,14.4885772848316,89.0308,5.45592,3.71856,1.7,2018,8.77431295828538,0.2729264589
"7/19/2018","Center","COC",23.7,12.0951017508045,89.0308,5.45592,3.71856,1.7,2018,8.77431295828538,0.2729264589
"8/1/2019","N Twin","BIB",23.88889,0,183.323,3.6576,2.52984,1.9,2019,9.92441699571716,0.1436441939
"8/2/2019","S Twin","BIB",23.88889,4,224.601,1.64592,1.09728,1.3,2019,9.36288977043647,0.7585276164
"8/1/2019","N Twin","COC",23.88889,4,183.323,3.6576,2.52984,1.9,2019,7.8188324438034,0.1982492871
"8/2/2019","S Twin","COC",23.88889,36,224.601,1.64592,1.09728,1.3,2019,9.60884799951685,0.2837096018
"6/4/2018","N Twin","BIB",23.9,7,183.323,3.6576,2.52984,1.9,2018,9.84033473753086,0.00384848064
"6/7/2018","Storm","BIB",23.9,5.23431346889969,1253.311,6.21792,2.62128,1.7,2018,9.52690140397834,1.517427129
"6/4/2018","N Twin","COC",23.9,22,183.323,3.6576,2.52984,1.9,2018,8.24695803256818,0.00810169953
"6/7/2018","Storm","COC",23.9,81.6691603839364,1253.311,6.21792,2.62128,1.7,2018,9.13248693277132,0.1245415915
"9/21/2019","Silver","BIB",24,3.80147835269271,421.2778,3.23088,1.9812,1.8,2019,8.23403420769204,0.2545944848
"9/21/2019","Silver","COC",24,20.8054906675629,421.2778,3.23088,1.9812,1.8,2019,9.12412867515712,1.517427129
"6/8/2018","Storm","BIB",24.1,7.50521195274496,1253.311,6.21792,2.62128,1.7,2018,9.52690140397834,1.517427129
"6/8/2018","Storm","COC",24.1,68.2210753050868,1253.311,6.21792,2.62128,1.7,2018,9.13248693277132,0.1245415915
"6/9/2018","Silver","BIB",24.2,17.2128442077589,421.2778,3.23088,1.9812,1.8,2018,9.43236329562169,0.7585276164
"6/9/2018","Silver","COC",24.2,21.0788678394704,421.2778,3.23088,1.9812,1.8,2018,9.18553525305721,0.1612536189
"7/11/2019","S Twin","BIB",24.22222,4,224.601,1.64592,1.09728,1.3,2019,9.36288977043647,0.7585276164
"7/11/2019","S Twin","COC",24.22222,45,224.601,1.64592,1.09728,1.3,2019,9.60884799951685,0.2837096018
"8/6/2018","N Twin","BIB",24.4,8,183.323,3.6576,2.52984,1.9,2018,9.84033473753086,0.00384848064
"8/6/2018","N Twin","COC",24.4,25.3333333333333,183.323,3.6576,2.52984,1.9,2018,8.24695803256818,0.00810169953
"8/3/2018","S Twin","COC",24.4,30,224.601,1.64592,1.09728,1.3,2018,9.93600314421281,0.1874903214
"6/6/2019","S Twin","BIB",24.44444,8,224.601,1.64592,1.09728,1.3,2019,9.36288977043647,0.7585276164
"6/6/2019","S Twin","COC",24.44444,24,224.601,1.64592,1.09728,1.3,2019,9.60884799951685,0.2837096018
"7/20/2018","5 Island","BIB",24.6,6.30472854640981,393.759,7.58952,1.70688,3.6,2018,7.74066440191724,0.5326105998
"7/20/2018","5 Island","COC",24.6,23.4865870992781,393.759,7.58952,1.70688,3.6,2018,10.1580522485251,0.1226530201
"8/3/2018","Storm","COC",24.8,14.5104374619878,1253.311,6.21792,2.62128,1.7,2018,9.13248693277132,0.1245415915
"8/6/2019","S Twin","BIB",25,4,224.601,1.64592,1.09728,1.3,2019,9.36288977043647,0.7585276164
"8/7/2019","Silver","BIB",25,4,421.2778,3.23088,1.9812,1.8,2019,8.23403420769204,0.2545944848
"8/6/2019","S Twin","COC",25,50,224.601,1.64592,1.09728,1.3,2019,9.60884799951685,0.2837096018
"8/7/2019","Silver","COC",25,14.0647425571563,421.2778,3.23088,1.9812,1.8,2019,9.12412867515712,1.517427129
"8/2/2018","Center","BIB",25.1,10.2079395085066,89.0308,5.45592,3.71856,1.7,2018,8.36007143564403,0.2958754184
"8/2/2018","Center","COC",25.1,7.56187920546225,89.0308,5.45592,3.71856,1.7,2018,8.77431295828538,0.2729264589
"8/8/2019","Storm","BIB",25.11,0,1253.311,6.21792,2.62128,1.7,2019,5.06259503302697,1.517427129
"8/8/2019","Storm","COC",25.11,19.8069164082806,1253.311,6.21792,2.62128,1.7,2019,9.64646400103814,0.2467117035
"8/6/2019","5 Island","BIB",25.2,2,393.759,7.58952,1.70688,3.6,2019,7.17242457712485,1.517427129
"8/6/2019","5 Island","COC",25.2,7.74156919700784,393.759,7.58952,1.70688,3.6,2019,9.89030099073195,0.3257476759
"8/8/2018","Storm","COC",25.2,18.8797672784199,1253.311,6.21792,2.62128,1.7,2018,9.13248693277132,0.1245415915
"8/1/2018","5 Island","BIB",25.3,3.53023827644751,393.759,7.58952,1.70688,3.6,2018,7.74066440191724,0.5326105998
"7/11/2018","Silver","BIB",25.3,14.7947547193594,421.2778,3.23088,1.9812,1.8,2018,9.43236329562169,0.7585276164
"8/1/2018","5 Island","COC",25.3,13.4288508019955,393.759,7.58952,1.70688,3.6,2018,10.1580522485251,0.1226530201
"7/11/2018","Silver","COC",25.3,7.54394971372033,421.2778,3.23088,1.9812,1.8,2018,9.18553525305721,0.1612536189
"8/5/2019","N Twin","BIB",25.55556,0,183.323,3.6576,2.52984,1.9,2019,9.92441699571716,0.1436441939
"8/5/2019","N Twin","COC",25.55556,3,183.323,3.6576,2.52984,1.9,2019,7.8188324438034,0.1982492871
"7/3/2018","N Twin","BIB",25.6,4,183.323,3.6576,2.52984,1.9,2018,9.84033473753086,0.00384848064
"8/1/2018","N Twin","BIB",25.6,4,183.323,3.6576,2.52984,1.9,2018,9.84033473753086,0.00384848064
"7/3/2018","N Twin","COC",25.6,26,183.323,3.6576,2.52984,1.9,2018,8.24695803256818,0.00810169953
"8/1/2018","N Twin","COC",25.6,16,183.323,3.6576,2.52984,1.9,2018,8.24695803256818,0.00810169953
"8/7/2018","S Twin","COC",25.6,61,224.601,1.64592,1.09728,1.3,2018,9.93600314421281,0.1874903214
"8/5/2019","Center","BIB",25.8,1.33333333333333,89.0308,5.45592,3.71856,1.7,2019,8.25322764558177,1.00578373
"8/5/2019","Center","COC",25.8,3.98895027624309,89.0308,5.45592,3.71856,1.7,2019,7.28000825288419,0.3668237592
"8/6/2018","Silver","COC",25.8,18.9387400456787,421.2778,3.23088,1.9812,1.8,2018,9.18553525305721,0.1612536189
"7/5/2018","S Twin","BIB",26.4,4,224.601,1.64592,1.09728,1.3,2018,10.4422298542963,2.844501878
"7/5/2018","S Twin","COC",26.4,48,224.601,1.64592,1.09728,1.3,2018,9.93600314421281,0.1874903214
"8/7/2018","Blue","COC",26.5,43.7757827299872,108.86,3.56616,1.6764,4.6,2018,11.1863639544575,0.00104523218
"8/7/2019","Blue","COC",26.66667,103,108.86,3.56616,1.6764,4.6,2019,10.1527276085716,0.2329193312
"8/9/2019","Blue","COC",26.66667,77,108.86,3.56616,1.6764,4.6,2019,10.1527276085716,0.2329193312
"6/18/2018","S Twin","BIB",26.7,4,224.601,1.64592,1.09728,1.3,2018,10.4422298542963,2.844501878
"6/18/2018","S Twin","COC",26.7,105,224.601,1.64592,1.09728,1.3,2018,9.93600314421281,0.1874903214
"7/30/2019","Center","BIB",26.78,9.17254367806386,89.0308,5.45592,3.71856,1.7,2019,8.25322764558177,1.00578373
"7/30/2019","Center","COC",26.78,6.25515071322758,89.0308,5.45592,3.71856,1.7,2019,7.28000825288419,0.3668237592
"7/12/2019","Blue","COC",26.94444,112,108.86,3.56616,1.6764,4.6,2019,10.1527276085716,0.2329193312
"7/2/2019","N Twin","BIB",27,8,183.323,3.6576,2.52984,1.9,2019,9.92441699571716,0.1436441939
"7/2/2019","N Twin","COC",27,23,183.323,3.6576,2.52984,1.9,2019,7.8188324438034,0.1982492871
"7/3/2019","S Twin","BIB",27.05556,4,224.601,1.64592,1.09728,1.3,2019,9.36288977043647,0.7585276164
"7/3/2019","S Twin","COC",27.05556,16,224.601,1.64592,1.09728,1.3,2019,9.60884799951685,0.2837096018
"7/12/2018","5 Island","BIB",27.5,7.16417910447761,393.759,7.58952,1.70688,3.6,2018,7.74066440191724,0.5326105998
"7/12/2018","5 Island","COC",27.5,9.18102412707025,393.759,7.58952,1.70688,3.6,2018,10.1580522485251,0.1226530201
"7/8/2019","N Twin","BIB",27.77778,4,183.323,3.6576,2.52984,1.9,2019,9.92441699571716,0.1436441939
"7/10/2019","Blue","COC",27.77778,154,108.86,3.56616,1.6764,4.6,2019,10.1527276085716,0.2329193312
"7/8/2019","N Twin","COC",27.77778,18,183.323,3.6576,2.52984,1.9,2019,7.8188324438034,0.1982492871
"7/18/2018","Silver","BIB",27.8,8.68524861980123,421.2778,3.23088,1.9812,1.8,2018,9.43236329562169,0.7585276164
"7/18/2018","Silver","COC",27.8,8.17206869953785,421.2778,3.23088,1.9812,1.8,2018,9.18553525305721,0.1612536189
"7/30/2019","Silver","BIB",28.2,4,421.2778,3.23088,1.9812,1.8,2019,8.23403420769204,0.2545944848
"7/30/2019","Silver","COC",28.2,25.2741075127015,421.2778,3.23088,1.9812,1.8,2019,9.12412867515712,1.517427129
"8/7/2019","Center","BIB",28.33,0,89.0308,5.45592,3.71856,1.7,2019,8.25322764558177,1.00578373
