"","Date","Lake","TAG.NUMBER","Species","Length..mm.","Weight..g.","Recap","Tag.Loss","Fin.Clipped","Notes","Gear","Site.Transect","Start.Latitude","Start.Longitude","End.Latitude","End.Longitude","On.Time..s.","Water.Temp..C.","Secchi..cm.","Weather","Year"
"18",2018-05-01,"Blue","10118","COC",352,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"19",2018-05-01,"Blue","10119","COC",354,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"20",2018-05-01,"Blue","10120","COC",374,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"21",2018-05-01,"Blue","10121","COC",400,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"22",2018-05-01,"Blue","10122","COC",387,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"23",2018-05-01,"Blue","10123","COC",368,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"24",2018-05-01,"Blue","10124","COC",392,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"25",2018-05-01,"Blue","10125","COC",396,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"26",2018-05-01,"Blue","10126","COC",404,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"27",2018-05-01,"Blue","10127","COC",398,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"28",2018-05-01,"Blue","10128","COC",380,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"29",2018-05-01,"Blue","10129","COC",534,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"30",2018-05-01,"Blue","10130","COC",400,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"31",2018-05-01,"Blue","10131","COC",386,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"32",2018-05-01,"Blue","10132","COC",374,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"33",2018-05-01,"Blue","10133","COC",392,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"34",2018-05-01,"Blue","10134","COC",380,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"35",2018-05-01,"Blue","10135","COC",398,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"36",2018-05-01,"Blue","10136","COC",364,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"37",2018-05-01,"Blue","10137","COC",376,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"38",2018-05-01,"Blue","10138","COC",368,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"39",2018-05-01,"Blue","10139","COC",378,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"40",2018-05-01,"Blue","10140","COC",344,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"41",2018-05-01,"Blue","10141","COC",360,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"42",2018-05-01,"Blue","10142","COC",362,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"43",2018-05-01,"Blue","10143","COC",336,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"44",2018-05-01,"Blue","10144","COC",360,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"45",2018-05-01,"Blue","10145","COC",470,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"46",2018-05-01,"Blue","10146","COC",668,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"47",2018-05-01,"Blue","10147","COC",482,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"48",2018-05-01,"Blue","10148","COC",366,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"49",2018-05-01,"Blue","10149","COC",416,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"50",2018-05-01,"Blue","10150","COC",380,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"51",2018-05-01,"Blue","10151","COC",352,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"52",2018-05-01,"Blue","10152","COC",382,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"53",2018-05-01,"Blue","10153","COC",410,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"54",2018-05-01,"Blue","10154","COC",360,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"55",2018-05-01,"Blue","10155","COC",356,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"56",2018-05-01,"Blue","10156","COC",330,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"57",2018-05-01,"Blue","10157","COC",350,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"58",2018-05-01,"Blue","10158","COC",362,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"59",2018-05-01,"Blue","10159","COC",396,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"60",2018-05-01,"Blue","10160","COC",390,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"61",2018-05-01,"Blue","10161","COC",364,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"62",2018-05-01,"Blue","10162","COC",408,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"63",2018-05-01,"Blue","10163","COC",416,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"64",2018-05-01,"Blue","10164","COC",458,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"65",2018-05-01,"Blue","10165","COC",346,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"66",2018-05-01,"Blue","10166","COC",362,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"67",2018-05-01,"Blue","10167","COC",370,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"68",2018-05-01,"Blue","10168","COC",380,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"69",2018-05-01,"Blue","10169","COC",422,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"70",2018-05-01,"Blue","10170","COC",394,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"71",2018-05-01,"Blue","10171","COC",488,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"72",2018-05-01,"Blue","10172","COC",364,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"73",2018-05-01,"Blue","10173","COC",364,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"74",2018-05-01,"Blue","10174","COC",364,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"75",2018-05-01,"Blue","10175","COC",384,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"76",2018-05-01,"Blue","10176","COC",366,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"77",2018-05-01,"Blue","10177","COC",370,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"78",2018-05-01,"Blue","10178","COC",460,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"79",2018-05-01,"Blue","10179","COC",384,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"80",2018-05-01,"Blue","10180","COC",380,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"81",2018-05-01,"Blue","10181","COC",386,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"82",2018-05-01,"Blue","10182","COC",380,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"83",2018-05-01,"Blue","10183","COC",360,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"84",2018-05-01,"Blue","10184","COC",370,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"85",2018-05-01,"Blue","10185","COC",414,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"86",2018-05-01,"Blue","10186","COC",554,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"87",2018-05-01,"Blue","10187","COC",382,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"88",2018-05-01,"Blue","10188","COC",376,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"89",2018-05-01,"Blue","10189","COC",388,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"90",2018-05-01,"Blue","10190","COC",376,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"91",2018-05-01,"Blue","10191","COC",342,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"92",2018-05-01,"Blue","10192","COC",364,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"93",2018-05-01,"Blue","10193","COC",374,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"94",2018-05-01,"Blue","10194","COC",360,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"95",2018-05-01,"Blue","10195","COC",364,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"96",2018-05-01,"Blue","10196","COC",376,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"97",2018-05-01,"Blue","10197","COC",430,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"98",2018-05-01,"Blue","10198","COC",388,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"99",2018-05-01,"Blue","10199","COC",362,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"100",2018-05-01,"Blue","10200","COC",382,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"101",2018-05-01,"Blue","10201","COC",350,NA,"",NA,"L Pelvic","","Electroshocking","1","","","","",1103,NA,NA,"","2018"
"102",2018-05-01,"Blue","17711","COC",369,640,"",NA,"L Pelvic","","Electroshocking","2","","","","",1484,NA,NA,"","2018"
"103",2018-05-01,"N. Twin","929","BIB",NA,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"104",2018-05-01,"N. Twin","1601","BIB",419,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"105",2018-05-01,"N. Twin","1613","BIB",422,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"106",2018-05-01,"N. Twin","1623","BIB",447,1451,"1",NA,"R Pectoral","Spine Taken 76","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"107",2018-05-01,"N. Twin","1677","BIB",437,1202,"1",NA,"R Pectoral","Spine Taken 47","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"108",2018-05-01,"N. Twin","1727","BIB",650,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"109",2018-05-01,"N. Twin","5030","BIB",765,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"110",2018-05-01,"N. Twin","5426","BIB",724,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"111",2018-05-01,"N. Twin","5559","BIB",678,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"112",2018-05-01,"N. Twin","5580","BIB",643,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"113",2018-05-01,"N. Twin","5612","BIB",457,NA,"1",NA,"R Pectoral","Right Pelvics Cut","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"114",2018-05-01,"N. Twin","5621","BIB",744,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"115",2018-05-01,"N. Twin","5629","BIB",495,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"116",2018-05-01,"N. Twin","6367","BIB",605,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"117",2018-05-01,"N. Twin","6374","BIB",699,4513,"1",NA,"R Pectoral","Spine Taken 28","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"118",2018-05-01,"N. Twin","6377","BIB",556,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"119",2018-05-01,"N. Twin","6380","BIB",585,NA,"1",NA,"R Pectoral","2017 Recap","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"120",2018-05-01,"N. Twin","6398","BIB",750,NA,"1",NA,"R Pectoral","2017 Recap","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"121",2018-05-01,"N. Twin","6434","BIB",483,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"122",2018-05-01,"N. Twin","6484","BIB",455,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"123",2018-05-01,"N. Twin","6573","BIB",768,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"124",2018-05-01,"N. Twin","6664","BIB",668,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"125",2018-05-01,"N. Twin","6717","BIB",734,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"126",2018-05-01,"N. Twin","6724","BIB",432,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"127",2018-05-01,"N. Twin","6725","BIB",665,NA,"1",NA,"R Pectoral","2017 Recap","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"128",2018-05-01,"N. Twin","6759","BIB",643,NA,"1",NA,"R Pectoral","clip right pectoral","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"129",2018-05-01,"N. Twin","6807","BIB",394,NA,"1",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"130",2018-05-01,"N. Twin","11301","BIB",739,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"131",2018-05-01,"N. Twin","11302","BIB",737,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"132",2018-05-01,"N. Twin","11303","BIB",437,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"133",2018-05-01,"N. Twin","11304","BIB",714,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"134",2018-05-01,"N. Twin","11305","BIB",752,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"135",2018-05-01,"N. Twin","11306","BIB",620,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"136",2018-05-01,"N. Twin","11307","BIB",650,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"137",2018-05-01,"N. Twin","11308","BIB",678,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"138",2018-05-01,"N. Twin","11309","BIB",716,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"139",2018-05-01,"N. Twin","11310","BIB",683,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"140",2018-05-01,"N. Twin","11311","BIB",737,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"141",2018-05-01,"N. Twin","11312","BIB",714,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"142",2018-05-01,"N. Twin","11313","BIB",739,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"143",2018-05-01,"N. Twin","11314","BIB",709,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"144",2018-05-01,"N. Twin","11315","BIB",762,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"145",2018-05-01,"N. Twin","11316","BIB",734,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"146",2018-05-01,"N. Twin","11317","BIB",660,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"147",2018-05-01,"N. Twin","11318","BIB",640,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"148",2018-05-01,"N. Twin","11319","BIB",744,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"149",2018-05-01,"N. Twin","11320","BIB",688,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"150",2018-05-01,"N. Twin","11321","BIB",635,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"151",2018-05-01,"N. Twin","11322","BIB",742,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"152",2018-05-01,"N. Twin","11323","BIB",772,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"153",2018-05-01,"N. Twin","11324","BIB",668,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"154",2018-05-01,"N. Twin","11325","BIB",757,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"155",2018-05-01,"N. Twin","11326","BIB",696,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"156",2018-05-01,"N. Twin","11327","BIB",709,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"157",2018-05-01,"N. Twin","11328","BIB",630,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"158",2018-05-01,"N. Twin","11329","BIB",658,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"159",2018-05-01,"N. Twin","11330","BIB",744,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"160",2018-05-01,"N. Twin","11331","BIB",714,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"161",2018-05-01,"N. Twin","11332","BIB",632,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"162",2018-05-01,"N. Twin","11333","BIB",706,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"163",2018-05-01,"N. Twin","11334","BIB",759,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"164",2018-05-01,"N. Twin","11335","BIB",605,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"165",2018-05-01,"N. Twin","11336","BIB",780,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"166",2018-05-01,"N. Twin","11337","BIB",472,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"167",2018-05-01,"N. Twin","11338","BIB",754,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"168",2018-05-01,"N. Twin","11339","BIB",691,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"169",2018-05-01,"N. Twin","11340","BIB",701,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"170",2018-05-01,"N. Twin","11341","BIB",749,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"171",2018-05-01,"N. Twin","11342","BIB",701,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"172",2018-05-01,"N. Twin","11343","BIB",815,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"173",2018-05-01,"N. Twin","11344","BIB",726,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"174",2018-05-01,"N. Twin","11345","BIB",643,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"175",2018-05-01,"N. Twin","11346","BIB",739,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"176",2018-05-01,"N. Twin","11347","BIB",754,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"177",2018-05-01,"N. Twin","11348","BIB",432,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"178",2018-05-01,"N. Twin","11349","BIB",724,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"179",2018-05-01,"N. Twin","11351","BIB",732,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"180",2018-05-01,"N. Twin","11352","BIB",455,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"181",2018-05-01,"N. Twin","11353","BIB",744,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"182",2018-05-01,"N. Twin","11354","BIB",655,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"183",2018-05-01,"N. Twin","11355","BIB",597,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"184",2018-05-01,"N. Twin","11356","BIB",450,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"185",2018-05-01,"N. Twin","11357","BIB",696,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"186",2018-05-01,"N. Twin","11358","BIB",770,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"187",2018-05-01,"N. Twin","11359","BIB",726,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"188",2018-05-01,"N. Twin","11360","BIB",693,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"189",2018-05-01,"N. Twin","11361","BIB",737,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"190",2018-05-01,"N. Twin","11362","BIB",732,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"191",2018-05-01,"N. Twin","11363","BIB",457,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"192",2018-05-01,"N. Twin","11364","BIB",691,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
