Lake,Angler,Length of Seine,Date,Year,Month,Species,Pounds
Five Island Lake,,,5/11/2017,2017,5,CAP,14700
Five Island Lake,,,5/12/2017,2017,5,BMB,5300
Five Island Lake,,,5/12/2017,2017,5,FWD,0
Five Island Lake,,,5/12/2017,2017,5,CAP,11800
Spirit Lake,,,5/17/2017,2017,5,BMB,1100
Center Lake,,,5/17/2017,2017,5,BMB,10700
Spirit Lake,,,5/17/2017,2017,5,FWD,150
Center Lake,,,5/17/2017,2017,5,FWD,50
Spirit Lake,,,5/17/2017,2017,5,CAP,2600
Center Lake,,,5/17/2017,2017,5,CAP,3700
West Swan Lake,,,9/30/2017,2017,9,BMB,2500
West Swan Lake,,,9/30/2017,2017,9,FWD,0
West Swan Lake,,,9/30/2017,2017,9,CAP,800
West Swan Lake,,,10/1/2017,2017,10,BMB,3900
West Swan Lake,,,10/1/2017,2017,10,FWD,0
West Swan Lake,,,10/1/2017,2017,10,CAP,900
West Swan Lake,,,10/2/2017,2017,10,BMB,7500
West Swan Lake,,,10/2/2017,2017,10,FWD,0
West Swan Lake,,,10/2/2017,2017,10,CAP,1008
Elk lake,,,10/28/2017,2017,10,BMB,12719
Elk lake,,,10/28/2017,2017,10,FWD,70
Elk lake,,,10/28/2017,2017,10,CAP,3200
Elk lake,,,10/29/2017,2017,10,BMB,1928
Elk lake,,,10/29/2017,2017,10,FWD,10
Elk lake,,,10/29/2017,2017,10,CAP,3682
Lost Island Lake,,,11/4/2017,2017,11,BMB,12794
Lost Island Lake,,,11/4/2017,2017,11,FWD,3598
Lost Island Lake,,,11/4/2017,2017,11,CAP,240
Lost Island Lake,,,11/5/2017,2017,11,BMB,36
Lost Island Lake,,,11/5/2017,2017,11,FWD,15
Lost Island Lake,,,11/5/2017,2017,11,CAP,10
Lost Island Lake,,,5/6/2018,2018,5,BMB,15215
Lost Island Lake,,,5/6/2018,2018,5,FWD,830
Lost Island Lake,,,5/6/2018,2018,5,CAP,3850
Tuttle Lake,,,9/23/2018,2018,9,BMB,1665
Tuttle Lake,,,9/23/2018,2018,9,FWD,0
Tuttle Lake,,,9/23/2018,2018,9,CAP,1830
Tuttle Lake,,,9/26/2018,2018,9,BMB,4650
Tuttle Lake,,,9/26/2018,2018,9,FWD,0
Tuttle Lake,,,9/26/2018,2018,9,CAP,0
Iowa Lake,,,9/24/2018,2018,9,BMB,21030
Iowa Lake,,,9/24/2018,2018,9,FWD,0
Iowa Lake,,,9/24/2018,2018,9,CAP,3670
West Swan Lake,,,9/9/2018,2018,9,BMB,2650
West Swan Lake,,,9/9/2018,2018,9,FWD,0
West Swan Lake,,,9/9/2018,2018,9,CAP,1050
West Swan Lake,,,9/10/2018,2018,9,BMB,11750
West Swan Lake,,,9/10/2018,2018,9,FWD,0
West Swan Lake,,,9/10/2018,2018,9,CAP,400
High Lake,,,10/6/2018,2018,10,BMB,24700
High Lake,,,10/6/2018,2018,10,FWD,0
High Lake,,,10/6/2018,2018,10,CAP,2300
High Lake,,,10/10/2018,2018,10,BMB,400
High Lake,,,10/10/2018,2018,10,FWD,0
High Lake,,,10/10/2018,2018,10,CAP,2590
Iowa Lake,,,10/12/2018,2018,10,BMB,9570
Iowa Lake,,,10/12/2018,2018,10,FWD,0
Iowa Lake,,,10/12/2018,2018,10,CAP,2985
Iowa Lake,,,10/13/2018,2018,10,BMB,42280
Iowa Lake,,,10/13/2018,2018,10,FWD,0
Iowa Lake,,,10/13/2018,2018,10,CAP,1215
High Lake,,,10/24/2018,2018,10,BMB,6462
High Lake,,,10/24/2018,2018,10,FWD,0
High Lake,,,10/24/2018,2018,10,CAP,1040
Elk lake,,,11/1/2018,2018,11,BMB,7740
Elk lake,,,11/1/2018,2018,11,FWD,467
Elk lake,,,11/1/2018,2018,11,CAP,2945
Silver Lake (Palo Alto),,,10/29/2018,2018,10,BMB,10295
Silver Lake (Palo Alto),,,10/29/2018,2018,10,FWD,0
Silver Lake (Palo Alto),,,10/29/2018,2018,10,CAP,9496
Silver Lake (Palo Alto),,,10/30/2018,2018,10,BMB,190
Silver Lake (Palo Alto),,,10/30/2018,2018,10,FWD,0
Silver Lake (Palo Alto),,,10/30/2018,2018,10,CAP,10
Tuttle Lake,,,10/23/2018,2018,10,BMB,1100
Tuttle Lake,,,10/23/2018,2018,10,FWD,0
Tuttle Lake,,,10/23/2018,2018,10,CAP,19600
Silver Lake (Dickinson),,,10/22/2018,2018,10,BMB,61700
Silver Lake (Dickinson),,,10/22/2018,2018,10,FWD,3800
Silver Lake (Dickinson),,,10/22/2018,2018,10,CAP,9200
Ingham Lake,,,9/25/2018,2018,9,BMB,7100
Ingham Lake,,,9/25/2018,2018,9,FWD,0
Ingham Lake,,,9/25/2018,2018,9,CAP,8500
Ingham Lake,,,9/27/2018,2018,9,BMB,50
Ingham Lake,,,9/27/2018,2018,9,FWD,0
Ingham Lake,,,9/27/2018,2018,9,CAP,100
Ingham Lake,,,10/1/2018,2018,10,BMB,0
Ingham Lake,,,10/1/2018,2018,10,FWD,0
Ingham Lake,,,10/1/2018,2018,10,CAP,0
Ingham Lake,,,10/2/2018,2018,10,BMB,2700
Ingham Lake,,,10/2/2018,2018,10,FWD,0
Ingham Lake,,,10/2/2018,2018,10,CAP,3200
Ingham Lake,,,10/3/2018,2018,10,BMB,1600
Ingham Lake,,,10/3/2018,2018,10,FWD,0
Ingham Lake,,,10/3/2018,2018,10,CAP,3800
Ingham Lake,,,10/4/2018,2018,10,BMB,2900
Ingham Lake,,,10/4/2018,2018,10,FWD,0
Ingham Lake,,,10/4/2018,2018,10,CAP,3400
Five Island Lake,,,10/8/2018,2018,10,BMB,100
Five Island Lake,,,10/8/2018,2018,10,FWD,0
Five Island Lake,,,10/8/2018,2018,10,CAP,100
Five Island Lake,,,10/9/2018,2018,10,BMB,2000
Five Island Lake,,,10/9/2018,2018,10,FWD,0
Five Island Lake,,,10/9/2018,2018,10,CAP,3000
East Okoboji Lake,,,5/23/2018,2018,5,BMB,1100
East Okoboji Lake,,,5/23/2018,2018,5,FWD,50
East Okoboji Lake,,,5/23/2018,2018,5,CAP,2200
Five Island Lake,,,5/29/2018,2018,5,BMB,185
Five Island Lake,,,5/29/2018,2018,5,FWD,0
Five Island Lake,,,5/29/2018,2018,5,CAP,1934
Five Island Lake,,,5/15/2018,2018,5,BMB,11355
Five Island Lake,,,5/15/2018,2018,5,FWD,0
Five Island Lake,,,5/15/2018,2018,5,CAP,9779
Five Island Lake,,,5/21/2018,2018,5,BMB,3300
Five Island Lake,,,5/21/2018,2018,5,FWD,0
Five Island Lake,,,5/21/2018,2018,5,CAP,1100
Spirit Lake,,,5/2/2018,2018,5,BMB,12350
Spirit Lake,,,5/2/2018,2018,5,FWD,3900
Spirit Lake,,,5/2/2018,2018,5,CAP,8800
Spirit Lake,,,5/8/2018,2018,5,BMB,6000
Spirit Lake,,,5/8/2018,2018,5,FWD,4200
Spirit Lake,,,5/8/2018,2018,5,CAP,11000
Center Lake,,,6/4/2018,2018,6,BMB,893
Center Lake,,,6/4/2018,2018,6,FWD,0
Center Lake,,,6/4/2018,2018,6,CAP,141
Center Lake,,,5/9/2018,2018,5,BMB,2200
Center Lake,,,5/9/2018,2018,5,FWD,300
Center Lake,,,5/9/2018,2018,5,CAP,2043
Center Lake,,,1/7/2018,2018,1,BMB,7000
Center Lake,,,1/7/2018,2018,1,FWD,0
Center Lake,,,1/7/2018,2018,1,CAP,1100
Center Lake,,,3/19/2018,2018,3,BMB,33400
Center Lake,,,3/19/2018,2018,3,FWD,0
Center Lake,,,3/19/2018,2018,3,CAP,1200
Ingham Lake,,,5/22/2018,2018,5,BMB,4300
Ingham Lake,,,5/22/2018,2018,5,FWD,0
Ingham Lake,,,5/22/2018,2018,5,CAP,11200
Ingham Lake,,,5/30/2018,2018,5,BMB,3800
Ingham Lake,,,5/30/2018,2018,5,FWD,0
Ingham Lake,,,5/30/2018,2018,5,CAP,18200
Ingham Lake,,,6/3/2018,2018,6,BMB,7200
Ingham Lake,,,6/3/2018,2018,6,FWD,0
Ingham Lake,,,6/3/2018,2018,6,CAP,12650
High Lake,Mohr,1800,1/5/2019,2019,1,BMB,10200
High Lake,Mohr,1800,1/5/2019,2019,1,FWD,0
High Lake,Mohr,1800,1/5/2019,2019,1,CAP,10600
High Lake,Mohr,1800,1/6/2019,2019,1,BMB,2900
High Lake,Mohr,1800,1/6/2019,2019,1,FWD,0
High Lake,Mohr,1800,1/6/2019,2019,1,CAP,6100
Ingham Lake,Mohr,2300,1/7/2019,2019,1,BMB,6900
Ingham Lake,Mohr,2300,1/7/2019,2019,1,FWD,0
Ingham Lake,Mohr,2300,1/7/2019,2019,1,CAP,3200
Ingham Lake,Mohr,2300,1/10/2019,2019,1,BMB,43500
Ingham Lake,Mohr,2300,1/10/2019,2019,1,FWD,0
Ingham Lake,Mohr,2300,1/10/2019,2019,1,CAP,41000
Ingham Lake,Mohr,2300,1/16/2019,2019,1,BMB,100
Ingham Lake,Mohr,2300,1/16/2019,2019,1,FWD,0
Ingham Lake,Mohr,2300,1/16/2019,2019,1,CAP,200
Ingham Lake,Mohr,2300,1/17/2019,2019,1,BMB,2900
Ingham Lake,Mohr,2300,1/17/2019,2019,1,FWD,0
Ingham Lake,Mohr,2300,1/17/2019,2019,1,CAP,1800
Iowa Lake,Mohr,2100,1/3/2019,2019,1,BMB,1000
Iowa Lake,Mohr,2100,1/3/2019,2019,1,FWD,0
Iowa Lake,Mohr,2100,1/3/2019,2019,1,CAP,2100
Iowa Lake,Mohr,2100,1/3/2019,2019,1,BMB,1000
Iowa Lake,Mohr,2100,1/3/2019,2019,1,FWD,0
Iowa Lake,Mohr,2100,1/3/2019,2019,1,CAP,2100
Ingham Lake,Mohr,3000,1/26/2019,2019,1,BMB,100
Ingham Lake,Mohr,3000,1/26/2019,2019,1,FWD,0
Ingham Lake,Mohr,3000,1/26/2019,2019,1,CAP,100
Five Island Lake,Mohr,3700,2/4/2019,2019,2,BMB,131600
Five Island Lake,Mohr,3700,2/4/2019,2019,2,FWD,0
Five Island Lake,Mohr,3700,2/4/2019,2019,2,CAP,6200
High Lake,Mohr,2700,2/18/2019,2019,2,BMB,100
High Lake,Mohr,2700,2/18/2019,2019,2,FWD,0
High Lake,Mohr,2700,2/18/2019,2019,2,CAP,100
Five Island Lake,Mohr,5500,4/9/2019,2019,4,BMB,200
Five Island Lake,Mohr,5500,4/9/2019,2019,4,FWD,0
Five Island Lake,Mohr,5500,4/9/2019,2019,4,CAP,4800
Five Island Lake,Mohr,5500,4/8/2019,2019,4,BMB,26300
Five Island Lake,Mohr,5500,4/8/2019,2019,4,FWD,0
Five Island Lake,Mohr,5500,4/8/2019,2019,4,CAP,2400
High Lake,Mohr,250,4/5/2019,2019,4,BMB,150
High Lake,Mohr,250,4/5/2019,2019,4,FWD,0
High Lake,Mohr,250,4/5/2019,2019,4,CAP,8200
North Twin Lake,Mohr,2500,4/2/2019,2019,4,BMB,2700
North Twin Lake,Mohr,2500,4/2/2019,2019,4,CAP,200
North Twin Lake,Mohr,2500,4/2/2019,2019,4,FWD,50
North Twin Lake,Mohr,2500,4/2/2019,2019,4,BMB,13700
North Twin Lake,Mohr,2500,4/2/2019,2019,4,CAP,800
North Twin Lake,Mohr,2500,4/2/2019,2019,4,FWD,100
North Twin Lake,Mohr,4000,4/3/2019,2019,4,BMB,16300
North Twin Lake,Mohr,4000,4/3/2019,2019,4,CAP,2100
North Twin Lake,Mohr,4000,4/3/2019,2019,4,FWD,200
North Twin Lake,Mohr,4500,4/3/2019,2019,4,BMB,64900
North Twin Lake,Mohr,4500,4/3/2019,2019,4,CAP,2300
North Twin Lake,Mohr,4500,4/3/2019,2019,4,FWD,450
North Twin Lake,Mohr,4500,5/14/2019,2019,5,BMB,37300
North Twin Lake,Mohr,4500,5/14/2019,2019,5,CAP,1200
North Twin Lake,Mohr,4500,5/14/2019,2019,5,FWD,350
North Twin Lake,Mohr,4500,5/15/2019,2019,5,BMB,8900
North Twin Lake,Mohr,4500,5/15/2019,2019,5,CAP,300
North Twin Lake,Mohr,4500,5/15/2019,2019,5,FWD,100
North Twin Lake,Mohr,4500,5/20/2019,2019,5,BMB,0
North Twin Lake,Mohr,4500,5/20/2019,2019,5,CAP,0
North Twin Lake,Mohr,4500,5/20/2019,2019,5,FWD,0
West Swan,Mohr,5500,9/17/2019,2019,9,BMB,2100
West Swan,Mohr,5500,9/17/2019,2019,9,FWD,0
West Swan,Mohr,5500,9/17/2019,2019,9,CAP,3800
West Swan,Mohr,4000,9/18/2019,2019,9,BMB,1400
West Swan,Mohr,4000,9/18/2019,2019,9,FWD,0
West Swan,Mohr,4000,9/18/2019,2019,9,CAP,2200
High Lake,Mohr,5000,9/24/2019,2019,9,BMB,2500
High Lake,Mohr,5000,9/24/2019,2019,9,FWD,0
High Lake,Mohr,5000,9/24/2019,2019,9,CAP,4100
High Lake,Mohr,5000,9/25/2019,2019,9,BMB,13200
High Lake,Mohr,5000,9/25/2019,2019,9,FWD,0
High Lake,Mohr,5000,9/25/2019,2019,9,CAP,1800
Ingham Lake,Mohr,5500,9/30/2019,2019,9,BMB,5800
Ingham Lake,Mohr,5500,9/30/2019,2019,9,FWD,0
Ingham Lake,Mohr,5500,9/30/2019,2019,9,CAP,700
Ingham Lake,Mohr,5500,10/2/2019,2019,10,BMB,1200
Ingham Lake,Mohr,5500,10/2/2019,2019,10,FWD,0
Ingham Lake,Mohr,5500,10/2/2019,2019,10,CAP,300
Ingham Lake,Mohr,5500,10/7/2019,2019,10,BMB,13300
Ingham Lake,Mohr,5500,10/7/2019,2019,10,FWD,0
Ingham Lake,Mohr,5500,10/7/2019,2019,10,CAP,400
Ingham Lake,Mohr,5500,10/8/2019,2019,10,BMB,7100
Ingham Lake,Mohr,5500,10/8/2019,2019,10,FWD,0
Ingham Lake,Mohr,5500,10/8/2019,2019,10,CAP,200
Ingham Lake,Mohr,5500,10/9/2019,2019,10,BMB,4100
Ingham Lake,Mohr,5500,10/9/2019,2019,10,FWD,0
Ingham Lake,Mohr,5500,10/9/2019,2019,10,CAP,3700
Iowa Lake,Mohr,3800,10/16/2019,2019,10,BMB,7100
Iowa Lake,Mohr,3800,10/16/2019,2019,10,FWD,0
Iowa Lake,Mohr,3800,10/16/2019,2019,10,CAP,200
West Swan,Mohr,2700,10/17/2019,2019,10,BMB,18500
West Swan,Mohr,2700,10/17/2019,2019,10,FWD,0
West Swan,Mohr,2700,10/17/2019,2019,10,CAP,1200
Silver Lake (Dickinson),Mohn,2800,10/14/2019,2019,10,BMB,8350
Silver Lake (Dickinson),Mohn,2800,10/14/2019,2019,10,FWD,1650
Silver Lake (Dickinson),Mohn,2800,10/14/2019,2019,10,CAP,3125
Silver Lake (Dickinson),Mohn,2800,10/16/2019,2019,10,BMB,9650
Silver Lake (Dickinson),Mohn,2800,10/16/2019,2019,10,FWD,1995
Silver Lake (Dickinson),Mohn,2800,10/16/2019,2019,10,CAP,35246
Center Lake,Mohn,2800,4/22/2019,2019,4,BMB,12000
Center Lake,Mohn,2800,4/22/2019,2019,4,FWD,1460
Center Lake,Mohn,2800,4/22/2019,2019,4,CAP,2408
Elk lake,Mohn,2800,10/26/2019,2019,10,BMB,873
Elk lake,Mohn,2800,10/26/2019,2019,10,FWD,6
Elk lake,Mohn,2800,10/26/2019,2019,10,CAP,1750
Elk lake,Mohn,2800,10/26/2019,2019,10,SVCP,43
Elk lake,Mohn,2800,10/27/2019,2019,10,BMB,275
Elk lake,Mohn,2800,10/27/2019,2019,10,FWD,4
Elk lake,Mohn,2800,10/27/2019,2019,10,CAP,900
Elk lake,Mohn,2800,10/27/2019,2019,10,SVCP,4
Silver Lake (Dickinson),Mohn,2800,11/2/2019,2019,11,FWD,0
Silver Lake (Dickinson),Mohn,2800,11/2/2019,2019,11,CAP,300
Silver Lake (Dickinson),Mohn,2800,11/2/2019,2019,11,BMB,0
Silver Lake (Dickinson),Mohn,2800,11/3/2019,2019,11,FWD,6704
Silver Lake (Dickinson),Mohn,2800,11/3/2019,2019,11,CAP,28983
Silver Lake (Dickinson),Mohn,2800,11/3/2019,2019,11,BMB,52200
West Swan,Mohr,2700,10/24/2019,2019,10,FWD,0
West Swan,Mohr,2700,10/24/2019,2019,10,CAP,350
West Swan,Mohr,2700,10/24/2019,2019,10,BMB,5100
Ingham Lake,Mohr,3200,10/25/2019,2019,10,FWD,0
Ingham Lake,Mohr,3200,10/25/2019,2019,10,CAP,100
Ingham Lake,Mohr,3200,10/25/2019,2019,10,BMB,300
Silver Lake (Palo Alto),Mohr,3000,10/28/2019,2019,10,FWD,0
Silver Lake (Palo Alto),Mohr,3000,10/28/2019,2019,10,CAP,1200
Silver Lake (Palo Alto),Mohr,3000,10/28/2019,2019,10,BMB,9100
Silver Lake (Palo Alto),Mohr,3000,10/29/2019,2019,10,FWD,0
Silver Lake (Palo Alto),Mohr,3000,10/29/2019,2019,10,CAP,400
Silver Lake (Palo Alto),Mohr,3000,10/29/2019,2019,10,BMB,8900
West Okoboji,Mohr,2500,11/8/2019,2019,11,FWD,0
West Okoboji,Mohr,2500,11/8/2019,2019,11,CAP,0
West Okoboji,Mohr,2500,11/8/2019,2019,11,BMB,0
North Twin Lake,Mohr,2500,10/30/2019,2019,10,BMB,30100
North Twin Lake,Mohr,2500,10/30/2019,2019,10,CAP,500
North Twin Lake,Mohr,2500,10/30/2019,2019,10,FWD,1200
North Twin Lake,Mohr,2500,11/3/2019,2019,11,BMB,15300
North Twin Lake,Mohr,2500,11/3/2019,2019,11,CAP,600
North Twin Lake,Mohr,2500,11/3/2019,2019,11,FWD,900
North Twin Lake,Mohr,2500,11/22/2019,2019,11,BMB,23500
North Twin Lake,Mohr,2500,11/22/2019,2019,11,CAP,700
North Twin Lake,Mohr,2500,11/22/2019,2019,11,FWD,2000
North Twin Lake,Mohr,2500,11/23/2019,2019,11,BMB,12100
North Twin Lake,Mohr,2500,11/23/2019,2019,11,CAP,200
North Twin Lake,Mohr,2500,11/23/2019,2019,11,FWD,800
North Twin Lake,Mohr,2500,11/24/2019,2019,11,BMB,30400
North Twin Lake,Mohr,2500,11/24/2019,2019,11,CAP,3200
North Twin Lake,Mohr,2500,11/24/2019,2019,11,FWD,700
