Date,Lake,TAG NUMBER,Species,Length (mm),Weight (g),Recap,Tag Loss,Fin Clipped,Notes,Gear,Site/Transect,Start Latitude,Start Longitude,End Latitude,End Longitude,On-Time (s),Water Temp (C),Secchi (cm),Weather
5/1/2018,Blue,10132,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10133,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10134,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10135,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10136,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10137,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10138,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10139,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10140,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10141,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10142,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10143,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10144,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10145,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10146,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10147,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10148,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10149,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10150,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10151,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10152,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10153,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10154,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10155,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10156,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10157,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10158,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10159,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10160,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10161,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10162,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10163,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10164,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10165,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10166,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10167,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10168,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10169,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10170,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10171,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10172,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10173,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10174,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10175,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10176,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10177,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10178,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10179,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10180,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10181,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10182,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10183,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10184,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10185,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10186,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10187,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10188,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10189,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10190,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10191,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10192,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10193,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10194,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10195,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10196,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10197,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10198,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10199,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10200,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10201,COC,NA,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,17711,COC,NA,640,,,L Pelvic,,Electroshocking,2,,,,,1484,,,
5/1/2018,N. Twin,929,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,1601,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,1613,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,1623,BIB,NA,1451,1,,R Pectoral,Spine Taken 76,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,1677,BIB,NA,1202,R,,R Pectoral,Spine Taken 47,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,1727,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,5030,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,5426,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,5559,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,5580,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,5612,BIB,NA,,R,,R Pectoral,Right Pelvics Cut,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,5621,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,5629,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6367,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6374,BIB,NA,4513,R,,R Pectoral,Spine Taken 28,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6377,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6380,BIB,NA,,1,,R Pectoral,2017 Recap,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6398,BIB,NA,,1,,R Pectoral,2017 Recap,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6434,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6484,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6573,BIB,NA,,,,R Pectoral,,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6664,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6717,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6724,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6725,BIB,NA,,1,,R Pectoral,2017 Recap,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6759,BIB,NA,,R,,R Pectoral,clip right pectoral,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6807,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11301,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11302,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11303,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11304,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11305,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11306,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11307,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11308,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11309,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11310,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11311,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11312,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11313,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11314,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11315,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11316,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11317,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11318,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11319,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11320,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11321,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11322,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11323,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11324,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11325,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11326,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11327,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11328,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11329,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11330,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11331,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11332,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11333,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11334,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11335,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11336,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11337,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11338,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11339,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11340,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11341,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11342,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11343,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11344,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11345,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11346,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11347,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11348,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11349,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11351,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11352,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11353,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11354,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11355,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11356,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11357,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11358,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11359,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11360,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11361,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11362,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11363,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11364,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11365,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11366,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11367,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11368,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11369,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11370,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11371,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11372,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11373,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11374,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11375,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11376,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11377,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11378,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11379,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11380,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11381,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11382,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11383,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11384,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11385,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11386,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11387,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11388,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11389,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11390,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11391,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11392,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11393,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11394,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11395,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11396,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11397,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11398,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11399,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11400,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,13227,BIB,NA,,,,R Pectoral,,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,13250,BIB,NA,,,,R Pectoral,,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,13261,BIB,NA,,,,R Pectoral,,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,13265,BIB,NA,,,,R Pectoral,,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,13266,BIB,NA,,,,R Pectoral,,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14201,COC,NA,4581,,,R Pectoral,Spine Taken 109,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14213,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14214,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14215,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14216,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14217,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14218,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14219,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14220,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14221,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14222,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14223,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14224,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14225,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14226,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14227,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14228,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14229,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14230,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14231,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14232,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14233,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14234,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14235,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14236,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14237,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14238,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14239,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14240,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14241,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14242,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14243,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14244,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14245,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14246,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14247,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14248,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14249,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14250,BIB,NA,,,,R Pectoral,,Seine,Seine,,,,,,,,
