Date,Lake,TAG NUMBER,Species,Length (mm),Weight (g),Recap,Tag Loss,Fin Clipped,Notes,Gear,Site Transect,Start Latitude,Start Longitude,End Latitude,End Longitude,On Time (s),Water Temp..C.,Secchi (cm),Weather,Year
6/7/2017,Blue,35,COC,332,545,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,36,COC,348,640,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,37,COC,316,440,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,38,COC,300,445,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,39,COC,352,560,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,40,COC,432,935,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,41,COC,338,500,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,42,COC,356,550,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,43,COC,370,560,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,44,COC,356,595,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,45,COC,340,550,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,46,COC,362,585,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,47,COC,622,3585,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,48,COC,400,835,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,49,COC,306,435,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,50,COC,536,1735,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,51,COC,532,1860,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,52,COC,364,585,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,53,COC,442,1115,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,54,COC,334,525,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,55,COC,592,1745,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,56,COC,392,800,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,57,COC,602,2935,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,58,COC,339,545,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,59,COC,378,720,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,60,COC,406,1025,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,61,COC,434,970,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,62,COC,378,695,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,63,COC,356,620,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,64,COC,448,1000,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,65,COC,530,1800,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,66,COC,366,605,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,67,COC,332,460,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,68,COC,459,1160,,,R Pectoral,,Electroshocking,1,Blue Std 1,Blue Std 1,Blue Std 1,Blue Std 1,907,,,,2017
6/7/2017,Blue,69,COC,384,720,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,70,COC,348,555,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,71,COC,344,565,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,72,COC,534,1850,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,73,COC,342,540,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,74,COC,348,545,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,75,COC,346,540,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,76,COC,562,1995,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,77,COC,366,595,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,78,COC,368,595,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,79,COC,321,440,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,80,COC,322,470,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,81,COC,548,1980,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,82,COC,390,685,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,83,COC,410,795,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,84,COC,324,470,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,85,COC,358,565,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,86,COC,540,2055,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,87,COC,334,465,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,88,COC,546,2265,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,89,COC,594,2490,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,90,COC,568,2150,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,91,COC,462,1115,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,92,COC,550,1960,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,93,COC,329,505,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,94,COC,362,670,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,95,COC,342,555,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,96,COC,376,695,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,97,COC,324,470,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,98,COC,340,540,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,99,COC,596,2535,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,100,COC,346,590,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,101,COC,322,460,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,102,COC,348,535,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,103,COC,346,535,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,104,COC,358,585,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,105,COC,474,1450,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,106,COC,322,435,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,107,COC,362,560,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,109,COC,326,505,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,110,COC,464,2055,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,111,COC,480,1345,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,112,COC,322,480,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,113,COC,379,765,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,114,COC,342,620,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,115,COC,352,535,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,116,COC,346,540,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,117,COC,554,2340,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,118,COC,507,1740,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,119,COC,334,530,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,120,COC,400,785,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,121,COC,480,1540,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,122,COC,586,2520,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,123,COC,330,465,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,124,COC,452,1070,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,125,COC,654,3915,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,126,COC,398,795,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,127,COC,356,580,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,128,COC,494,1400,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,129,COC,546,2230,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,130,COC,412,830,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,131,COC,282,310,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,132,COC,324,470,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,133,COC,336,510,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,134,COC,388,680,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,135,COC,424,1045,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,136,COC,316,430,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,137,COC,339,440,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,138,COC,278,305,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,139,COC,390,690,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,140,COC,374,600,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,141,COC,354,630,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/7/2017,Blue,142,COC,348,555,,,R Pectoral,,Electroshocking,2,Blue Std 2,Blue Std 2,Blue Std 2,Blue Std 2,900,,,,2017
6/8/2017,Blue,143,COC,454,1150,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,144,COC,358,535,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,145,COC,246,225,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,146,COC,366,650,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,147,COC,398,680,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,148,COC,354,570,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,149,COC,480,1365,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,150,COC,458,1280,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,151,COC,502,1435,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,152,COC,331,470,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,153,COC,438,1030,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,154,COC,439,1060,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,155,COC,458,1130,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,156,COC,366,650,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,157,COC,354,555,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,158,COC,390,740,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,159,COC,376,700,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,160,COC,353,600,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,161,COC,338,545,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,162,COC,509,1660,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,163,COC,335,470,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,164,COC,544,1850,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,165,COC,530,1895,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,166,COC,338,495,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,167,COC,358,580,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,168,COC,622,3450,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,169,COC,560,2125,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,170,COC,362,650,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,171,COC,352,675,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,172,COC,358,1930,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,173,COC,386,785,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,174,COC,574,2460,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,175,COC,496,1700,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,176,COC,396,850,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,177,COC,358,625,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,178,COC,350,640,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
