Lake,Angler,Length of Seine,Date,Year,Month,Species,Pounds
Silver Lake (Dickinson),,,1/28/1984,1984,1,CAP,0
Silver Lake (Dickinson),,,1/29/1984,1984,1,BMB,16
West Okoboji Lake,,,1/29/1984,1984,1,BMB,0
Silver Lake (Dickinson),,,1/29/1984,1984,1,FWD,0
West Okoboji Lake,,,1/29/1984,1984,1,FWD,0
Silver Lake (Dickinson),,,1/29/1984,1984,1,CAP,0
West Okoboji Lake,,,1/29/1984,1984,1,CAP,0
West Okoboji Lake,,,2/3/1984,1984,2,BMB,0
West Okoboji Lake,,,2/3/1984,1984,2,FWD,500
West Okoboji Lake,,,2/3/1984,1984,2,CAP,375
West Okoboji Lake,,,2/9/1984,1984,2,BMB,"140,500"
West Okoboji Lake,,,2/9/1984,1984,2,FWD,125
West Okoboji Lake,,,2/9/1984,1984,2,CAP,"55,500"
East Okoboji Lake,,,2/15/1984,1984,2,BMB,56
East Okoboji Lake,,,2/15/1984,1984,2,FWD,"11,750"
East Okoboji Lake,,,2/15/1984,1984,2,CAP,625
West Okoboji Lake,,,3/9/1984,1984,3,BMB,0
West Okoboji Lake,,,3/9/1984,1984,3,FWD,0
West Okoboji Lake,,,3/9/1984,1984,3,CAP,0
West Okoboji Lake,,,3/15/1984,1984,3,BMB,500
West Okoboji Lake,,,3/15/1984,1984,3,FWD,0
West Okoboji Lake,,,3/15/1984,1984,3,CAP,500
Minnewashta,,,3/23/1984,1984,3,BMB,128
Minnewashta,,,3/23/1984,1984,3,FWD,0
Minnewashta,,,3/23/1984,1984,3,CAP,"6,500"
West Okoboji Lake,,,3/26/1984,1984,3,BMB,750
West Okoboji Lake,,,3/26/1984,1984,3,FWD,5
West Okoboji Lake,,,3/26/1984,1984,3,CAP,750
Lost Island Lake,,,10/2/1984,1984,10,BMB,125
Lost Island Lake,,,10/2/1984,1984,10,FWD,0
Lost Island Lake,,,10/2/1984,1984,10,CAP,990
Lost Island Lake,,,10/3/1984,1984,10,BMB,100
Lost Island Lake,,,10/3/1984,1984,10,FWD,0
Lost Island Lake,,,10/3/1984,1984,10,CAP,"3,500"
Lost Island Lake,,,10/4/1984,1984,10,BMB,246
Lost Island Lake,,,10/4/1984,1984,10,FWD,0
Lost Island Lake,,,10/4/1984,1984,10,CAP,"16,760"
Lost Island Lake,,,10/11/1984,1984,10,BMB,"3,300"
Lost Island Lake,,,10/11/1984,1984,10,FWD,31
Lost Island Lake,,,10/11/1984,1984,10,CAP,"11,140"
Lost Island Lake,,,10/31/1984,1984,10,BMB,"1,710"
Lost Island Lake,,,10/31/1984,1984,10,FWD,75
Lost Island Lake,,,10/31/1984,1984,10,CAP,"5,040"
Lost Island Lake,,,11/2/1984,1984,11,BMB,"1,390"
Lost Island Lake,,,11/2/1984,1984,11,FWD,425
Lost Island Lake,,,11/2/1984,1984,11,CAP,"60,120"
Lost Island Lake,,,11/13/1984,1984,11,BMB,400
Lost Island Lake,,,11/13/1984,1984,11,FWD,50
Lost Island Lake,,,11/13/1984,1984,11,CAP,"14,640"
Lost Island Lake,,,11/14/1984,1984,11,BMB,270
Lost Island Lake,,,11/14/1984,1984,11,FWD,0
Lost Island Lake,,,11/14/1984,1984,11,CAP,"3,720"
Lost Island Lake,,,11/16/1984,1984,11,BMB,960
Lost Island Lake,,,11/16/1984,1984,11,FWD,50
Lost Island Lake,,,11/16/1984,1984,11,CAP,"21,156"
Lost Island Lake,,,11/24/1984,1984,11,BMB,77
Lost Island Lake,,,11/24/1984,1984,11,FWD,45
Lost Island Lake,,,11/24/1984,1984,11,CAP,"5,485"
West Okoboji Lake,,,1/23/1985,1985,1,BMB,"2,000"
West Okoboji Lake,,,1/23/1985,1985,1,FWD,50
West Okoboji Lake,,,1/23/1985,1985,1,CAP,"1,500"
West Okoboji Lake,,,1/24/1985,1985,1,BMB,150
West Okoboji Lake,,,1/24/1985,1985,1,FWD,75
West Okoboji Lake,,,1/24/1985,1985,1,CAP,"1,375"
West Okoboji Lake,,,1/26/1985,1985,1,BMB,"25,000"
West Okoboji Lake,,,1/26/1985,1985,1,FWD,25
West Okoboji Lake,,,1/26/1985,1985,1,CAP,"25,000"
West Okoboji Lake,,,1/28/1985,1985,1,BMB,9
West Okoboji Lake,,,1/28/1985,1985,1,FWD,0
West Okoboji Lake,,,1/28/1985,1985,1,CAP,30
West Okoboji Lake,,,1/29/1985,1985,1,BMB,"24,500"
West Okoboji Lake,,,1/29/1985,1985,1,FWD,375
West Okoboji Lake,,,1/29/1985,1985,1,CAP,"5,000"
West Okoboji Lake,,,2/4/1985,1985,2,BMB,"75,000"
West Okoboji Lake,,,2/4/1985,1985,2,FWD,28
West Okoboji Lake,,,2/4/1985,1985,2,CAP,"5,250"
West Okoboji Lake,,,2/6/1985,1985,2,BMB,"7,250"
West Okoboji Lake,,,2/6/1985,1985,2,FWD,0
West Okoboji Lake,,,2/6/1985,1985,2,CAP,"21,875"
West Okoboji Lake,,,2/13/1985,1985,2,BMB,18
West Okoboji Lake,,,2/13/1985,1985,2,FWD,0
West Okoboji Lake,,,2/13/1985,1985,2,CAP,20
West Okoboji Lake,,,2/15/1985,1985,2,BMB,35
West Okoboji Lake,,,2/15/1985,1985,2,FWD,0
West Okoboji Lake,,,2/15/1985,1985,2,CAP,18
West Okoboji Lake,,,2/18/1985,1985,2,BMB,0
West Okoboji Lake,,,2/18/1985,1985,2,FWD,0
West Okoboji Lake,,,2/18/1985,1985,2,CAP,24
Spirit Lake,,,2/20/1985,1985,2,BMB,16
Spirit Lake,,,2/20/1985,1985,2,FWD,0
Spirit Lake,,,2/20/1985,1985,2,CAP,"15,000"
West Okoboji Lake,,,3/7/1985,1985,3,BMB,"4,000"
West Okoboji Lake,,,3/7/1985,1985,3,FWD,1
West Okoboji Lake,,,3/7/1985,1985,3,CAP,625
Lost Island Lake,,,10/7/1985,1985,10,BMB,0
Lost Island Lake,,,10/7/1985,1985,10,FWD,50
Lost Island Lake,,,10/7/1985,1985,10,CAP,"4,000"
Lost Island Lake,,,10/8/1985,1985,10,BMB,"1,130"
Lost Island Lake,,,10/8/1985,1985,10,FWD,95
Lost Island Lake,,,10/8/1985,1985,10,CAP,"11,408"
Lost Island Lake,,,10/9/1985,1985,10,BMB,649
Lost Island Lake,,,10/9/1985,1985,10,FWD,100
Lost Island Lake,,,10/9/1985,1985,10,CAP,"15,250"
Lost Island Lake,,,10/15/1985,1985,10,BMB,0
Lost Island Lake,,,10/15/1985,1985,10,FWD,50
Lost Island Lake,,,10/15/1985,1985,10,CAP,"42,893"
Lost Island Lake,,,10/16/1985,1985,10,BMB,"2,000"
Lost Island Lake,,,10/16/1985,1985,10,FWD,200
Lost Island Lake,,,10/16/1985,1985,10,CAP,"12,250"
Lost Island Lake,,,10/29/1985,1985,10,BMB,250
Lost Island Lake,,,10/29/1985,1985,10,FWD,60
Lost Island Lake,,,10/29/1985,1985,10,CAP,"10,680"
Lost Island Lake,,,10/30/1985,1985,10,BMB,321
Lost Island Lake,,,10/30/1985,1985,10,FWD,75
Lost Island Lake,,,10/30/1985,1985,10,CAP,"22,612"
Lost Island Lake,,,11/13/1985,1985,11,BMB,105
Lost Island Lake,,,11/13/1985,1985,11,FWD,0
Lost Island Lake,,,11/13/1985,1985,11,CAP,"4,740"
Lost Island Lake,,,11/14/1985,1985,11,BMB,300
Lost Island Lake,,,11/14/1985,1985,11,FWD,15
Lost Island Lake,,,11/14/1985,1985,11,CAP,"17,915"
West Okoboji Lake,,,12/27/1985,1985,12,BMB,0
West Okoboji Lake,,,12/27/1985,1985,12,FWD,0
West Okoboji Lake,,,12/27/1985,1985,12,CAP,0
West Okoboji Lake,,,1/2/1986,1986,1,BMB,100
West Okoboji Lake,,,1/2/1986,1986,1,FWD,"4,000"
West Okoboji Lake,,,1/2/1986,1986,1,CAP,200
Minnewashta,,,1/13/1986,1986,1,BMB,"2,300"
Minnewashta,,,1/13/1986,1986,1,FWD,0
Minnewashta,,,1/13/1986,1986,1,CAP,"41,114"
West Okoboji Lake,,,1/15/1986,1986,1,BMB,"19,750"
West Okoboji Lake,,,1/15/1986,1986,1,FWD,0
West Okoboji Lake,,,1/15/1986,1986,1,CAP,"9,750"
West Okoboji Lake,,,1/20/1986,1986,1,BMB,100
West Okoboji Lake,,,1/20/1986,1986,1,FWD,0
West Okoboji Lake,,,1/20/1986,1986,1,CAP,45
Minnewashta,,,1/30/1986,1986,1,BMB,0
Minnewashta,,,1/30/1986,1986,1,FWD,125
Minnewashta,,,1/30/1986,1986,1,CAP,"7,200"
West Okoboji Lake,,,2/11/1986,1986,2,BMB,"5,625"
West Okoboji Lake,,,2/11/1986,1986,2,FWD,0
West Okoboji Lake,,,2/11/1986,1986,2,CAP,"7,500"
West Okoboji Lake,,,2/26/1986,1986,2,BMB,"142,008"
West Okoboji Lake,,,2/26/1986,1986,2,FWD,"3,720"
West Okoboji Lake,,,2/26/1986,1986,2,CAP,"31,574"
West Okoboji Lake,,,3/15/1986,1986,3,BMB,0
West Okoboji Lake,,,3/15/1986,1986,3,FWD,0
West Okoboji Lake,,,3/15/1986,1986,3,CAP,0
Spirit Lake,,,5/12/1986,1986,5,BMB,"8,300"
Spirit Lake,,,5/12/1986,1986,5,FWD,"4,000"
Spirit Lake,,,5/12/1986,1986,5,CAP,"10,200"
Spirit Lake,,,5/13/1986,1986,5,BMB,"17,900"
Spirit Lake,,,5/13/1986,1986,5,FWD,"2,250"
Spirit Lake,,,5/13/1986,1986,5,CAP,"23,500"
Spirit Lake,,,5/15/1986,1986,5,BMB,"1,150"
Spirit Lake,,,5/15/1986,1986,5,FWD,"1,440"
Spirit Lake,,,5/15/1986,1986,5,CAP,"12,075"
Lost Island Lake,,,10/1/1986,1986,10,BMB,297
Lost Island Lake,,,10/1/1986,1986,10,FWD,10
Lost Island Lake,,,10/1/1986,1986,10,CAP,"3,000"
Lost Island Lake,,,10/2/1986,1986,10,BMB,600
Lost Island Lake,,,10/2/1986,1986,10,FWD,60
Lost Island Lake,,,10/2/1986,1986,10,CAP,"4,000"
Lost Island Lake,,,10/6/1986,1986,10,BMB,9
Lost Island Lake,,,10/6/1986,1986,10,FWD,30
Lost Island Lake,,,10/6/1986,1986,10,CAP,"7,400"
Lost Island Lake,,,11/4/1986,1986,11,BMB,0
Lost Island Lake,,,11/4/1986,1986,11,FWD,25
Lost Island Lake,,,11/4/1986,1986,11,CAP,"8,920"
Lost Island Lake,,,11/5/1986,1986,11,BMB,18
Lost Island Lake,,,11/5/1986,1986,11,FWD,10
Lost Island Lake,,,11/5/1986,1986,11,CAP,"14,700"
Lost Island Lake,,,11/7/1986,1986,11,BMB,0
Lost Island Lake,,,11/7/1986,1986,11,FWD,0
Lost Island Lake,,,11/7/1986,1986,11,CAP,0
Lost Island Lake,,,11/10/1986,1986,11,BMB,22
Lost Island Lake,,,11/10/1986,1986,11,FWD,12
Lost Island Lake,,,11/10/1986,1986,11,CAP,"8,890"
West Okoboji Lake,,,1/10/1987,1987,1,BMB,"2,300"
West Okoboji Lake,,,1/10/1987,1987,1,FWD,0
West Okoboji Lake,,,1/10/1987,1987,1,CAP,"7,800"
West Okoboji Lake,,,1/24/1987,1987,1,BMB,"46,929"
West Okoboji Lake,,,1/24/1987,1987,1,FWD,0
West Okoboji Lake,,,1/24/1987,1987,1,CAP,"43,920"
Five Island Lake,,,9/29/1987,1987,9,BMB,72
Five Island Lake,,,9/29/1987,1987,9,FWD,0
Five Island Lake,,,9/29/1987,1987,9,CAP,"3,400"
Five Island Lake,,,9/30/1987,1987,9,BMB,200
Five Island Lake,,,9/30/1987,1987,9,BMB,170
Five Island Lake,,,9/30/1987,1987,9,FWD,0
Five Island Lake,,,9/30/1987,1987,9,FWD,0
Five Island Lake,,,9/30/1987,1987,9,CAP,600
Five Island Lake,,,9/30/1987,1987,9,CAP,"3,500"
Five Island Lake,,,10/1/1987,1987,10,BMB,"6,000"
Five Island Lake,,,10/1/1987,1987,10,FWD,0
Five Island Lake,,,10/1/1987,1987,10,CAP,250
Five Island Lake,,,10/5/1987,1987,10,BMB,230
Lost Island Lake,,,10/5/1987,1987,10,BMB,0
Five Island Lake,,,10/5/1987,1987,10,FWD,0
Lost Island Lake,,,10/5/1987,1987,10,FWD,50
Five Island Lake,,,10/5/1987,1987,10,CAP,"3,400"
Lost Island Lake,,,10/5/1987,1987,10,CAP,"5,500"
Five Island Lake,,,10/6/1987,1987,10,BMB,"3,785"
Five Island Lake,,,10/6/1987,1987,10,FWD,0
Five Island Lake,,,10/6/1987,1987,10,CAP,840
Five Island Lake,,,10/7/1987,1987,10,BMB,"9,450"
Five Island Lake,,,10/7/1987,1987,10,FWD,0
Five Island Lake,,,10/7/1987,1987,10,CAP,"10,000"
Five Island Lake,,,10/19/1987,1987,10,BMB,"3,490"
Five Island Lake,,,10/19/1987,1987,10,FWD,0
Five Island Lake,,,10/19/1987,1987,10,CAP,"28,600"
Five Island Lake,,,10/20/1987,1987,10,BMB,240
Five Island Lake,,,10/20/1987,1987,10,FWD,0
Five Island Lake,,,10/20/1987,1987,10,CAP,"2,700"
Five Island Lake,,,10/21/1987,1987,10,BMB,370
Five Island Lake,,,10/21/1987,1987,10,FWD,0
Five Island Lake,,,10/21/1987,1987,10,CAP,"8,100"
Lost Island Lake,,,11/2/1987,1987,11,BMB,50
Lost Island Lake,,,11/2/1987,1987,11,FWD,0
Lost Island Lake,,,11/2/1987,1987,11,CAP,"39,390"
Five Island Lake,,,11/4/1987,1987,11,BMB,200
Five Island Lake,,,11/4/1987,1987,11,FWD,0
Five Island Lake,,,11/4/1987,1987,11,CAP,"1,500"
Lost Island Lake,,,11/5/1987,1987,11,BMB,250
Lost Island Lake,,,11/5/1987,1987,11,FWD,75
Lost Island Lake,,,11/5/1987,1987,11,CAP,"5,600"
Lost Island Lake,,,11/17/1987,1987,11,BMB,250
Lost Island Lake,,,11/17/1987,1987,11,FWD,100
Lost Island Lake,,,11/17/1987,1987,11,CAP,"4,440"
Five Island Lake,,,11/18/1987,1987,11,BMB,250
Five Island Lake,,,11/18/1987,1987,11,FWD,0
Five Island Lake,,,11/18/1987,1987,11,CAP,"31,480"
Minnewashta,,,2/3/1988,1988,2,BMB,400
Minnewashta,,,2/3/1988,1988,2,FWD,0
Minnewashta,,,2/3/1988,1988,2,CAP,"1,700"
West Okoboji Lake,,,2/19/1988,1988,2,BMB,"10,830"
West Okoboji Lake,,,2/19/1988,1988,2,FWD,0
West Okoboji Lake,,,2/19/1988,1988,2,CAP,"4,080"
West Okoboji Lake,,,2/22/1988,1988,2,BMB,0
West Okoboji Lake,,,2/22/1988,1988,2,FWD,0
West Okoboji Lake,,,2/22/1988,1988,2,CAP,0
Spirit Lake,,,2/27/1988,1988,2,BMB,"16,800"
Spirit Lake,,,2/27/1988,1988,2,FWD,0
Spirit Lake,,,2/27/1988,1988,2,CAP,"72,700"
Lower Gar,,,5/14/1988,1988,5,BMB,960
Lower Gar,,,5/14/1988,1988,5,BMB,200
Lower Gar,,,5/14/1988,1988,5,FWD,600
Lower Gar,,,5/14/1988,1988,5,FWD,"1,100"
Lower Gar,,,5/14/1988,1988,5,CAP,"1,475"
Lower Gar,,,5/14/1988,1988,5,CAP,"1,200"
Spirit Lake,,,5/17/1988,1988,5,BMB,200
Spirit Lake,,,5/17/1988,1988,5,FWD,100
Spirit Lake,,,5/17/1988,1988,5,CAP,300
Lower Gar,,,5/31/1988,1988,5,BMB,800
Lower Gar,,,5/31/1988,1988,5,BMB,200
Lower Gar,,,5/31/1988,1988,5,FWD,400
Lower Gar,,,5/31/1988,1988,5,FWD,100
Lower Gar,,,5/31/1988,1988,5,CAP,"1,300"
Lower Gar,,,5/31/1988,1988,5,CAP,"2,100"
Five Island Lake,,,9/19/1988,1988,9,BMB,"4,600"
Five Island Lake,,,9/19/1988,1988,9,FWD,0
Five Island Lake,,,9/19/1988,1988,9,CAP,"8,820"
Five Island Lake,,,9/20/1988,1988,9,BMB,"17,000"
Five Island Lake,,,9/20/1988,1988,9,FWD,0
Five Island Lake,,,9/20/1988,1988,9,CAP,"13,800"
Five Island Lake,,,9/21/1988,1988,9,BMB,730
Five Island Lake,,,9/21/1988,1988,9,FWD,0
Five Island Lake,,,9/21/1988,1988,9,CAP,"6,600"
Five Island Lake,,,10/25/1988,1988,10,BMB,65
Five Island Lake,,,10/25/1988,1988,10,FWD,0
Five Island Lake,,,10/25/1988,1988,10,CAP,800
Five Island Lake,,,10/26/1988,1988,10,BMB,"3,255"
Five Island Lake,,,10/26/1988,1988,10,FWD,0
Five Island Lake,,,10/26/1988,1988,10,CAP,"11,285"
Five Island Lake,,,10/27/1988,1988,10,BMB,405
Five Island Lake,,,10/27/1988,1988,10,FWD,0
Five Island Lake,,,10/27/1988,1988,10,CAP,"8,100"
Five Island Lake,,,11/1/1988,1988,11,BMB,"3,465"
Five Island Lake,,,11/1/1988,1988,11,FWD,0
Five Island Lake,,,11/1/1988,1988,11,CAP,"21,185"
Five Island Lake,,,11/2/1988,1988,11,BMB,"17,020"
Five Island Lake,,,11/2/1988,1988,11,FWD,0
Five Island Lake,,,11/2/1988,1988,11,CAP,"14,540"
Five Island Lake,,,11/5/1988,1988,11,BMB,210
Five Island Lake,,,11/5/1988,1988,11,FWD,0
Five Island Lake,,,11/5/1988,1988,11,CAP,"10,710"
Five Island Lake,,,11/7/1988,1988,11,BMB,210
Five Island Lake,,,11/7/1988,1988,11,FWD,0
Five Island Lake,,,11/7/1988,1988,11,CAP,"21,945"
Five Island Lake,,,11/8/1988,1988,11,BMB,"17,665"
Five Island Lake,,,11/8/1988,1988,11,FWD,0
Five Island Lake,,,11/8/1988,1988,11,CAP,"30,765"
Tuttle Lake,,,1/2/1989,1989,1,BMB,750
Tuttle Lake,,,1/2/1989,1989,1,FWD,0
Tuttle Lake,,,1/2/1989,1989,1,CAP,500
Tuttle Lake,,,1/3/1989,1989,1,BMB,0
Tuttle Lake,,,1/3/1989,1989,1,FWD,0
Tuttle Lake,,,1/3/1989,1989,1,CAP,500
Tuttle Lake,,,1/4/1989,1989,1,BMB,"3,400"
Tuttle Lake,,,1/4/1989,1989,1,FWD,0
Tuttle Lake,,,1/4/1989,1989,1,CAP,"7,200"
Tuttle Lake,,,1/5/1989,1989,1,BMB,"19,400"
Tuttle Lake,,,1/5/1989,1989,1,FWD,0
Tuttle Lake,,,1/5/1989,1989,1,CAP,"34,000"
Ingham Lake,,,1/12/1989,1989,1,BMB,300
Ingham Lake,,,1/12/1989,1989,1,FWD,0
Ingham Lake,,,1/12/1989,1989,1,CAP,"22,300"
Lost Island Lake,,,1/14/1989,1989,1,BMB,0
Lost Island Lake,,,1/14/1989,1989,1,FWD,250
Lost Island Lake,,,1/14/1989,1989,1,CAP,"18,600"
West Okoboji Lake,,,1/25/1989,1989,1,BMB,"62,000"
West Okoboji Lake,,,1/25/1989,1989,1,FWD,"1,800"
West Okoboji Lake,,,1/25/1989,1989,1,CAP,"79,000"
West Okoboji Lake,,,1/27/1989,1989,1,BMB,"10,000"
West Okoboji Lake,,,1/27/1989,1989,1,FWD,0
West Okoboji Lake,,,1/27/1989,1989,1,CAP,"16,000"
West Okoboji Lake,,,1/31/1989,1989,1,BMB,0
West Okoboji Lake,,,1/31/1989,1989,1,FWD,0
West Okoboji Lake,,,1/31/1989,1989,1,CAP,0
West Okoboji Lake,,,2/15/1989,1989,2,BMB,0
West Okoboji Lake,,,2/15/1989,1989,2,FWD,"5,265"
West Okoboji Lake,,,2/15/1989,1989,2,CAP,0
Spirit Lake,,,3/8/1989,1989,3,BMB,"3,200"
Spirit Lake,,,3/8/1989,1989,3,FWD,0
Spirit Lake,,,3/8/1989,1989,3,CAP,"27,500"
East Okoboji Lake,,,4/12/1989,1989,4,BMB,"1,200"
East Okoboji Lake,,,4/12/1989,1989,4,FWD,200
East Okoboji Lake,,,4/12/1989,1989,4,CAP,"37,500"
Ingham Lake,,,4/13/1989,1989,4,BMB,0
East Okoboji Lake,,,4/13/1989,1989,4,BMB,"1,100"
Ingham Lake,,,4/13/1989,1989,4,FWD,0
East Okoboji Lake,,,4/13/1989,1989,4,FWD,"1,400"
Ingham Lake,,,4/13/1989,1989,4,CAP,"1,200"
East Okoboji Lake,,,4/13/1989,1989,4,CAP,"41,750"
Silver Lake (Dickinson),,,4/18/1989,1989,4,BMB,0
Silver Lake (Dickinson),,,4/18/1989,1989,4,FWD,0
Silver Lake (Dickinson),,,4/18/1989,1989,4,CAP,80
Silver Lake (Dickinson),,,4/20/1989,1989,4,BMB,"2,750"
Lower Gar,,,4/20/1989,1989,4,BMB,0
Minnewashta,,,4/20/1989,1989,4,BMB,0
Silver Lake (Dickinson),,,4/20/1989,1989,4,FWD,15
Lower Gar,,,4/20/1989,1989,4,FWD,"2,100"
Minnewashta,,,4/20/1989,1989,4,FWD,0
Silver Lake (Dickinson),,,4/20/1989,1989,4,CAP,550
Lower Gar,,,4/20/1989,1989,4,CAP,"24,300"
Minnewashta,,,4/20/1989,1989,4,CAP,"2,100"
Silver Lake (Dickinson),,,4/21/1989,1989,4,BMB,12
Lower Gar,,,4/21/1989,1989,4,BMB,0
Silver Lake (Dickinson),,,4/21/1989,1989,4,FWD,0
Lower Gar,,,4/21/1989,1989,4,FWD,"1,100"
Silver Lake (Dickinson),,,4/21/1989,1989,4,CAP,550
Lower Gar,,,4/21/1989,1989,4,CAP,"5,600"
East Okoboji Lake,,,4/25/1989,1989,4,BMB,0
East Okoboji Lake,,,4/25/1989,1989,4,FWD,"1,500"
East Okoboji Lake,,,4/25/1989,1989,4,CAP,"31,200"
Lower Gar,,,4/27/1989,1989,4,BMB,"3,200"
Lower Gar,,,4/27/1989,1989,4,FWD,700
Lower Gar,,,4/27/1989,1989,4,CAP,"14,800"
East Okoboji Lake,,,4/28/1989,1989,4,BMB,600
East Okoboji Lake,,,4/28/1989,1989,4,FWD,450
East Okoboji Lake,,,4/28/1989,1989,4,CAP,"3,500"
East Okoboji Lake,,,5/2/1989,1989,5,BMB,350
East Okoboji Lake,,,5/2/1989,1989,5,FWD,200
East Okoboji Lake,,,5/2/1989,1989,5,CAP,"9,200"
Lost Island Lake,,,5/3/1989,1989,5,BMB,0
Lost Island Lake,,,5/3/1989,1989,5,FWD,0
Lost Island Lake,,,5/3/1989,1989,5,CAP,0
Lower Gar,,,5/4/1989,1989,5,BMB,0
Lost Island Lake,,,5/4/1989,1989,5,BMB,0
Lower Gar,,,5/4/1989,1989,5,FWD,520
Lost Island Lake,,,5/4/1989,1989,5,FWD,650
Lower Gar,,,5/4/1989,1989,5,CAP,"4,100"
Lost Island Lake,,,5/4/1989,1989,5,CAP,"3,500"
Spirit Lake,,,5/9/1989,1989,5,BMB,0
West Okoboji Lake,,,5/9/1989,1989,5,BMB,0
Spirit Lake,,,5/9/1989,1989,5,FWD,"1,100"
West Okoboji Lake,,,5/9/1989,1989,5,FWD,0
Spirit Lake,,,5/9/1989,1989,5,CAP,"15,200"
West Okoboji Lake,,,5/9/1989,1989,5,CAP,0
East Okoboji Lake,,,5/10/1989,1989,5,BMB,"6,200"
East Okoboji Lake,,,5/10/1989,1989,5,FWD,"3,400"
East Okoboji Lake,,,5/10/1989,1989,5,CAP,"2,750"
Lower Gar,,,5/11/1989,1989,5,BMB,0
Lower Gar,,,5/11/1989,1989,5,FWD,"1,820"
Lower Gar,,,5/11/1989,1989,5,CAP,"2,625"
Spirit Lake,,,5/15/1989,1989,5,BMB,"1,200"
Spirit Lake,,,5/15/1989,1989,5,FWD,300
Spirit Lake,,,5/15/1989,1989,5,CAP,"17,400"
East Okoboji Lake,,,5/16/1989,1989,5,BMB,700
East Okoboji Lake,,,5/16/1989,1989,5,FWD,0
East Okoboji Lake,,,5/16/1989,1989,5,CAP,"3,800"
Lost Island Lake,,,5/17/1989,1989,5,BMB,0
Lost Island Lake,,,5/17/1989,1989,5,FWD,0
Lost Island Lake,,,5/17/1989,1989,5,CAP,"7,600"
Lost Island Lake,,,5/18/1989,1989,5,BMB,0
Lost Island Lake,,,5/18/1989,1989,5,FWD,0
Lost Island Lake,,,5/18/1989,1989,5,CAP,"1,100"
Lost Island Lake,,,5/22/1989,1989,5,BMB,150
Lost Island Lake,,,5/22/1989,1989,5,FWD,100
Lost Island Lake,,,5/22/1989,1989,5,CAP,"3,200"
East Okoboji Lake,,,5/23/1989,1989,5,BMB,0
East Okoboji Lake,,,5/23/1989,1989,5,FWD,0
East Okoboji Lake,,,5/23/1989,1989,5,CAP,900
Spirit Lake,,,5/24/1989,1989,5,BMB,0
Spirit Lake,,,5/24/1989,1989,5,FWD,0
Spirit Lake,,,5/24/1989,1989,5,CAP,"2,100"
East Okoboji Lake,,,5/30/1989,1989,5,BMB,0
East Okoboji Lake,,,5/30/1989,1989,5,FWD,0
East Okoboji Lake,,,5/30/1989,1989,5,CAP,0
Five Island Lake,,,10/3/1989,1989,10,BMB,"14,250"
Five Island Lake,,,10/3/1989,1989,10,FWD,0
Five Island Lake,,,10/3/1989,1989,10,CAP,50
Five Island Lake,,,10/4/1989,1989,10,BMB,15
Five Island Lake,,,10/4/1989,1989,10,FWD,0
Five Island Lake,,,10/4/1989,1989,10,CAP,52
Five Island Lake,,,10/5/1989,1989,10,BMB,50
Five Island Lake,,,10/5/1989,1989,10,FWD,0
Five Island Lake,,,10/5/1989,1989,10,CAP,"4,500"
Five Island Lake,,,10/9/1989,1989,10,BMB,70
Five Island Lake,,,10/9/1989,1989,10,FWD,0
Five Island Lake,,,10/9/1989,1989,10,CAP,"9,500"
East Okoboji Lake,,,10/12/1989,1989,10,BMB,0
East Okoboji Lake,,,10/12/1989,1989,10,FWD,174
East Okoboji Lake,,,10/12/1989,1989,10,CAP,"1,236"
East Okoboji Lake,,,10/13/1989,1989,10,BMB,0
East Okoboji Lake,,,10/13/1989,1989,10,FWD,389
East Okoboji Lake,,,10/13/1989,1989,10,CAP,888
Lost Island Lake,,,10/20/1989,1989,10,BMB,0
Lost Island Lake,,,10/20/1989,1989,10,FWD,0
Lost Island Lake,,,10/20/1989,1989,10,CAP,0
West Okoboji Lake,,,10/26/1989,1989,10,BMB,"1,700"
West Okoboji Lake,,,10/26/1989,1989,10,FWD,0
West Okoboji Lake,,,10/26/1989,1989,10,CAP,0
West Okoboji Lake,,,10/27/1989,1989,10,BMB,"1,340"
West Okoboji Lake,,,10/27/1989,1989,10,FWD,0
West Okoboji Lake,,,10/27/1989,1989,10,CAP,0
East Okoboji Lake,,,11/1/1989,1989,11,BMB,0
East Okoboji Lake,,,11/1/1989,1989,11,FWD,45
East Okoboji Lake,,,11/1/1989,1989,11,CAP,0
Five Island Lake,,,11/2/1989,1989,11,BMB,"2,020"
West Okoboji Lake,,,11/2/1989,1989,11,BMB,0
Five Island Lake,,,11/2/1989,1989,11,FWD,0
West Okoboji Lake,,,11/2/1989,1989,11,FWD,30
Five Island Lake,,,11/2/1989,1989,11,CAP,"47,000"
West Okoboji Lake,,,11/2/1989,1989,11,CAP,0
Five Island Lake,,,11/3/1989,1989,11,BMB,25
West Okoboji Lake,,,11/3/1989,1989,11,BMB,0
Five Island Lake,,,11/3/1989,1989,11,FWD,0
West Okoboji Lake,,,11/3/1989,1989,11,FWD,40
Five Island Lake,,,11/3/1989,1989,11,CAP,"17,000"
West Okoboji Lake,,,11/3/1989,1989,11,CAP,0
Tuttle Lake,,,12/26/1989,1989,12,BMB,"7,300"
Tuttle Lake,,,12/26/1989,1989,12,FWD,0
Tuttle Lake,,,12/26/1989,1989,12,CAP,990
Tuttle Lake,,,12/27/1989,1989,12,BMB,"5,100"
Tuttle Lake,,,12/27/1989,1989,12,FWD,0
Tuttle Lake,,,12/27/1989,1989,12,CAP,"1,200"
