Date,Lake,TAG NUMBER,Species,Length (mm),Weight (g),Recap,Tag Loss,Fin Clipped,Notes,Gear,Site/Transect,Start Latitude,Start Longitude,End Latitude,End Longitude,On-Time (s),Water Temp (C),Secchi (cm),Weather
5/1/2018,Blue,10153,COC,410,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10154,COC,360,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10155,COC,356,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10156,COC,330,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10157,COC,350,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10158,COC,362,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10159,COC,396,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10160,COC,390,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10161,COC,364,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10162,COC,408,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10163,COC,416,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10164,COC,458,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10165,COC,346,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10166,COC,362,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10167,COC,370,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10168,COC,380,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10169,COC,422,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10170,COC,394,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10171,COC,488,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10172,COC,364,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10173,COC,364,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10174,COC,364,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10175,COC,384,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10176,COC,366,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10177,COC,370,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10178,COC,460,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10179,COC,384,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10180,COC,380,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10181,COC,386,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10182,COC,380,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10183,COC,360,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10184,COC,370,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10185,COC,414,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10186,COC,554,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10187,COC,382,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10188,COC,376,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10189,COC,388,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10190,COC,376,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10191,COC,342,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10192,COC,364,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10193,COC,374,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10194,COC,360,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10195,COC,364,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10196,COC,376,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10197,COC,430,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10198,COC,388,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10199,COC,362,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10200,COC,382,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,10201,COC,350,,,,L Pelvic,,Electroshocking,1,,,,,1103,,,
5/1/2018,Blue,17711,COC,369,640,,,L Pelvic,,Electroshocking,2,,,,,1484,,,
5/1/2018,N. Twin,929,BIB,NA,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,1601,BIB,419,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,1613,BIB,422,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,1623,BIB,447,1451,1,,R Pectoral,Spine Taken 76,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,1677,BIB,437,1202,R,,R Pectoral,Spine Taken 47,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,1727,BIB,650,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,5030,BIB,765,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,5426,BIB,724,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,5559,BIB,678,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,5580,BIB,643,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,5612,BIB,457,,R,,R Pectoral,Right Pelvics Cut,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,5621,BIB,744,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,5629,BIB,495,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6367,BIB,605,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6374,BIB,699,4513,R,,R Pectoral,Spine Taken 28,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6377,BIB,556,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6380,BIB,585,,1,,R Pectoral,2017 Recap,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6398,BIB,750,,1,,R Pectoral,2017 Recap,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6434,BIB,483,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6484,BIB,455,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6573,BIB,768,,,,R Pectoral,,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6664,BIB,668,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6717,BIB,734,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6724,BIB,432,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6725,BIB,665,,1,,R Pectoral,2017 Recap,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6759,BIB,643,,R,,R Pectoral,clip right pectoral,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,6807,BIB,394,,R,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11301,BIB,739,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11302,BIB,737,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11303,BIB,437,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11304,BIB,714,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11305,BIB,752,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11306,BIB,620,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11307,BIB,650,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11308,BIB,678,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11309,BIB,716,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11310,BIB,683,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11311,BIB,737,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11312,BIB,714,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11313,BIB,739,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11314,BIB,709,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11315,BIB,762,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11316,BIB,734,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11317,BIB,660,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11318,BIB,640,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11319,BIB,744,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11320,BIB,688,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11321,BIB,635,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11322,BIB,742,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11323,BIB,772,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11324,BIB,668,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11325,BIB,757,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11326,BIB,696,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11327,BIB,709,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11328,BIB,630,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11329,BIB,658,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11330,BIB,744,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11331,BIB,714,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11332,BIB,632,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11333,BIB,706,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11334,BIB,759,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11335,BIB,605,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11336,BIB,780,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11337,BIB,472,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11338,BIB,754,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11339,BIB,691,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11340,BIB,701,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11341,BIB,749,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11342,BIB,701,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11343,BIB,815,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11344,BIB,726,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11345,BIB,643,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11346,BIB,739,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11347,BIB,754,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11348,BIB,432,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11349,BIB,724,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11351,BIB,732,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11352,BIB,455,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11353,BIB,744,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11354,BIB,655,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11355,BIB,597,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11356,BIB,450,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11357,BIB,696,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11358,BIB,770,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11359,BIB,726,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11360,BIB,693,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11361,BIB,737,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11362,BIB,732,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11363,BIB,457,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11364,BIB,691,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11365,BIB,729,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11366,BIB,765,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11367,BIB,635,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11368,BIB,625,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11369,BIB,739,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11370,BIB,681,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11371,BIB,645,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11372,BIB,622,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11373,BIB,490,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11374,BIB,739,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11375,BIB,721,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11376,BIB,671,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11377,BIB,699,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11378,BIB,704,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11379,BIB,640,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11380,BIB,719,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11381,BIB,526,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11382,BIB,765,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11383,BIB,658,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11384,BIB,681,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11385,BIB,665,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11386,BIB,645,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11387,BIB,696,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11388,BIB,765,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11389,BIB,787,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11390,BIB,635,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11391,BIB,561,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11392,BIB,625,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11393,BIB,734,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11394,BIB,483,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11395,BIB,653,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11396,BIB,676,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11397,BIB,460,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11398,BIB,683,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11399,BIB,688,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,11400,BIB,589,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,13227,BIB,709,,,,R Pectoral,,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,13250,BIB,660,,,,R Pectoral,,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,13261,BIB,707,,,,R Pectoral,,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,13265,BIB,665,,,,R Pectoral,,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,13266,BIB,744,,,,R Pectoral,,Commercial Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14201,COC,681,4581,,,R Pectoral,Spine Taken 109,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14213,BIB,594,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14214,BIB,554,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14215,BIB,592,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14216,BIB,632,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14217,BIB,584,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14218,BIB,615,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14219,BIB,678,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14220,BIB,744,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14221,BIB,732,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14222,BIB,686,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14223,BIB,627,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14224,BIB,447,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14225,BIB,587,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14226,BIB,724,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14227,BIB,404,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14228,BIB,432,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14229,BIB,693,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14230,BIB,655,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14231,BIB,607,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14232,BIB,663,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14233,BIB,757,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14234,BIB,673,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14235,BIB,711,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14236,BIB,668,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14237,BIB,594,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14238,BIB,683,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14239,BIB,594,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14240,BIB,594,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14241,BIB,452,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14242,BIB,439,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14243,BIB,610,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14244,BIB,724,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14245,BIB,752,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14246,BIB,445,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14247,BIB,640,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14248,BIB,724,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14249,BIB,701,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14250,BIB,503,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14252,BIB,709,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14253,BIB,777,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14254,BIB,681,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14255,BIB,653,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14256,BIB,714,,,,R Pectoral,,Seine,Seine,,,,,,,,
5/1/2018,N. Twin,14257,BIB,762,,,,R Pectoral,,Seine,Seine,,,,,,,,
