Lake,Date,Year,Month,Species,Pounds
High Lake,11/4/1990,1990,11,BMB,1655
High Lake,11/4/1990,1990,11,FWD,0
High Lake,11/4/1990,1990,11,CAP,26320
Tuttle Lake,1/14/1991,1991,1,BMB,120
Tuttle Lake,1/14/1991,1991,1,FWD,0
Tuttle Lake,1/14/1991,1991,1,CAP,550
Tuttle Lake,1/15/1991,1991,1,BMB,150
Tuttle Lake,1/15/1991,1991,1,FWD,0
Tuttle Lake,1/15/1991,1991,1,CAP,250
Tuttle Lake,1/16/1991,1991,1,BMB,2600
Tuttle Lake,1/16/1991,1991,1,FWD,0
Tuttle Lake,1/16/1991,1991,1,CAP,11800
Tuttle Lake,1/18/1991,1991,1,BMB,10400
Tuttle Lake,1/18/1991,1991,1,FWD,0
Tuttle Lake,1/18/1991,1991,1,CAP,14560
Tuttle Lake,1/25/1991,1991,1,BMB,18850
Tuttle Lake,1/25/1991,1991,1,FWD,0
Tuttle Lake,1/25/1991,1991,1,CAP,4100
Tuttle Lake,1/31/1991,1991,1,BMB,2750
Tuttle Lake,1/31/1991,1991,1,FWD,0
Tuttle Lake,1/31/1991,1991,1,CAP,1770
Center Lake,2/20/1991,1991,2,BMB,250
Center Lake,2/20/1991,1991,2,FWD,170
Center Lake,2/20/1991,1991,2,CAP,17300
West Okoboji Lake,2/21/1991,1991,2,BMB,27600
West Okoboji Lake,2/21/1991,1991,2,FWD,0
West Okoboji Lake,2/21/1991,1991,2,CAP,18300
Silver Lake (Palo Alto),7/29/1991,1991,7,BMB,0
Silver Lake (Palo Alto),7/29/1991,1991,7,FWD,0
Silver Lake (Palo Alto),7/29/1991,1991,7,CAP,3300
Silver Lake (Palo Alto),7/30/1991,1991,7,BMB,0
Silver Lake (Palo Alto),7/30/1991,1991,7,FWD,0
Silver Lake (Palo Alto),7/30/1991,1991,7,CAP,7500
Silver Lake (Palo Alto),7/31/1991,1991,7,BMB,0
Silver Lake (Palo Alto),7/31/1991,1991,7,FWD,0
Silver Lake (Palo Alto),7/31/1991,1991,7,CAP,9700
Silver Lake (Palo Alto),8/1/1991,1991,8,BMB,0
Silver Lake (Palo Alto),8/1/1991,1991,8,FWD,0
Silver Lake (Palo Alto),8/1/1991,1991,8,CAP,2300
Silver Lake (Palo Alto),8/12/1991,1991,8,BMB,0
Silver Lake (Palo Alto),8/12/1991,1991,8,FWD,0
Silver Lake (Palo Alto),8/12/1991,1991,8,CAP,1800
Silver Lake (Palo Alto),8/13/1991,1991,8,BMB,0
Silver Lake (Palo Alto),8/13/1991,1991,8,FWD,0
Silver Lake (Palo Alto),8/13/1991,1991,8,CAP,9600
Silver Lake (Palo Alto),8/14/1991,1991,8,BMB,0
Silver Lake (Palo Alto),8/14/1991,1991,8,FWD,0
Silver Lake (Palo Alto),8/14/1991,1991,8,CAP,8000
Silver Lake (Palo Alto),8/15/1991,1991,8,BMB,0
Silver Lake (Palo Alto),8/15/1991,1991,8,FWD,0
Silver Lake (Palo Alto),8/15/1991,1991,8,CAP,7800
Five Island Lake,9/23/1991,1991,9,BMB,784
Five Island Lake,9/23/1991,1991,9,FWD,0
Five Island Lake,9/23/1991,1991,9,CAP,7292
Five Island Lake,9/24/1991,1991,9,BMB,1600
Five Island Lake,9/24/1991,1991,9,FWD,0
Five Island Lake,9/24/1991,1991,9,CAP,100
Five Island Lake,9/25/1991,1991,9,BMB,16
Five Island Lake,9/25/1991,1991,9,FWD,0
Five Island Lake,9/25/1991,1991,9,CAP,8
Five Island Lake,9/26/1991,1991,9,BMB,2500
Five Island Lake,9/26/1991,1991,9,FWD,0
Five Island Lake,9/26/1991,1991,9,CAP,8600
High Lake,9/30/1991,1991,9,BMB,4900
High Lake,9/30/1991,1991,9,FWD,0
High Lake,9/30/1991,1991,9,CAP,600
High Lake,10/1/1991,1991,10,BMB,1200
High Lake,10/1/1991,1991,10,FWD,0
High Lake,10/1/1991,1991,10,CAP,1400
High Lake,10/2/1991,1991,10,BMB,800
High Lake,10/2/1991,1991,10,FWD,0
High Lake,10/2/1991,1991,10,CAP,5200
High Lake,10/3/1991,1991,10,BMB,900
High Lake,10/3/1991,1991,10,FWD,0
High Lake,10/3/1991,1991,10,CAP,2000
Five Island Lake,10/8/1991,1991,10,BMB,400
Five Island Lake,10/8/1991,1991,10,FWD,0
Five Island Lake,10/8/1991,1991,10,CAP,0
Five Island Lake,10/9/1991,1991,10,BMB,400
Five Island Lake,10/9/1991,1991,10,BMB,4600
Five Island Lake,10/9/1991,1991,10,FWD,0
Five Island Lake,10/9/1991,1991,10,FWD,0
Five Island Lake,10/9/1991,1991,10,CAP,18
Five Island Lake,10/9/1991,1991,10,CAP,50
Five Island Lake,10/10/1991,1991,10,BMB,2100
Five Island Lake,10/10/1991,1991,10,FWD,0
Five Island Lake,10/10/1991,1991,10,CAP,2800
Five Island Lake,10/11/1991,1991,10,BMB,1800
Five Island Lake,10/11/1991,1991,10,FWD,0
Five Island Lake,10/11/1991,1991,10,CAP,3632
High Lake,10/29/1991,1991,10,BMB,50
High Lake,10/29/1991,1991,10,FWD,0
High Lake,10/29/1991,1991,10,CAP,2400
High Lake,10/30/1991,1991,10,BMB,800
High Lake,10/30/1991,1991,10,FWD,0
High Lake,10/30/1991,1991,10,CAP,800
High Lake,10/31/1991,1991,10,BMB,1300
High Lake,10/31/1991,1991,10,FWD,0
High Lake,10/31/1991,1991,10,CAP,6100
Tuttle Lake,1/9/1992,1992,1,BMB,50
Tuttle Lake,1/9/1992,1992,1,FWD,0
Tuttle Lake,1/9/1992,1992,1,CAP,175
Tuttle Lake,1/10/1992,1992,1,BMB,75
Tuttle Lake,1/10/1992,1992,1,FWD,0
Tuttle Lake,1/10/1992,1992,1,CAP,100
Tuttle Lake,1/11/1992,1992,1,BMB,130
Tuttle Lake,1/11/1992,1992,1,FWD,0
Tuttle Lake,1/11/1992,1992,1,CAP,260
Tuttle Lake,1/20/1992,1992,1,BMB,75
Tuttle Lake,1/20/1992,1992,1,FWD,0
Tuttle Lake,1/20/1992,1992,1,CAP,150
Ingham Lake,4/14/1992,1992,4,BMB,275
Ingham Lake,4/14/1992,1992,4,FWD,0
Ingham Lake,4/14/1992,1992,4,CAP,50
West Swan Lake,4/21/1992,1992,4,BMB,30
West Swan Lake,4/21/1992,1992,4,FWD,0
West Swan Lake,4/21/1992,1992,4,CAP,250
West Swan Lake,4/22/1992,1992,4,BMB,50
West Swan Lake,4/22/1992,1992,4,FWD,0
West Swan Lake,4/22/1992,1992,4,CAP,300
Lost Island Lake,4/23/1992,1992,4,BMB,2900
Lost Island Lake,4/23/1992,1992,4,BMB,1170
Lost Island Lake,4/23/1992,1992,4,FWD,0
Lost Island Lake,4/23/1992,1992,4,FWD,0
Lost Island Lake,4/23/1992,1992,4,CAP,5450
Lost Island Lake,4/23/1992,1992,4,CAP,100
Ingham Lake,4/27/1992,1992,4,BMB,2050
Ingham Lake,4/27/1992,1992,4,FWD,0
Ingham Lake,4/27/1992,1992,4,CAP,2000
Ingham Lake,4/30/1992,1992,4,BMB,30
Ingham Lake,4/30/1992,1992,4,BMB,225
Ingham Lake,4/30/1992,1992,4,FWD,0
Ingham Lake,4/30/1992,1992,4,FWD,0
Ingham Lake,4/30/1992,1992,4,CAP,25
Ingham Lake,4/30/1992,1992,4,CAP,200
Spirit Lake,5/18/1992,1992,5,BMB,134
Lower Gar,5/18/1992,1992,5,BMB,0
Spirit Lake,5/18/1992,1992,5,FWD,1349
Lower Gar,5/18/1992,1992,5,FWD,460
Spirit Lake,5/18/1992,1992,5,CAP,430
Lower Gar,5/18/1992,1992,5,CAP,945
Spirit Lake,5/19/1992,1992,5,BMB,0
Spirit Lake,5/19/1992,1992,5,FWD,2196
Spirit Lake,5/19/1992,1992,5,CAP,960
Spirit Lake,5/20/1992,1992,5,BMB,880
Upper Gar,5/20/1992,1992,5,BMB,47
Spirit Lake,5/20/1992,1992,5,FWD,0
Upper Gar,5/20/1992,1992,5,FWD,96
Spirit Lake,5/20/1992,1992,5,CAP,0
Upper Gar,5/20/1992,1992,5,CAP,1425
Spirit Lake,5/21/1992,1992,5,BMB,65
Lower Gar,5/21/1992,1992,5,BMB,0
Spirit Lake,5/21/1992,1992,5,FWD,64
Lower Gar,5/21/1992,1992,5,FWD,85
Spirit Lake,5/21/1992,1992,5,CAP,52
Lower Gar,5/21/1992,1992,5,CAP,136
East Okoboji Lake,5/26/1992,1992,5,BMB,0
East Okoboji Lake,5/26/1992,1992,5,FWD,414
East Okoboji Lake,5/26/1992,1992,5,CAP,80
Spirit Lake,6/3/1992,1992,6,BMB,98
Spirit Lake,6/3/1992,1992,6,FWD,78
Spirit Lake,6/3/1992,1992,6,CAP,90
Silver Lake (Palo Alto),8/6/1992,1992,8,BMB,0
Silver Lake (Palo Alto),8/6/1992,1992,8,FWD,0
Silver Lake (Palo Alto),8/6/1992,1992,8,CAP,1200
Silver Lake (Palo Alto),8/7/1992,1992,8,BMB,0
Silver Lake (Palo Alto),8/7/1992,1992,8,FWD,0
Silver Lake (Palo Alto),8/7/1992,1992,8,CAP,8500
High Lake,9/21/1992,1992,9,BMB,2700
High Lake,9/21/1992,1992,9,FWD,0
High Lake,9/21/1992,1992,9,CAP,900
High Lake,9/22/1992,1992,9,BMB,15700
High Lake,9/22/1992,1992,9,FWD,0
High Lake,9/22/1992,1992,9,CAP,700
West Swan Lake,9/28/1992,1992,9,BMB,4100
West Swan Lake,9/28/1992,1992,9,FWD,0
West Swan Lake,9/28/1992,1992,9,CAP,50
West Swan Lake,9/29/1992,1992,9,BMB,2975
West Swan Lake,9/29/1992,1992,9,FWD,0
West Swan Lake,9/29/1992,1992,9,CAP,675
West Swan Lake,9/30/1992,1992,9,BMB,3000
Ingham Lake,9/30/1992,1992,9,BMB,100
West Swan Lake,9/30/1992,1992,9,FWD,0
Ingham Lake,9/30/1992,1992,9,FWD,0
West Swan Lake,9/30/1992,1992,9,CAP,425
Ingham Lake,9/30/1992,1992,9,CAP,200
Ingham Lake,10/1/1992,1992,10,BMB,550
Ingham Lake,10/1/1992,1992,10,FWD,0
Ingham Lake,10/1/1992,1992,10,CAP,300
Ingham Lake,10/3/1992,1992,10,BMB,3500
Ingham Lake,10/3/1992,1992,10,FWD,0
Ingham Lake,10/3/1992,1992,10,CAP,1000
Ingham Lake,10/5/1992,1992,10,BMB,1000
Ingham Lake,10/5/1992,1992,10,FWD,0
Ingham Lake,10/5/1992,1992,10,CAP,300
Lost Island Lake,10/19/1992,1992,10,BMB,1200
Lost Island Lake,10/19/1992,1992,10,FWD,0
Lost Island Lake,10/19/1992,1992,10,CAP,1400
Lost Island Lake,10/20/1992,1992,10,BMB,0
Lost Island Lake,10/20/1992,1992,10,FWD,0
Lost Island Lake,10/20/1992,1992,10,CAP,0
High Lake,10/21/1992,1992,10,BMB,1100
High Lake,10/21/1992,1992,10,FWD,0
High Lake,10/21/1992,1992,10,CAP,200
High Lake,10/22/1992,1992,10,BMB,1200
High Lake,10/22/1992,1992,10,FWD,0
High Lake,10/22/1992,1992,10,CAP,800
West Swan Lake,10/26/1992,1992,10,BMB,1700
West Swan Lake,10/26/1992,1992,10,FWD,0
West Swan Lake,10/26/1992,1992,10,CAP,300
West Swan Lake,10/27/1992,1992,10,BMB,2700
West Swan Lake,10/27/1992,1992,10,FWD,0
West Swan Lake,10/27/1992,1992,10,CAP,500
West Swan Lake,10/28/1992,1992,10,BMB,500
West Swan Lake,10/28/1992,1992,10,FWD,0
West Swan Lake,10/28/1992,1992,10,CAP,300
High Lake,11/19/1992,1992,11,BMB,5100
High Lake,11/19/1992,1992,11,FWD,0
High Lake,11/19/1992,1992,11,CAP,3800
High Lake,11/20/1992,1992,11,BMB,5600
High Lake,11/20/1992,1992,11,FWD,0
High Lake,11/20/1992,1992,11,CAP,18300
Spirit Lake,4/29/1993,1993,4,BMB,6500
Spirit Lake,4/29/1993,1993,4,FWD,12145
Spirit Lake,4/29/1993,1993,4,CAP,13190
Spirit Lake,4/30/1993,1993,4,BMB,3600
Spirit Lake,4/30/1993,1993,4,FWD,650
Spirit Lake,4/30/1993,1993,4,CAP,2340
Lost Island Lake,5/3/1993,1993,5,BMB,666
East Okoboji Lake,5/3/1993,1993,5,BMB,650
Lost Island Lake,5/3/1993,1993,5,FWD,500
East Okoboji Lake,5/3/1993,1993,5,FWD,250
Lost Island Lake,5/3/1993,1993,5,CAP,2140
East Okoboji Lake,5/3/1993,1993,5,CAP,860
Lost Island Lake,5/4/1993,1993,5,BMB,1600
Lost Island Lake,5/4/1993,1993,5,FWD,200
Lost Island Lake,5/4/1993,1993,5,CAP,2900
Lost Island Lake,5/5/1993,1993,5,BMB,800
Little Spirit Lake,5/5/1993,1993,5,BMB,1650
Lost Island Lake,5/5/1993,1993,5,FWD,70
Little Spirit Lake,5/5/1993,1993,5,FWD,100
Lost Island Lake,5/5/1993,1993,5,CAP,1300
Little Spirit Lake,5/5/1993,1993,5,CAP,2300
Little Spirit Lake,5/7/1993,1993,5,BMB,4500
Little Spirit Lake,5/7/1993,1993,5,FWD,0
Little Spirit Lake,5/7/1993,1993,5,CAP,11200
Little Spirit Lake,5/8/1993,1993,5,BMB,1500
Little Spirit Lake,5/8/1993,1993,5,FWD,0
Little Spirit Lake,5/8/1993,1993,5,CAP,10300
Little Spirit Lake,5/10/1993,1993,5,BMB,3400
Little Spirit Lake,5/10/1993,1993,5,FWD,0
Little Spirit Lake,5/10/1993,1993,5,CAP,2100
Little Spirit Lake,5/13/1993,1993,5,BMB,4400
Little Spirit Lake,5/13/1993,1993,5,FWD,0
Little Spirit Lake,5/13/1993,1993,5,CAP,1300
Spirit Lake,5/20/1993,1993,5,BMB,1400
Spirit Lake,5/20/1993,1993,5,FWD,0
Spirit Lake,5/20/1993,1993,5,CAP,6800
Spirit Lake,5/27/1993,1993,5,BMB,1100
Spirit Lake,5/27/1993,1993,5,FWD,0
Spirit Lake,5/27/1993,1993,5,CAP,1250
Little Spirit Lake,6/3/1993,1993,6,BMB,9400
Little Spirit Lake,6/3/1993,1993,6,FWD,0
Little Spirit Lake,6/3/1993,1993,6,CAP,1100
Spirit Lake,6/10/1993,1993,6,BMB,8800
Spirit Lake,6/10/1993,1993,6,FWD,0
Spirit Lake,6/10/1993,1993,6,CAP,6200
Silver Lake (Palo Alto),7/27/1993,1993,7,BMB,0
Silver Lake (Palo Alto),7/27/1993,1993,7,FWD,0
Silver Lake (Palo Alto),7/27/1993,1993,7,CAP,9000
Silver Lake (Palo Alto),7/28/1993,1993,7,BMB,0
Silver Lake (Palo Alto),7/28/1993,1993,7,FWD,0
Silver Lake (Palo Alto),7/28/1993,1993,7,CAP,7500
High Lake,9/15/1993,1993,9,BMB,1486
High Lake,9/15/1993,1993,9,FWD,0
High Lake,9/15/1993,1993,9,CAP,3100
West Swan Lake,9/21/1993,1993,9,BMB,9700
West Swan Lake,9/21/1993,1993,9,FWD,0
West Swan Lake,9/21/1993,1993,9,CAP,275
West Swan Lake,9/22/1993,1993,9,BMB,2750
West Swan Lake,9/22/1993,1993,9,FWD,0
West Swan Lake,9/22/1993,1993,9,CAP,750
West Swan Lake,9/23/1993,1993,9,BMB,2200
West Swan Lake,9/23/1993,1993,9,FWD,0
West Swan Lake,9/23/1993,1993,9,CAP,50
West Swan Lake,9/28/1993,1993,9,BMB,250
West Swan Lake,9/28/1993,1993,9,FWD,0
West Swan Lake,9/28/1993,1993,9,CAP,30
West Swan Lake,9/29/1993,1993,9,BMB,8600
West Swan Lake,9/29/1993,1993,9,FWD,0
West Swan Lake,9/29/1993,1993,9,CAP,200
High Lake,9/30/1993,1993,9,BMB,35
High Lake,9/30/1993,1993,9,FWD,0
High Lake,9/30/1993,1993,9,CAP,300
High Lake,11/2/1993,1993,11,BMB,1600
High Lake,11/2/1993,1993,11,FWD,0
High Lake,11/2/1993,1993,11,CAP,5800
High Lake,11/3/1993,1993,11,BMB,1300
High Lake,11/3/1993,1993,11,FWD,0
High Lake,11/3/1993,1993,11,CAP,3000
West Swan Lake,11/16/1993,1993,11,BMB,8500
West Swan Lake,11/16/1993,1993,11,FWD,0
West Swan Lake,11/16/1993,1993,11,CAP,1400
High Lake,11/17/1993,1993,11,BMB,2900
High Lake,11/17/1993,1993,11,FWD,0
High Lake,11/17/1993,1993,11,CAP,800
Tuttle Lake,4/4/1994,1994,4,BMB,8000
Tuttle Lake,4/4/1994,1994,4,FWD,0
Tuttle Lake,4/4/1994,1994,4,CAP,1000
Tuttle Lake,4/6/1994,1994,4,BMB,35500
Tuttle Lake,4/6/1994,1994,4,FWD,0
Tuttle Lake,4/6/1994,1994,4,CAP,33900
Spirit Lake,4/30/1994,1994,4,BMB,100
Spirit Lake,4/30/1994,1994,4,FWD,100
Spirit Lake,4/30/1994,1994,4,CAP,500
Spirit Lake,5/2/1994,1994,5,BMB,200
Spirit Lake,5/2/1994,1994,5,FWD,150
Spirit Lake,5/2/1994,1994,5,CAP,2200
East Okoboji Lake,5/3/1994,1994,5,BMB,800
East Okoboji Lake,5/3/1994,1994,5,FWD,100
East Okoboji Lake,5/3/1994,1994,5,CAP,3600
Silver Lake (Palo Alto),5/9/1994,1994,5,BMB,0
Silver Lake (Palo Alto),5/9/1994,1994,5,FWD,0
Silver Lake (Palo Alto),5/9/1994,1994,5,CAP,12000
Silver Lake (Palo Alto),5/10/1994,1994,5,BMB,0
Silver Lake (Palo Alto),5/10/1994,1994,5,FWD,0
Silver Lake (Palo Alto),5/10/1994,1994,5,CAP,400
East Okoboji Lake,5/12/1994,1994,5,BMB,650
East Okoboji Lake,5/12/1994,1994,5,FWD,100
East Okoboji Lake,5/12/1994,1994,5,CAP,2900
West Okoboji Lake,5/13/1994,1994,5,BMB,200
West Okoboji Lake,5/13/1994,1994,5,FWD,0
West Okoboji Lake,5/13/1994,1994,5,CAP,1600
East Okoboji Lake,5/14/1994,1994,5,BMB,450
East Okoboji Lake,5/14/1994,1994,5,FWD,250
East Okoboji Lake,5/14/1994,1994,5,CAP,2250
Silver Lake (Palo Alto),5/16/1994,1994,5,BMB,0
Spirit Lake,5/16/1994,1994,5,BMB,250
Silver Lake (Palo Alto),5/16/1994,1994,5,FWD,0
Spirit Lake,5/16/1994,1994,5,FWD,200
Silver Lake (Palo Alto),5/16/1994,1994,5,CAP,8000
Spirit Lake,5/16/1994,1994,5,CAP,3450
Silver Lake (Palo Alto),5/17/1994,1994,5,BMB,0
Silver Lake (Palo Alto),5/17/1994,1994,5,FWD,0
Silver Lake (Palo Alto),5/17/1994,1994,5,CAP,1000
West Okoboji Lake,5/18/1994,1994,5,BMB,450
West Okoboji Lake,5/18/1994,1994,5,FWD,200
West Okoboji Lake,5/18/1994,1994,5,CAP,2850
West Okoboji Lake,5/19/1994,1994,5,BMB,700
West Okoboji Lake,5/19/1994,1994,5,FWD,100
West Okoboji Lake,5/19/1994,1994,5,CAP,5100
East Okoboji Lake,5/20/1994,1994,5,BMB,850
East Okoboji Lake,5/20/1994,1994,5,FWD,250
East Okoboji Lake,5/20/1994,1994,5,CAP,7200
East Okoboji Lake,5/21/1994,1994,5,BMB,900
East Okoboji Lake,5/21/1994,1994,5,FWD,300
East Okoboji Lake,5/21/1994,1994,5,CAP,4400
East Okoboji Lake,5/24/1994,1994,5,BMB,1200
East Okoboji Lake,5/24/1994,1994,5,FWD,300
East Okoboji Lake,5/24/1994,1994,5,CAP,6850
Little Swan Lake,9/19/1994,1994,9,BMB,10535
Little Swan Lake,9/19/1994,1994,9,FWD,0
Little Swan Lake,9/19/1994,1994,9,CAP,150
Little Swan Lake,9/26/1994,1994,9,BMB,10800
Little Swan Lake,9/26/1994,1994,9,FWD,0
Little Swan Lake,9/26/1994,1994,9,CAP,3500
Little Swan Lake,9/27/1994,1994,9,BMB,5100
Little Swan Lake,9/27/1994,1994,9,FWD,0
Little Swan Lake,9/27/1994,1994,9,CAP,6100
Ingham Lake,10/3/1994,1994,10,BMB,6900
Ingham Lake,10/3/1994,1994,10,FWD,0
Ingham Lake,10/3/1994,1994,10,CAP,300
Ingham Lake,10/4/1994,1994,10,BMB,12700
Ingham Lake,10/4/1994,1994,10,FWD,0
Ingham Lake,10/4/1994,1994,10,CAP,900
West Swan Lake,10/5/1994,1994,10,BMB,3200
West Swan Lake,10/5/1994,1994,10,FWD,0
West Swan Lake,10/5/1994,1994,10,CAP,1300
Little Swan Lake,10/6/1994,1994,10,BMB,3800
Little Swan Lake,10/6/1994,1994,10,FWD,0
Little Swan Lake,10/6/1994,1994,10,CAP,240
Silver Lake (Palo Alto),10/24/1994,1994,10,BMB,0
Ingham Lake,10/24/1994,1994,10,BMB,16700
Silver Lake (Palo Alto),10/24/1994,1994,10,FWD,0
Ingham Lake,10/24/1994,1994,10,FWD,0
Silver Lake (Palo Alto),10/24/1994,1994,10,CAP,22900
Ingham Lake,10/24/1994,1994,10,CAP,1100
West Swan Lake,10/26/1994,1994,10,BMB,4900
West Swan Lake,10/26/1994,1994,10,FWD,0
West Swan Lake,10/26/1994,1994,10,CAP,1300
Ingham Lake,10/27/1994,1994,10,BMB,13400
Ingham Lake,10/27/1994,1994,10,FWD,0
Ingham Lake,10/27/1994,1994,10,CAP,1300
Silver Lake (Palo Alto),10/31/1994,1994,10,BMB,0
Silver Lake (Palo Alto),10/31/1994,1994,10,FWD,0
Silver Lake (Palo Alto),10/31/1994,1994,10,CAP,4700
Silver Lake (Palo Alto),11/1/1994,1994,11,BMB,0
Silver Lake (Palo Alto),11/1/1994,1994,11,FWD,0
Silver Lake (Palo Alto),11/1/1994,1994,11,CAP,4300
Silver Lake (Palo Alto),11/2/1994,1994,11,BMB,0
Silver Lake (Palo Alto),11/2/1994,1994,11,FWD,0
Silver Lake (Palo Alto),11/2/1994,1994,11,CAP,3500
Silver Lake (Palo Alto),11/7/1994,1994,11,BMB,0
Silver Lake (Palo Alto),11/7/1994,1994,11,FWD,0
Silver Lake (Palo Alto),11/7/1994,1994,11,CAP,8500
Silver Lake (Palo Alto),11/8/1994,1994,11,BMB,0
Silver Lake (Dickinson),11/8/1994,1994,11,BMB,400
Lost Island Lake,11/8/1994,1994,11,BMB,100
Silver Lake (Palo Alto),11/8/1994,1994,11,FWD,0
Silver Lake (Dickinson),11/8/1994,1994,11,FWD,0
Lost Island Lake,11/8/1994,1994,11,FWD,0
Silver Lake (Palo Alto),11/8/1994,1994,11,CAP,17800
Silver Lake (Dickinson),11/8/1994,1994,11,CAP,13000
Lost Island Lake,11/8/1994,1994,11,CAP,1000
Lost Island Lake,11/9/1994,1994,11,BMB,4300
Lost Island Lake,11/9/1994,1994,11,FWD,0
Lost Island Lake,11/9/1994,1994,11,CAP,1300
Silver Lake (Dickinson),11/10/1994,1994,11,BMB,5000
Ingham Lake,11/10/1994,1994,11,BMB,8800
Silver Lake (Dickinson),11/10/1994,1994,11,FWD,500
Ingham Lake,11/10/1994,1994,11,FWD,0
Silver Lake (Dickinson),11/10/1994,1994,11,CAP,15000
Ingham Lake,11/10/1994,1994,11,CAP,22750
Silver Lake (Dickinson),11/14/1994,1994,11,BMB,700
Silver Lake (Dickinson),11/14/1994,1994,11,FWD,50
Silver Lake (Dickinson),11/14/1994,1994,11,CAP,3000
Silver Lake (Dickinson),11/16/1994,1994,11,BMB,0
Silver Lake (Dickinson),11/16/1994,1994,11,FWD,0
Silver Lake (Dickinson),11/16/1994,1994,11,CAP,0
Silver Lake (Dickinson),11/19/1994,1994,11,BMB,3000
Silver Lake (Dickinson),11/19/1994,1994,11,FWD,100
Silver Lake (Dickinson),11/19/1994,1994,11,CAP,6000
Tuttle Lake,3/27/1995,1995,3,BMB,600
Tuttle Lake,3/27/1995,1995,3,FWD,0
Tuttle Lake,3/27/1995,1995,3,CAP,1400
Little Swan Lake,3/28/1995,1995,3,BMB,7000
Little Swan Lake,3/28/1995,1995,3,FWD,0
Little Swan Lake,3/28/1995,1995,3,CAP,1500
High Lake,4/3/1995,1995,4,BMB,810
High Lake,4/3/1995,1995,4,FWD,0
High Lake,4/3/1995,1995,4,CAP,.
Ingham Lake,4/4/1995,1995,4,BMB,3000
Ingham Lake,4/4/1995,1995,4,FWD,0
Ingham Lake,4/4/1995,1995,4,CAP,160
Tuttle Lake,4/5/1995,1995,4,BMB,10620
Tuttle Lake,4/5/1995,1995,4,FWD,0
Tuttle Lake,4/5/1995,1995,4,CAP,1780
Tuttle Lake,4/6/1995,1995,4,BMB,21540
Tuttle Lake,4/6/1995,1995,4,FWD,0
Tuttle Lake,4/6/1995,1995,4,CAP,14450
Silver Lake (Palo Alto),5/1/1995,1995,5,BMB,0
Silver Lake (Palo Alto),5/1/1995,1995,5,FWD,0
Silver Lake (Palo Alto),5/1/1995,1995,5,CAP,200
Silver Lake (Palo Alto),5/2/1995,1995,5,BMB,0
Silver Lake (Palo Alto),5/2/1995,1995,5,FWD,0
Silver Lake (Palo Alto),5/2/1995,1995,5,CAP,600
Spirit Lake,5/16/1995,1995,5,BMB,0
Spirit Lake,5/16/1995,1995,5,FWD,0
Spirit Lake,5/16/1995,1995,5,CAP,14600
Spirit Lake,5/17/1995,1995,5,BMB,350
Spirit Lake,5/17/1995,1995,5,FWD,0
Spirit Lake,5/17/1995,1995,5,CAP,4200
Spirit Lake,5/18/1995,1995,5,BMB,650
Spirit Lake,5/18/1995,1995,5,FWD,0
Spirit Lake,5/18/1995,1995,5,CAP,900
Spirit Lake,5/19/1995,1995,5,BMB,300
Spirit Lake,5/19/1995,1995,5,BMB,0
Spirit Lake,5/19/1995,1995,5,FWD,0
Spirit Lake,5/19/1995,1995,5,FWD,0
Spirit Lake,5/19/1995,1995,5,CAP,2200
Spirit Lake,5/19/1995,1995,5,CAP,1700
East Okoboji Lake,5/20/1995,1995,5,BMB,100
East Okoboji Lake,5/20/1995,1995,5,FWD,100
East Okoboji Lake,5/20/1995,1995,5,CAP,3800
East Okoboji Lake,5/25/1995,1995,5,BMB,500
East Okoboji Lake,5/25/1995,1995,5,FWD,250
East Okoboji Lake,5/25/1995,1995,5,CAP,7600
Little Spirit Lake,5/31/1995,1995,5,BMB,1000
Little Spirit Lake,5/31/1995,1995,5,FWD,0
Little Spirit Lake,5/31/1995,1995,5,CAP,1600
Spirit Lake,6/1/1995,1995,6,BMB,400
Spirit Lake,6/1/1995,1995,6,FWD,450
Spirit Lake,6/1/1995,1995,6,CAP,4100
Spirit Lake,6/2/1995,1995,6,BMB,5600
Spirit Lake,6/2/1995,1995,6,FWD,1400
Spirit Lake,6/2/1995,1995,6,CAP,8100
Little Spirit Lake,6/5/1995,1995,6,BMB,200
Little Spirit Lake,6/5/1995,1995,6,FWD,100
Little Spirit Lake,6/5/1995,1995,6,CAP,14600
Spirit Lake,6/7/1995,1995,6,BMB,400
Spirit Lake,6/7/1995,1995,6,FWD,100
Spirit Lake,6/7/1995,1995,6,CAP,17200
Spirit Lake,6/13/1995,1995,6,BMB,0
Spirit Lake,6/13/1995,1995,6,FWD,0
Spirit Lake,6/13/1995,1995,6,CAP,300
Spirit Lake,6/15/1995,1995,6,BMB,700
Spirit Lake,6/15/1995,1995,6,FWD,100
Spirit Lake,6/15/1995,1995,6,CAP,4200
Tuttle Lake,9/19/1995,1995,9,BMB,2100
Tuttle Lake,9/19/1995,1995,9,FWD,0
Tuttle Lake,9/19/1995,1995,9,CAP,5900
Little Swan Lake,9/20/1995,1995,9,BMB,4900
Little Swan Lake,9/20/1995,1995,9,FWD,0
Little Swan Lake,9/20/1995,1995,9,CAP,5600
Little Swan Lake,9/21/1995,1995,9,BMB,7600
Little Swan Lake,9/21/1995,1995,9,FWD,0
Little Swan Lake,9/21/1995,1995,9,CAP,9400
West Swan Lake,9/26/1995,1995,9,BMB,450
West Swan Lake,9/26/1995,1995,9,FWD,0
