Sample ID,Lake ID,Sample Date,Division,Genus,Phytoplankton Biomass (mg/L),Flag,Sample Processed By,Sample Processed Date
A18004259011,4,9/16/2018,Chlorophyta,Oocystis,0.220635249,,Emma Califf,10/19/2018
A18004259011,4,9/16/2018,Chlorophyta,Pediastrum,0.053183711,,Emma Califf,10/19/2018
A18004259011,4,9/16/2018,Chlorophyta,Schroederia,0.021903812,,Emma Califf,10/19/2018
A18004259011,4,9/16/2018,Cryptophyta,Cryptomonas,2.078420897,,Emma Califf,10/19/2018
A18004259011,4,9/16/2018,Cryptophyta,Komma,0.20503053,,Emma Califf,10/19/2018
A18004259011,4,9/16/2018,Cyanophyta,Planktothrix,0.084600689,,Emma Califf,10/19/2018
A18006226002,6,8/14/2018,Bacillariophyta,Unknown Centric Bacillariophyte,0.24931419,,Emma Califf,11/1/2018
A18006226002,6,8/14/2018,Chlorophyta,Chlamydomonas,0.90306937,,Emma Califf,11/1/2018
A18006226002,6,8/14/2018,Chlorophyta,Coelastrum,4.689579563,,Emma Califf,11/1/2018
A18006226002,6,8/14/2018,Chlorophyta,Crucigenia,0.031355562,,Emma Califf,11/1/2018
A18006226002,6,8/14/2018,Chlorophyta,Desmodesmus,0.205338507,,Emma Califf,11/1/2018
A18006226002,6,8/14/2018,Chlorophyta,Kirchneriella,0.046581421,,Emma Califf,11/1/2018
A18006226002,6,8/14/2018,Chlorophyta,Oocystis,0.15976116,,Emma Califf,11/1/2018
A18006226002,6,8/14/2018,Chlorophyta,Pandorina,3.978035883,,Emma Califf,11/1/2018
A18006226002,6,8/14/2018,Chlorophyta,Schroederia,0.011167753,,Emma Califf,11/1/2018
A18006226002,6,8/14/2018,Chlorophyta,Selenastrum,0.002298483,,Emma Califf,11/1/2018
A18006226002,6,8/14/2018,Chlorophyta,Sphaerocystis,0.215190521,,Emma Califf,11/1/2018
A18006226002,6,8/14/2018,Cryptophyta,Cryptomonas,11.80308193,,Emma Califf,11/1/2018
A18006226002,6,8/14/2018,Cryptophyta,Komma,0.135116733,,Emma Califf,11/1/2018
A18006226002,6,8/14/2018,Euglenophyta,Trachelomonas,2.110262091,,Emma Califf,11/1/2018
A18007206010,7,7/25/2018,Bacillariophyta,Nitzschia,7.160056986,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Chlorophyta,Actinastrum,0.026522175,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Chlorophyta,Chlamydomonas,0.051801123,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Chlorophyta,Closteriopsis,0.061107091,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Chlorophyta,Desmodesmus,0.126348694,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Chlorophyta,Franceia,0.022915159,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Chlorophyta,Kirchneriella,0.024591237,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Chlorophyta,Monoraphidium,0.006206189,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Chlorophyta,Schroederia,0.020281769,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Cryptophyta,Cryptomonas,2.037532283,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Cyanophyta,Aphanizomenon,0.077124427,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Cyanophyta,Aphanocapsa,1.973764325,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Cyanophyta,Coelosphaerium,0.618709295,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Cyanophyta,Cuspidothrix,0.346779331,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Cyanophyta,Cylindrospermopsis,0.224059333,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Cyanophyta,Dolichospermum,8.270098665,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Cyanophyta,Merismopedia,2.894437023,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Cyanophyta,Microcystis,33.25841801,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Cyanophyta,Planktothrix,0.045830318,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Cyanophyta,Pseudanabaena,0.13411161,,Emma Califf,8/24/2018
A18007206010,7,7/25/2018,Cyanophyta,Romeria,0.03304663,,Emma Califf,8/24/2018
A18008169014,8,6/18/2018,Bacillariophyta,Asterionella,6.447595116,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Bacillariophyta,Aulacoseira,8.529701201,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Bacillariophyta,Fragilaria,1.527857375,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Bacillariophyta,Navicula,0.082705318,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Bacillariophyta,Unknown Centric Bacillariophyte,0.205432988,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Bacillariophyta,Unknown Pennate Bacillariophyte,0.041182484,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Chlorophyta,Chlamydomonas,0.024317377,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Chlorophyta,Desmodesmus,0.004718826,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Chlorophyta,Eudorina,2.233043589,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Chlorophyta,Franceia,0.004718826,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Chlorophyta,Micractinium,0.078832622,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Chlorophyta,Monoraphidium,0.003952023,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Chlorophyta,Oocystis,0.029334862,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Chlorophyta,Pandorina,0.062312615,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Chlorophyta,Schroederia,0.007739225,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Chrysophyta,Dinobryon,0.451536925,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Cryptophyta,Cryptomonas,4.683626528,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Cryptophyta,Komma,0.026676458,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Dinophyta,Ceratium,5.332943713,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Euglenophyta,Phacus,0.32707741,,Emma Califf,8/8/2018
A18008169014,8,6/18/2018,Euglenophyta,Trachelomonas,0.7833209,,Emma Califf,8/8/2018
A18009213001,9,8/1/2018,Bacillariophyta,Nitzschia,0.149173015,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Bacillariophyta,Synedra,0.014917301,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Bacillariophyta,Unknown Centric Bacillariophyte,0.17666575,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Chlorophyta,Carteria,0.494951362,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Chlorophyta,Chlamydomonas,0.632809786,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Chlorophyta,Coelastrum,0.052325459,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Chlorophyta,Desmodesmus,0.019069045,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Chlorophyta,Eudorina,4.352824139,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Chlorophyta,Golenkinia,0.041894692,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Chlorophyta,Kirchneriella,0.004118914,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Chlorophyta,Micractinium,0.025380899,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Chlorophyta,Monoraphidium,0.003356152,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Chlorophyta,Schroederia,0.028486799,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Chlorophyta,Treubaria,0.019069045,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Cryptophyta,Cryptomonas,0.262199367,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Cyanophyta,Aphanocapsa,3.69085125,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Cyanophyta,Cylindrospermopsis,0.275967218,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Cyanophyta,Merismopedia,0.781068079,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Cyanophyta,Microcystis,6.868653024,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Cyanophyta,Pseudanabaena,0.990069298,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Dinophyta,Peridinium,35.32767032,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Euglenophyta,Euglena,6.340521254,,Emma Califf,9/6/2018
A18009213001,9,8/1/2018,Euglenophyta,Trachelomonas,2.965298137,,Emma Califf,9/6/2018
A18010246012,10,9/3/2018,Bacillariophyta,Nitzschia,0.5611161,,Emma Califf,10/12/2018
A18010246012,10,9/3/2018,Bacillariophyta,Unknown Centric Bacillariophyte,0.003259814,,Emma Califf,10/12/2018
A18010246012,10,9/3/2018,Chlorophyta,Chlamydomonas,0.002975866,,Emma Califf,10/12/2018
A18010246012,10,9/3/2018,Chlorophyta,Dictyosphaerium,0.011590451,,Emma Califf,10/12/2018
A18010246012,10,9/3/2018,Chlorophyta,Oocystis,0.012270138,,Emma Califf,10/12/2018
A18010246012,10,9/3/2018,Chlorophyta,Schroederia,0.002716512,,Emma Califf,10/12/2018
A18010246012,10,9/3/2018,Cryptophyta,Cryptomonas,0.770972885,,Emma Califf,10/12/2018
A18010246012,10,9/3/2018,Cryptophyta,Komma,0.212557799,,Emma Califf,10/12/2018
A18010246012,10,9/3/2018,Cyanophyta,Aphanizomenon,0.061332801,,Emma Califf,10/12/2018
A18010246012,10,9/3/2018,Cyanophyta,Dolichospermum,0.927046757,,Emma Califf,10/12/2018
A18010246012,10,9/3/2018,Cyanophyta,Microcystis,26.96174258,,Emma Califf,10/12/2018
A18011135004,11,5/15/2018,Bacillariophyta,Nitzschia,0.001939294,,Emma Califf,8/17/2018
A18011135004,11,5/15/2018,Bacillariophyta,Synedra,0.000443267,,Emma Califf,8/17/2018
A18011135004,11,5/15/2018,Bacillariophyta,Unknown Pennate Bacillariophyte,6.63E-05,,Emma Califf,8/17/2018
A18011135004,11,5/15/2018,Chlorophyta,Ankyra,8.42E-05,,Emma Califf,8/17/2018
A18011135004,11,5/15/2018,Chlorophyta,Desmodesmus,0.000129517,,Emma Califf,8/17/2018
A18011135004,11,5/15/2018,Chlorophyta,Oocystis,0.005523205,,Emma Califf,8/17/2018
A18011135004,11,5/15/2018,Chlorophyta,Scenedesmus,0.000388551,,Emma Califf,8/17/2018
A18011135004,11,5/15/2018,Chlorophyta,Schroederia,6.64E-05,,Emma Califf,8/17/2018
A18011135004,11,5/15/2018,Chlorophyta,Selenastrum,2.90E-05,,Emma Califf,8/17/2018
A18011135004,11,5/15/2018,Chlorophyta,Staurastrum,0.000663126,,Emma Califf,8/17/2018
A18011135004,11,5/15/2018,Chlorophyta,Tetraedron,8.23E-05,,Emma Califf,8/17/2018
A18011135004,11,5/15/2018,Chlorophyta,Unknown Chlorophyte,0.143256809,,Emma Califf,8/17/2018
A18011135004,11,5/15/2018,Cyanophyta,Dolichospermum,0.001132819,,Emma Califf,8/17/2018
A18011135004,11,5/15/2018,Cyanophyta,Planktolyngbya,0.000226914,,Emma Califf,8/17/2018
A18011135004,11,5/15/2018,Euglenophyta,Euglena,0.068934856,,Emma Califf,8/17/2018
A18012134004,12,5/14/2018,Bacillariophyta,Aulacoseira,0.729104574,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Bacillariophyta,Cymatopleura,0.055706506,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Bacillariophyta,Cymbella,0.237723926,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Bacillariophyta,Gomphonema,0.381808221,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Bacillariophyta,Navicula,0.291393741,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Bacillariophyta,Nitzschia,41.5024057,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Bacillariophyta,Stephanodiscus,0.791629771,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Bacillariophyta,Synedra,0.10602206,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Bacillariophyta,Unknown Centric Bacillariophyte,2.171478662,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Chlorophyta,Actinastrum,0.316639044,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Chlorophyta,Crucigenia,0.003790513,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Chlorophyta,Desmodesmus,0.537391097,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Chlorophyta,Dictyosphaerium,0.096348022,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Chlorophyta,Golenkinia,0.090428263,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Chlorophyta,Lagerheimia,0.020005858,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Chlorophyta,Monoraphidium,0.107157829,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Chlorophyta,Oocystis,0.171913088,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Chlorophyta,Pediastrum,2.583942935,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Chlorophyta,Scenedesmus,0.614667624,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Chlorophyta,Tetraedron,0.017969841,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Chlorophyta,Tetrastrum,0.040190339,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Chlorophyta,Unknown Chlorophyte,0.179293466,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Chrysophyta,Dinobryon,0.027014083,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Cryptophyta,Cryptomonas,0.942456611,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Cryptophyta,Komma,0.693334191,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Cyanophyta,Aphanocapsa,0.900501025,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Cyanophyta,Merismopedia,0.055130781,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Cyanophyta,Microcystis,0.147015415,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Cyanophyta,Pseudanabaena,0.351403596,,Emma Califf,7/27/2018
A18012134004,12,5/14/2018,Euglenophyta,Euglena,1.146696715,,Emma Califf,7/27/2018
A18013228006,13,8/16/2018,Bacillariophyta,Aulacoseira,0.178140661,,Emma Califf,11/2/2018
A18013228006,13,8/16/2018,Bacillariophyta,Unknown Centric Bacillariophyte,0.541546681,,Emma Califf,11/2/2018
A18013228006,13,8/16/2018,Chlorophyta,Cosmarium,0.009812853,,Emma Califf,11/2/2018
A18013228006,13,8/16/2018,Chlorophyta,Crucigenia,0.010120231,,Emma Califf,11/2/2018
A18013228006,13,8/16/2018,Chlorophyta,Desmodesmus,0.003188698,,Emma Califf,11/2/2018
A18013228006,13,8/16/2018,Chlorophyta,Dictyosphaerium,0.01655919,,Emma Califf,11/2/2018
A18013228006,13,8/16/2018,Chlorophyta,Schroederia,0.002932357,,Emma Califf,11/2/2018
A18013228006,13,8/16/2018,Chlorophyta,Selenastrum,0.005510147,,Emma Califf,11/2/2018
A18013228006,13,8/16/2018,Cyanophyta,Cuspidothrix,0.026391209,,Emma Califf,11/2/2018
A18013228006,13,8/16/2018,Cyanophyta,Microcystis,49.97806685,,Emma Califf,11/2/2018
A18014262005,14,9/19/2018,Cyanophyta,Cuspidothrix,4.324329377,,Emma Califf,10/26/2018
A18014262005,14,9/19/2018,Cyanophyta,Cylindrospermopsis,2.08765391,,Emma Califf,10/26/2018
A18014262005,14,9/19/2018,Cyanophyta,Planktothrix,0.461165221,,Emma Califf,10/26/2018
A18014262005,14,9/19/2018,Cyanophyta,Pseudanabaena,2.959374517,,Emma Califf,10/26/2018
A18015225008,15,8/13/2018,Bacillariophyta,Nitzschia,23.23949249,,Emma Califf,11/5/2018
A18015225008,15,8/13/2018,Chlorophyta,Chlamydomonas,0.326158325,,Emma Califf,11/5/2018
A18015225008,15,8/13/2018,Chlorophyta,Cosmarium,0.530357596,,Emma Califf,11/5/2018
A18015225008,15,8/13/2018,Chlorophyta,Crucigenia,0.453390939,,Emma Califf,11/5/2018
A18015225008,15,8/13/2018,Chlorophyta,Desmodesmus,0.197917703,,Emma Califf,11/5/2018
A18015225008,15,8/13/2018,Chlorophyta,Schroederia,0.670822942,,Emma Califf,11/5/2018
A18015225008,15,8/13/2018,Chlorophyta,Tetraedron,0.047249371,,Emma Califf,11/5/2018
A18015225008,15,8/13/2018,Cryptophyta,Cryptomonas,1.690804755,,Emma Califf,11/5/2018
A18015225008,15,8/13/2018,Cryptophyta,Komma,0.113648056,,Emma Califf,11/5/2018
A18015225008,15,8/13/2018,Cyanophyta,Merismopedia,3.078453359,,Emma Califf,11/5/2018
A18015225008,15,8/13/2018,Cyanophyta,Pseudanabaena,18.89971113,,Emma Califf,11/5/2018
A18016135007,16,5/15/2018,Bacillariophyta,Cymbella,0.134175527,,Emma Califf,8/10/2018
A18016135007,16,5/15/2018,Bacillariophyta,Fragilaria,3.626332522,,Emma Califf,8/10/2018
A18016135007,16,5/15/2018,Bacillariophyta,Nitzschia,0.037847096,,Emma Califf,8/10/2018
A18016135007,16,5/15/2018,Bacillariophyta,Synedra,0.119615513,,Emma Califf,8/10/2018
A18016135007,16,5/15/2018,Bacillariophyta,Unknown Centric Bacillariophyte,0.020351866,,Emma Califf,8/10/2018
A18016135007,16,5/15/2018,Chlorophyta,Chlamydomonas,0.068687548,,Emma Califf,8/10/2018
A18016135007,16,5/15/2018,Chlorophyta,Oocystis,0.044037096,,Emma Califf,8/10/2018
A18016135007,16,5/15/2018,Chlorophyta,Schroederia,0.010183578,,Emma Califf,8/10/2018
A18016135007,16,5/15/2018,Cyanophyta,Aphanizomenon,0.060780367,,Emma Califf,8/10/2018
A18016135007,16,5/15/2018,Cyanophyta,Planktothrix,0.099083466,,Emma Califf,8/10/2018
A18016135007,16,5/15/2018,Cyanophyta,Pseudanabaena,1.790796028,,Emma Califf,8/10/2018
A18017238007,17,8/26/2018,Bacillariophyta,Nitzschia,3.646077094,,Emma Califf,10/16/2018
A18017238007,17,8/26/2018,Chlorophyta,Carteria,0.558035633,,Emma Califf,10/16/2018
A18017238007,17,8/26/2018,Chlorophyta,Chlamydomonas,0.167571768,,Emma Califf,10/16/2018
A18017238007,17,8/26/2018,Chlorophyta,Crucigenia,0.173781249,,Emma Califf,10/16/2018
A18017238007,17,8/26/2018,Chlorophyta,Desmodesmus,0.114067027,,Emma Califf,10/16/2018
A18017238007,17,8/26/2018,Chlorophyta,Monoraphidium,0.69549115,,Emma Califf,10/16/2018
A18017238007,17,8/26/2018,Chlorophyta,Staurastrum,0.024694413,,Emma Califf,10/16/2018
A18017238007,17,8/26/2018,Cryptophyta,Cryptomonas,2.169505878,,Emma Califf,10/16/2018
A18017238007,17,8/26/2018,Cryptophyta,Komma,0.073211672,,Emma Califf,10/16/2018
A18017238007,17,8/26/2018,Cyanophyta,Merismopedia,11.86135042,,Emma Califf,10/16/2018
A18017238007,17,8/26/2018,Cyanophyta,Pseudanabaena,2.087452824,,Emma Califf,10/16/2018
A18018218008,18,8/6/2018,Bacillariophyta,Nitzschia,0.149523327,,Emma Califf,9/18/2018
A18018218008,18,8/6/2018,Bacillariophyta,Synedra,0.015949155,,Emma Califf,9/18/2018
A18018218008,18,8/6/2018,Chlorophyta,Chlamydomonas,0.027184108,,Emma Califf,9/18/2018
A18018218008,18,8/6/2018,Chlorophyta,Coelastrum,0.066777761,,Emma Califf,9/18/2018
A18018218008,18,8/6/2018,Chlorophyta,Crucigenia,0.044856998,,Emma Califf,9/18/2018
A18018218008,18,8/6/2018,Chlorophyta,Desmodesmus,0.013592054,,Emma Califf,9/18/2018
A18018218008,18,8/6/2018,Chlorophyta,Franceia,0.006959132,,Emma Califf,9/18/2018
A18018218008,18,8/6/2018,Chlorophyta,Kirchneriella,0.004662075,,Emma Califf,9/18/2018
A18018218008,18,8/6/2018,Chlorophyta,Schroederia,0.010873643,,Emma Califf,9/18/2018
A18018218008,18,8/6/2018,Cryptophyta,Cryptomonas,8.976374222,,Emma Califf,9/18/2018
A18018218008,18,8/6/2018,Cyanophyta,Cylindrospermopsis,7.760084178,,Emma Califf,9/18/2018
A18018218008,18,8/6/2018,Cyanophyta,Dolichospermum,0.759823,,Emma Califf,9/18/2018
A18018218008,18,8/6/2018,Cyanophyta,Pseudanabaena,1.608154594,,Emma Califf,9/18/2018
A18018218008,18,8/6/2018,Euglenophyta,Euglena,0.269122668,,Emma Califf,9/18/2018
A18019246013,19,9/3/2018,Bacillariophyta,Unknown Centric Bacillariophyte,0.005506143,,Emma Califf,10/11/2018
A18019246013,19,9/3/2018,Cryptophyta,Cryptomonas,0.339679265,,Emma Califf,10/11/2018
A18019246013,19,9/3/2018,Cryptophyta,Komma,0.034246177,,Emma Califf,10/11/2018
A18019246013,19,9/3/2018,Cyanophyta,Aphanizomenon,17.60651922,,Emma Califf,10/11/2018
A18019246013,19,9/3/2018,Cyanophyta,Dolichospermum,0.811377541,,Emma Califf,10/11/2018
A18019246013,19,9/3/2018,Cyanophyta,Pseudanabaena,0.003274791,,Emma Califf,10/11/2018
A18019246013,19,9/3/2018,Cyanophyta,Woronichinia,56.93255792,,Emma Califf,10/11/2018
A18021169011,21,6/18/2018,Bacillariophyta,Cymbella,1.666391869,,Emma Califf,7/23/2018
A18021169011,21,6/18/2018,Bacillariophyta,Fragilaria,1.611304535,,Emma Califf,7/23/2018
A18021169011,21,6/18/2018,Bacillariophyta,Navicula,0.058099923,,Emma Califf,7/23/2018
A18021169011,21,6/18/2018,Chlorophyta,Coelastrum,0.035240114,,Emma Califf,7/23/2018
A18021169011,21,6/18/2018,Chlorophyta,Crucigenia,0.041669226,,Emma Califf,7/23/2018
A18021169011,21,6/18/2018,Chlorophyta,Desmodesmus,0.00717283,,Emma Califf,7/23/2018
A18021169011,21,6/18/2018,Chlorophyta,Dictyosphaerium,0.039364491,,Emma Califf,7/23/2018
A18021169011,21,6/18/2018,Chlorophyta,Elakatothrix,0.063350435,,Emma Califf,7/23/2018
A18021169011,21,6/18/2018,Chlorophyta,Oocystis,0.665948361,,Emma Califf,7/23/2018
A18021169011,21,6/18/2018,Chlorophyta,Schroederia,0.011804884,,Emma Califf,7/23/2018
A18021169011,21,6/18/2018,Chlorophyta,Sphaerocystis,5.640943055,,Emma Califf,7/23/2018
A18021169011,21,6/18/2018,Cryptophyta,Cryptomonas,0.214840605,,Emma Califf,7/23/2018
A18021169011,21,6/18/2018,Cryptophyta,Komma,0.03515404,,Emma Califf,7/23/2018
A18021169011,21,6/18/2018,Cyanophyta,Aphanocapsa,1.003966672,,Emma Califf,7/23/2018
A18021169011,21,6/18/2018,Cyanophyta,Aphanothece,39.56558468,,Emma Califf,7/23/2018
A18021169011,21,6/18/2018,Cyanophyta,Dolichospermum,0.374359562,,Emma Califf,7/23/2018
A18021169011,21,6/18/2018,Cyanophyta,Microcystis,25.18960183,,Emma Califf,7/23/2018
A18021169011,21,6/18/2018,Cyanophyta,Woronichinia,2.18214943,,Emma Califf,7/23/2018
A18022238008,22,8/26/2018,Bacillariophyta,Nitzschia,0.128781383,,Emma Califf,11/9/2018
