Sample Date,Sample DOY,Sample ID,Lake ID,Division,Genus,Zooplankton_Biomass_ug_Per_L,Flag,Sample Processed By,Sample Processed Date
5/16/2016,137,16111137007,111,Rotifera,Keratella.cochlearis,1.736201363,,5/15/2018,Emma Califf
5/16/2016,137,16111137007,111,Copepoda,Nauplii,14.8855677,,5/15/2018,Emma Califf
5/16/2016,137,16111137007,111,Rotifera,Polyarthra,22.63455274,,5/15/2018,Emma Califf
5/16/2016,137,16113137008,113,Rotifera,Brachionus,0.012982972,,4/12/2018,Ashley Heins
5/16/2016,137,16113137008,113,Copepoda,Calanoida,94.90767357,,4/12/2018,Ashley Heins
5/16/2016,137,16113137008,113,Rotifera,Conochilus,0.031990507,,4/12/2018,Ashley Heins
5/16/2016,137,16113137008,113,Copepoda,Cyclopoida,16.68778292,,4/12/2018,Ashley Heins
5/16/2016,137,16113137008,113,Cladocera,Daphnia,31.01670918,,4/12/2018,Ashley Heins
5/16/2016,137,16113137008,113,Rotifera,Keratella.cochlearis,0.013020137,,4/12/2018,Ashley Heins
5/16/2016,137,16113137008,113,Copepoda,Nauplii,4.101387368,,4/12/2018,Ashley Heins
5/16/2016,137,16114137009,114,Cladocera,Bosmina,1.997319298,,3/29/2018,Elena Sandry
5/16/2016,137,16114137009,114,Cladocera,Chydorus,0.97940925,,3/29/2018,Elena Sandry
5/16/2016,137,16114137009,114,Copepoda,Cyclopoida,60.76470957,,3/29/2018,Elena Sandry
5/16/2016,137,16114137009,114,Rotifera,Keratella.cochlearis,0.253755643,,3/29/2018,Elena Sandry
5/16/2016,137,16114137009,114,Copepoda,Nauplii,0.997918727,,3/29/2018,Elena Sandry
5/17/2016,138,16015138003,15,Cladocera,Bosmina,32.12830275,,3/8/2018,Elena Sandry
5/17/2016,138,16015138003,15,Copepoda,Calanoida,41.2345685,,3/8/2018,Elena Sandry
5/17/2016,138,16015138003,15,Copepoda,Cyclopoida,30.90991146,,3/8/2018,Elena Sandry
5/17/2016,138,16015138003,15,Cladocera,Daphnia,34.4690126,,3/8/2018,Elena Sandry
5/17/2016,138,16015138003,15,Rotifera,Keratella.cochlearis,0.495242445,,3/8/2018,Elena Sandry
5/17/2016,138,16015138003,15,Copepoda,Nauplii,34.03230156,,3/8/2018,Elena Sandry
5/17/2016,138,16015138003,15,Rotifera,Notholca,0.241588136,,3/8/2018,Elena Sandry
5/17/2016,138,16015138003,15,Rotifera,Polyarthra,0.243248118,,3/8/2018,Elena Sandry
5/17/2016,138,16015138003,15,Rotifera,Trichocerca,0.673796292,,3/8/2018,Elena Sandry
5/17/2016,138,16024138004,24,Rotifera,Asplanchna,4.988746484,,2/12/2018,Ashley Heins
5/17/2016,138,16024138004,24,Cladocera,Bosmina,82.468533,,2/12/2018,Ashley Heins
5/17/2016,138,16024138004,24,Copepoda,Calanoida,3.379061256,,2/12/2018,Ashley Heins
5/17/2016,138,16024138004,24,Copepoda,Cyclopoida,56.41505888,,2/12/2018,Ashley Heins
5/17/2016,138,16024138004,24,Cladocera,Daphnia,19.30784252,,2/12/2018,Ashley Heins
5/17/2016,138,16024138004,24,Rotifera,Keratella.cochlearis,0.245133819,,2/12/2018,Ashley Heins
5/17/2016,138,16024138004,24,Rotifera,Keratella.quadrata,0.075054375,,2/12/2018,Ashley Heins
5/17/2016,138,16024138004,24,Copepoda,Nauplii,8.576288421,,2/12/2018,Ashley Heins
5/17/2016,138,16073138006,73,Cladocera,Bosmina,0.722116565,,2/20/2018,Katie Cope
5/17/2016,138,16073138006,73,Copepoda,Calanoida,6.681813668,,2/20/2018,Katie Cope
5/17/2016,138,16073138006,73,Cladocera,Chydorus,1.336490792,,2/20/2018,Katie Cope
5/17/2016,138,16073138006,73,Rotifera,Conochilus,0.053246944,,2/20/2018,Katie Cope
5/17/2016,138,16073138006,73,Copepoda,Cyclopoida,4.988465638,,2/20/2018,Katie Cope
5/17/2016,138,16073138006,73,Cladocera,Daphnia,63.09393199,,2/20/2018,Katie Cope
5/17/2016,138,16073138006,73,Rotifera,Keratella.cochlearis,0.005742234,,2/20/2018,Katie Cope
5/17/2016,138,16073138006,73,Copepoda,Nauplii,5.447256835,,2/20/2018,Katie Cope
5/17/2016,138,16073138006,73,Rotifera,Polyarthra,0.280383056,,2/20/2018,Katie Cope
5/17/2016,138,16086138007,86,Cladocera,Bosmina,43.10286798,,4/14/2018,Ashley Heins
5/17/2016,138,16086138007,86,Copepoda,Cyclopoida,60.76152496,,4/14/2018,Ashley Heins
5/17/2016,138,16086138007,86,Cladocera,Daphnia,49.12746549,,4/14/2018,Ashley Heins
5/17/2016,138,16086138007,86,Rotifera,Keratella.cochlearis,1.578124531,,4/14/2018,Ashley Heins
5/17/2016,138,16086138007,86,Copepoda,Nauplii,7.840854453,,4/14/2018,Ashley Heins
5/17/2016,138,16257138008,257,Rotifera,Brachionus,5.611218815,,3/2/2018,Elena Sandry
5/17/2016,138,16257138008,257,Copepoda,Cyclopoida,30.65441037,,3/2/2018,Elena Sandry
5/17/2016,138,16257138008,257,Rotifera,Filinia,0.275035635,,3/2/2018,Elena Sandry
5/17/2016,138,16257138008,257,Rotifera,Keratella.cochlearis,0.099273666,,3/2/2018,Elena Sandry
5/17/2016,138,16257138008,257,Copepoda,Nauplii,0.561775703,,3/2/2018,Elena Sandry
5/17/2016,138,16257138008,257,Rotifera,Polyarthra,1.565810924,,3/2/2018,Elena Sandry
5/17/2016,138,16257138008,257,Rotifera,Trichocerca,5.601361752,,3/2/2018,Elena Sandry
5/18/2016,139,16012139010,12,Cladocera,Bosmina,8.610536385,,3/8/2018,Ashley Heins
5/18/2016,139,16012139010,12,Copepoda,Calanoida,83.52211096,,3/8/2018,Ashley Heins
5/18/2016,139,16012139010,12,Rotifera,Conochilus,1.46193266,,3/8/2018,Ashley Heins
5/18/2016,139,16012139010,12,Copepoda,Cyclopoida,6.511214232,,3/8/2018,Ashley Heins
5/18/2016,139,16012139010,12,Cladocera,Daphnia,136.8180164,,3/8/2018,Ashley Heins
5/18/2016,139,16012139010,12,Rotifera,Keratella.cochlearis,0.024418625,,3/8/2018,Ashley Heins
5/18/2016,139,16012139010,12,Copepoda,Nauplii,10.5408831,,3/8/2018,Ashley Heins
5/18/2016,139,16028139012,28,Rotifera,Brachionus,1.073056126,,3/4/2018,Elena Sandry
5/18/2016,139,16028139012,28,Rotifera,Filinia,0.038246716,,3/4/2018,Elena Sandry
5/18/2016,139,16028139012,28,Rotifera,Keratella.cochlearis,0.005618799,,3/4/2018,Elena Sandry
5/18/2016,139,16028139012,28,Rotifera,Polyarthra,0.312576554,,3/4/2018,Elena Sandry
5/18/2016,139,16028139012,28,Rotifera,Trichocerca,0.424094571,,3/4/2018,Elena Sandry
5/18/2016,139,16080139013,80,Rotifera,Asplanchna,3.116098883,,4/25/2018,Ashley Heins
5/18/2016,139,16080139013,80,Cladocera,Bosmina,23.787708,,4/25/2018,Ashley Heins
5/18/2016,139,16080139013,80,Copepoda,Calanoida,14.58385187,,4/25/2018,Ashley Heins
5/18/2016,139,16080139013,80,Cladocera,Ceriodaphnia,1.300528085,,4/25/2018,Ashley Heins
5/18/2016,139,16080139013,80,Copepoda,Cyclopoida,17.23098176,,4/25/2018,Ashley Heins
5/18/2016,139,16080139013,80,Cladocera,Daphnia,68.51087842,,4/25/2018,Ashley Heins
5/18/2016,139,16080139013,80,Rotifera,Keratella.cochlearis,0.109641474,,4/25/2018,Ashley Heins
5/18/2016,139,16080139013,80,Rotifera,Keratella.quadrata,0.648663867,,4/25/2018,Ashley Heins
5/18/2016,139,16080139013,80,Copepoda,Nauplii,15.37459114,,4/25/2018,Ashley Heins
5/18/2016,139,16088139014,88,Cladocera,Bosmina,5.954328332,,5/30/2018,Michael Russel
5/18/2016,139,16088139014,88,Cladocera,Ceriodaphnia,12.17848408,,5/30/2018,Michael Russel
5/18/2016,139,16088139014,88,Copepoda,Cyclopoida,58.16815953,,5/30/2018,Michael Russel
5/18/2016,139,16088139014,88,Cladocera,Daphnia,105.8503529,,5/30/2018,Michael Russel
5/18/2016,139,16088139014,88,Rotifera,Keratella.cochlearis,0.034678375,,5/30/2018,Michael Russel
5/18/2016,139,16088139014,88,Copepoda,Nauplii,6.146962176,,5/30/2018,Michael Russel
5/18/2016,139,16091139015,91,Cladocera,Alonella,0.184697827,,5/9/2018,Emma Califf
5/18/2016,139,16091139015,91,Rotifera,Asplanchna,4.1450127,,5/9/2018,Emma Califf
5/18/2016,139,16091139015,91,Cladocera,Bosmina,19.83093283,,5/9/2018,Emma Califf
5/18/2016,139,16091139015,91,Copepoda,Calanoida,65.57193496,,5/9/2018,Emma Califf
5/18/2016,139,16091139015,91,Rotifera,Conochilus,1.959835272,,5/9/2018,Emma Califf
5/18/2016,139,16091139015,91,Copepoda,Cyclopoida,9.284646113,,5/9/2018,Emma Califf
5/18/2016,139,16091139015,91,Cladocera,Daphnia,24.3456893,,5/9/2018,Emma Califf
5/18/2016,139,16091139015,91,Rotifera,Keratella.cochlearis,2.868188334,,5/9/2018,Emma Califf
5/18/2016,139,16091139015,91,Copepoda,Nauplii,26.87955978,,5/9/2018,Emma Califf
5/18/2016,139,16091139015,91,Rotifera,Polyarthra,4.461959905,,5/9/2018,Emma Califf
5/18/2016,139,16091139015,91,Rotifera,Trichocerca,2.569051128,,5/9/2018,Emma Califf
5/18/2016,139,16129139016,129,Copepoda,Cyclopoida,2.523438717,,5/31/2018,Ashley Heins
5/18/2016,139,16129139016,129,Cladocera,Daphnia,12.53863147,,5/31/2018,Ashley Heins
5/18/2016,139,16129139016,129,Rotifera,Keratella.cochlearis,0.000735496,,5/31/2018,Ashley Heins
5/18/2016,139,16129139016,129,Copepoda,Nauplii,6.404792424,,5/31/2018,Ashley Heins
5/18/2016,139,16129139016,129,Rotifera,Polyarthra,0.015335125,,5/31/2018,Ashley Heins
5/18/2016,139,16132139017,132,Cladocera,Bosmina,3.576407159,,5/15/2018,Emma Califf
5/18/2016,139,16132139017,132,Copepoda,Calanoida,3.46944196,,5/15/2018,Emma Califf
5/18/2016,139,16132139017,132,Copepoda,Cyclopoida,27.29379593,,5/15/2018,Emma Califf
5/18/2016,139,16132139017,132,Cladocera,Daphnia,62.57686435,,5/15/2018,Emma Califf
5/18/2016,139,16132139017,132,Rotifera,Keratella.cochlearis,0.097612448,,5/15/2018,Emma Califf
5/18/2016,139,16132139017,132,Copepoda,Nauplii,3.372977828,,5/15/2018,Emma Califf
5/18/2016,139,16132139017,132,Rotifera,Pompholyx,0.009646448,,5/15/2018,Emma Califf
5/23/2016,144,16005144001,5,Cladocera,Bosmina,175.8487927,,2/27/2018,Elena Sandry
5/23/2016,144,16005144001,5,Cladocera,Chydorus,35.88084134,,2/27/2018,Elena Sandry
5/23/2016,144,16005144001,5,Copepoda,Cyclopoida,135.2833727,,2/27/2018,Elena Sandry
5/23/2016,144,16005144001,5,Cladocera,Daphnia,1258.383621,,2/27/2018,Elena Sandry
5/23/2016,144,16005144001,5,Rotifera,Keratella.cochlearis,1.251040995,,2/27/2018,Elena Sandry
5/23/2016,144,16005144001,5,Copepoda,Nauplii,31.09828477,,2/27/2018,Elena Sandry
5/23/2016,144,16009144002,9,Copepoda,Calanoida,3.080605023,,2/20/2018,Elena Sandry
5/23/2016,144,16009144002,9,Copepoda,Cyclopoida,46.62424515,,2/20/2018,Elena Sandry
5/23/2016,144,16009144002,9,Rotifera,Keratella.cochlearis,0.056791441,,2/20/2018,Elena Sandry
5/23/2016,144,16009144002,9,Copepoda,Nauplii,2.984973908,,2/20/2018,Elena Sandry
5/23/2016,144,16009144002,9,Rotifera,Polyarthra,0.407040328,,2/20/2018,Elena Sandry
5/23/2016,144,16013144003,13,Copepoda,Calanoida,36.06364079,,2/26/2018,Elena Sandry
5/23/2016,144,16013144003,13,Copepoda,Cyclopoida,17.08631445,,2/26/2018,Elena Sandry
5/23/2016,144,16013144003,13,Cladocera,Daphnia,13.15112784,,2/26/2018,Elena Sandry
5/23/2016,144,16013144003,13,Rotifera,Keratella.cochlearis,0.400062104,,2/26/2018,Elena Sandry
5/23/2016,144,16013144003,13,Copepoda,Nauplii,10.33588007,,2/26/2018,Elena Sandry
5/23/2016,144,16013144003,13,Rotifera,Polyarthra,3.307888165,,2/26/2018,Elena Sandry
5/23/2016,144,16013144003,13,Rotifera,Pompholyx,0.037042915,,2/26/2018,Elena Sandry
5/23/2016,144,16032144004,32,Rotifera,Asplanchna,3.045574416,,3/6/2018,Elena Sandry
5/23/2016,144,16032144004,32,Cladocera,Bosmina,366.7759617,,3/6/2018,Elena Sandry
5/23/2016,144,16032144004,32,Cladocera,Chydorus,5.963646299,,3/6/2018,Elena Sandry
5/23/2016,144,16032144004,32,Copepoda,Cyclopoida,201.3627188,,3/6/2018,Elena Sandry
5/23/2016,144,16032144004,32,Cladocera,Daphnia,208.6948661,,3/6/2018,Elena Sandry
5/23/2016,144,16032144004,32,Rotifera,Keratella.cochlearis,0.711206569,,3/6/2018,Elena Sandry
5/23/2016,144,16032144004,32,Copepoda,Nauplii,27.71251915,,3/6/2018,Elena Sandry
5/23/2016,144,16032144004,32,Rotifera,Pompholyx,1.201822379,,3/6/2018,Elena Sandry
5/23/2016,144,16046144005,46,Cladocera,Bosmina,28.50952024,,3/5/2018,Elena Sandry
5/23/2016,144,16046144005,46,Copepoda,Calanoida,12.75205016,,3/5/2018,Elena Sandry
5/23/2016,144,16046144005,46,Cladocera,Ceriodaphnia,17.45784284,,3/5/2018,Elena Sandry
5/23/2016,144,16046144005,46,Cladocera,Chydorus,2.467874763,,3/5/2018,Elena Sandry
5/23/2016,144,16046144005,46,Copepoda,Cyclopoida,53.82412063,,3/5/2018,Elena Sandry
5/23/2016,144,16046144005,46,Cladocera,Daphnia,72.99576729,,3/5/2018,Elena Sandry
5/23/2016,144,16046144005,46,Rotifera,Keratella.cochlearis,0.137355908,,3/5/2018,Elena Sandry
5/23/2016,144,16046144005,46,Copepoda,Nauplii,10.65400167,,3/5/2018,Elena Sandry
5/23/2016,144,16046144005,46,Rotifera,Polyarthra,3.963864144,,3/5/2018,Elena Sandry
5/23/2016,144,16051144006,51,Rotifera,Ascomorpha,0.022472705,,2/14/2018,Katie Cope
5/23/2016,144,16051144006,51,Rotifera,Asplanchna,8.693497786,,2/14/2018,Katie Cope
5/23/2016,144,16051144006,51,Copepoda,Calanoida,13.16334008,,2/14/2018,Katie Cope
5/23/2016,144,16051144006,51,Rotifera,Conochilus,1.428113269,,2/14/2018,Katie Cope
5/23/2016,144,16051144006,51,Copepoda,Cyclopoida,23.75886522,,2/14/2018,Katie Cope
5/23/2016,144,16051144006,51,Cladocera,Daphnia,78.61764154,,2/14/2018,Katie Cope
5/23/2016,144,16051144006,51,Rotifera,Keratella.cochlearis,0.037497851,,2/14/2018,Katie Cope
5/23/2016,144,16051144006,51,Copepoda,Nauplii,13.57344399,,2/14/2018,Katie Cope
5/23/2016,144,16051144006,51,Rotifera,Polyarthra,4.691231141,,2/14/2018,Katie Cope
5/23/2016,144,16051144006,51,Rotifera,Pompholyx,0.067675551,,2/14/2018,Katie Cope
5/23/2016,144,16051144006,51,Rotifera,Trichocerca,1.511757565,,2/14/2018,Katie Cope
5/23/2016,144,16072144007,72,Copepoda,Calanoida,3.406827671,,5/22/2018,Michael Russel
5/23/2016,144,16072144007,72,Copepoda,Cyclopoida,1.716799257,,5/22/2018,Michael Russel
5/23/2016,144,16072144007,72,Cladocera,Daphnia,5.827513814,,5/22/2018,Michael Russel
5/23/2016,144,16072144007,72,Rotifera,Keratella.cochlearis,0.013865187,,5/22/2018,Michael Russel
5/23/2016,144,16072144007,72,Copepoda,Nauplii,3.052139169,,5/22/2018,Michael Russel
5/23/2016,144,16072144007,72,Rotifera,Polyarthra,0.150828433,,5/22/2018,Michael Russel
5/23/2016,144,16099144008,99,Rotifera,Asplanchna,2.766583949,,2/9/2018,Elena Sandry
5/23/2016,144,16099144008,99,Copepoda,Calanoida,9.615793236,,2/9/2018,Elena Sandry
5/23/2016,144,16099144008,99,Cladocera,Chydorus,1.396615085,,2/9/2018,Elena Sandry
5/23/2016,144,16099144008,99,Copepoda,Cyclopoida,37.61745715,,2/9/2018,Elena Sandry
5/23/2016,144,16099144008,99,Cladocera,Daphnia,73.58341872,,2/9/2018,Elena Sandry
5/23/2016,144,16099144008,99,Rotifera,Keratella.cochlearis,0.069427853,,2/9/2018,Elena Sandry
5/23/2016,144,16099144008,99,Copepoda,Nauplii,3.061942519,,2/9/2018,Elena Sandry
5/23/2016,144,16099144008,99,Rotifera,Polyarthra,1.419027062,,2/9/2018,Elena Sandry
5/23/2016,144,16099144008,99,Rotifera,Pompholyx,0.092242423,,2/9/2018,Elena Sandry
5/23/2016,144,16104144010,104,Rotifera,Asplanchna,1.116609369,,3/26/2018,Elena Sandry
5/23/2016,144,16104144010,104,Rotifera,Brachionus,0.367274735,,3/26/2018,Elena Sandry
5/23/2016,144,16104144010,104,Copepoda,Cyclopoida,7.575002413,,3/26/2018,Elena Sandry
5/23/2016,144,16104144010,104,Rotifera,Kellicottia,0.00639225,,3/26/2018,Elena Sandry
5/23/2016,144,16104144010,104,Rotifera,Keratella.cochlearis,0.345113106,,3/26/2018,Elena Sandry
5/23/2016,144,16104144010,104,Rotifera,Keratella.quadrata,1.145459951,,3/26/2018,Elena Sandry
5/23/2016,144,16104144010,104,Copepoda,Nauplii,0.277653641,,3/26/2018,Elena Sandry
5/23/2016,144,16104144010,104,Rotifera,Polyarthra,0.419543974,,3/26/2018,Elena Sandry
5/23/2016,144,16104144010,104,Rotifera,Pompholyx,0.194686461,,3/26/2018,Elena Sandry
5/23/2016,144,16126144011,126,Cladocera,Bosmina,1.403260287,,4/17/2018,Katie Cope
5/23/2016,144,16126144011,126,Copepoda,Calanoida,120.7781137,,4/17/2018,Katie Cope
5/23/2016,144,16126144011,126,Copepoda,Cyclopoida,5.718245457,,4/17/2018,Katie Cope
5/23/2016,144,16126144011,126,Cladocera,Daphnia,5.441007726,,4/17/2018,Katie Cope
5/23/2016,144,16126144011,126,Rotifera,Keratella.cochlearis,0.03527639,,4/17/2018,Katie Cope
5/23/2016,144,16126144011,126,Copepoda,Nauplii,27.12333753,,4/17/2018,Katie Cope
5/23/2016,144,16126144011,126,Rotifera,Pompholyx,0.078792922,,4/17/2018,Katie Cope
5/23/2016,144,16126144011,126,Rotifera,Synchaeta,0.034934151,,4/17/2018,Katie Cope
5/23/2016,144,16126144011,126,Rotifera,Trichocerca,2.098884586,,4/17/2018,Katie Cope
5/23/2016,144,16128144012,128,Rotifera,Asplanchna,1.354603596,,4/18/2018,Katie Cope
5/23/2016,144,16128144012,128,Copepoda,Calanoida,10.35411508,,4/18/2018,Katie Cope
5/23/2016,144,16128144012,128,Cladocera,Chydorus,0.807896625,,4/18/2018,Katie Cope
5/23/2016,144,16128144012,128,Rotifera,Conochilus,0.027278954,,4/18/2018,Katie Cope
5/23/2016,144,16128144012,128,Copepoda,Cyclopoida,6.959736002,,4/18/2018,Katie Cope
5/23/2016,144,16128144012,128,Cladocera,Daphnia,120.9319394,,4/18/2018,Katie Cope
5/23/2016,144,16128144012,128,Rotifera,Euchlanis,0.321185078,,4/18/2018,Katie Cope
5/23/2016,144,16128144012,128,Rotifera,Keratella.cochlearis,0.245526045,,4/18/2018,Katie Cope
5/23/2016,144,16128144012,128,Copepoda,Nauplii,3.159369377,,4/18/2018,Katie Cope
5/23/2016,144,16128144012,128,Rotifera,Polyarthra,22.73248094,,4/18/2018,Katie Cope
5/23/2016,144,16128144012,128,Rotifera,Synchaeta,0.025747945,,4/18/2018,Katie Cope
5/24/2016,145,16071145001,71,Cladocera,Bosmina,0.351100169,,2/14/2018,Katie Cope
5/24/2016,145,16071145001,71,Copepoda,Calanoida,18.31279593,,2/14/2018,Katie Cope
5/24/2016,145,16071145001,71,Cladocera,Chydorus,0.388728726,,2/14/2018,Katie Cope
5/24/2016,145,16071145001,71,Rotifera,Conochilus,0.02441899,,2/14/2018,Katie Cope
5/24/2016,145,16071145001,71,Copepoda,Cyclopoida,0.192439998,,2/14/2018,Katie Cope
5/24/2016,145,16071145001,71,Cladocera,Daphnia,22.91635333,,2/14/2018,Katie Cope
5/24/2016,145,16071145001,71,Rotifera,Keratella.cochlearis,0.204117207,,2/14/2018,Katie Cope
5/24/2016,145,16071145001,71,Copepoda,Nauplii,4.096301548,,2/14/2018,Katie Cope
5/24/2016,145,16071145001,71,Rotifera,Polyarthra,0.106273192,,2/14/2018,Katie Cope
5/24/2016,145,16071145001,71,Rotifera,Pompholyx,0.011987916,,2/14/2018,Katie Cope
5/24/2016,145,16071145001,71,Rotifera,Trichocerca,0.34517446,,2/14/2018,Katie Cope
5/24/2016,145,16089145002,89,Copepoda,Calanoida,6.21555316,,5/17/2018,Emma Califf
5/24/2016,145,16089145002,89,Cladocera,Daphnia,97.0873755,,5/17/2018,Emma Califf
5/24/2016,145,16089145002,89,Rotifera,Kellicottia,2.198529661,,5/17/2018,Emma Califf
5/24/2016,145,16089145002,89,Rotifera,Keratella.cochlearis,0.422756091,,5/17/2018,Emma Califf
5/24/2016,145,16089145002,89,Copepoda,Nauplii,9.020914763,,5/17/2018,Emma Califf
5/24/2016,145,16089145002,89,Rotifera,Polyarthra,0.998039922,,5/17/2018,Emma Califf
5/24/2016,145,16098145003,98,Copepoda,Calanoida,1.171452449,,4/20/2018,Elena Sandry
5/24/2016,145,16098145003,98,Copepoda,Cyclopoida,0.689495612,,4/20/2018,Elena Sandry
5/24/2016,145,16098145003,98,Cladocera,Daphnia,5.861670869,,4/20/2018,Elena Sandry
5/24/2016,145,16098145003,98,Rotifera,Keratella.cochlearis,0.001214493,,4/20/2018,Elena Sandry
5/24/2016,145,16098145003,98,Copepoda,Nauplii,0.200289099,,4/20/2018,Elena Sandry
5/24/2016,145,16098145003,98,Rotifera,Pompholyx,0.001130688,,4/20/2018,Elena Sandry
5/24/2016,145,16109145004,109,Cladocera,Bosmina,1.068396239,,5/26/2017,Emma Califf
5/24/2016,145,16109145004,109,Copepoda,Cyclopoida,8.457317696,,5/26/2017,Emma Califf
5/24/2016,145,16109145004,109,Cladocera,Daphnia,2.736505546,,5/26/2017,Emma Califf
5/24/2016,145,16109145004,109,Rotifera,Kellicottia,0.083710047,,5/26/2017,Emma Califf
5/24/2016,145,16109145004,109,Rotifera,Keratella.cochlearis,0.083879664,,5/26/2017,Emma Califf
5/24/2016,145,16109145004,109,Rotifera,Monostyla,0.014647873,,5/26/2017,Emma Califf
5/24/2016,145,16109145004,109,Copepoda,Nauplii,5.126811895,,5/26/2017,Emma Califf
5/24/2016,145,16109145004,109,Rotifera,Polyarthra,0.304894952,,5/26/2017,Emma Califf
5/25/2016,146,16047146001,47,Rotifera,Asplanchna,9.05407296,,3/1/2018,Katie Cope
5/25/2016,146,16047146001,47,Cladocera,Bosmina,12.24112643,,3/1/2018,Katie Cope
