Storet_ID,Station_Name,Date_Time,Year,Analyte,Method_Speciation,Result,Units,Detect_Status,Detection_Limit,Quantitation_Limit,Analytical_Procedure,Sample_Fraction,Medium,Organization_Name
22130004,South Twin Lake,6/29/2006 15:00,2006,"Solids, Dissolved",,370,mg/l,,1,,USEPA 160.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/29/2006 15:00,2006,"Solids, Fixed Suspended",,23,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/29/2006 15:00,2006,Volatile Suspended Solids,,42,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/29/2006 15:00,2006,"Nitrogen, Kjeldahl",,3.4,mg/l,,0.1,,USEPA 351.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/29/2006 15:00,2006,"Solids, Total Suspended (TSS)",,65,mg/l,,1,,USDOI/USGS I3765,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/29/2006 15:00,2006,"Chlorophyll a, free of pheophytin",,80,ug/l,,1,,USEPA 445,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/12/2006 15:00,2006,"Nitrogen, Kjeldahl",,4,mg/l,,0.1,,USEPA 351.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/12/2006 15:00,2006,"Solids, Total Suspended (TSS)",,60,mg/l,,1,,USDOI/USGS I3765,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/12/2006 15:00,2006,"Chlorophyll a, free of pheophytin",,120,ug/l,,1,,USEPA 445,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/12/2006 15:00,2006,Turbidity,,42.4,NTU,,,,USEPA 180.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/12/2006 15:00,2006,Chloride,,36,mg/l,,1,,USEPA 300.0,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/12/2006 15:00,2006,"Nitrogen, ammonia",as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 350.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/12/2006 15:00,2006,Nitrate + nitrite,as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 353.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/12/2006 15:00,2006,Orthophosphate,as P,Not Detected,mg/l,Not Detected,0.02,,USEPA 365.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/12/2006 15:00,2006,Phosphate-phosphorus,AS P,0.16,mg/l,,0.02,,USEPA 365.4,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/12/2006 15:00,2006,"Solids, Dissolved",,390,mg/l,,1,,USEPA 160.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/12/2006 15:00,2006,"Solids, Fixed Suspended",,16,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/12/2006 15:00,2006,Volatile Suspended Solids,,44,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/26/2006 16:30,2006,"Nitrogen, Kjeldahl",,3.7,mg/l,,0.1,,USEPA 351.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/26/2006 16:30,2006,"Solids, Total Suspended (TSS)",,70,mg/l,,1,,USDOI/USGS I3765,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/26/2006 16:30,2006,"Chlorophyll a, free of pheophytin",,130,ug/l,,1,,USEPA 445,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/26/2006 16:30,2006,Turbidity,,42.5,NTU,,,,USEPA 180.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/26/2006 16:30,2006,Chloride,,38,mg/l,,1,,USEPA 300.0,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/26/2006 16:30,2006,"Nitrogen, ammonia",as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 350.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/26/2006 16:30,2006,Nitrate + nitrite,as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 353.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/26/2006 16:30,2006,Orthophosphate,as P,Not Detected,mg/l,Not Detected,0.02,,USEPA 365.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/26/2006 16:30,2006,Phosphate-phosphorus,AS P,0.15,mg/l,,0.02,,USEPA 365.4,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/26/2006 16:30,2006,"Solids, Dissolved",,380,mg/l,,1,,USEPA 160.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/26/2006 16:30,2006,"Solids, Fixed Suspended",,20,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,7/26/2006 16:30,2006,Volatile Suspended Solids,,50,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/10/2006 15:00,2006,Turbidity,,41.3,NTU,,,,USEPA 180.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/10/2006 15:00,2006,"Nitrogen, ammonia",as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 350.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/10/2006 15:00,2006,Orthophosphate,as P,Not Detected,mg/l,Not Detected,0.02,,USEPA 365.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/10/2006 15:00,2006,Phosphate-phosphorus,AS P,0.13,mg/l,,0.02,,USEPA 365.4,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/10/2006 15:00,2006,"Solids, Dissolved",,390,mg/l,,1,,USEPA 160.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/10/2006 15:00,2006,Nitrate + nitrite,as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 353.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/10/2006 15:00,2006,"Solids, Fixed Suspended",,16,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/10/2006 15:00,2006,Volatile Suspended Solids,,40,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/10/2006 15:00,2006,"Nitrogen, Kjeldahl",,4.1,mg/l,,0.1,,USEPA 351.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/10/2006 15:00,2006,"Solids, Total Suspended (TSS)",,56,mg/l,,1,,USDOI/USGS I3765,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/10/2006 15:00,2006,"Chlorophyll a, free of pheophytin",,140,ug/l,,1,,USEPA 445,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/10/2006 15:00,2006,Chloride,,37,mg/l,,1,,USEPA 300.0,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/21/2006 15:30,2006,Chloride,,36,mg/l,,1,,USEPA 300.0,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/21/2006 15:30,2006,"Nitrogen, ammonia",as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 350.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/21/2006 15:30,2006,Nitrate + nitrite,as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 353.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/21/2006 15:30,2006,Orthophosphate,as P,Not Detected,mg/l,Not Detected,0.02,,USEPA 365.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/21/2006 15:30,2006,Phosphate-phosphorus,AS P,0.12,mg/l,,0.02,,USEPA 365.4,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/21/2006 15:30,2006,"Solids, Dissolved",,390,mg/l,,1,,USEPA 160.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/21/2006 15:30,2006,"Solids, Fixed Suspended",,16,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/21/2006 15:30,2006,Volatile Suspended Solids,,36,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/21/2006 15:30,2006,"Nitrogen, Kjeldahl",,3.6,mg/l,,0.1,,USEPA 351.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/21/2006 15:30,2006,"Solids, Total Suspended (TSS)",,52,mg/l,,1,,USDOI/USGS I3765,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/21/2006 15:30,2006,"Chlorophyll a, free of pheophytin",,110,ug/l,,1,,USEPA 445,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,8/21/2006 15:30,2006,Turbidity,,35.1,NTU,,,,USEPA 180.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/11/2006 14:00,2006,"Nitrogen, ammonia",as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 350.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/11/2006 14:00,2006,Nitrate + nitrite,as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 353.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/11/2006 14:00,2006,Orthophosphate,as P,Not Detected,mg/l,Not Detected,0.02,,USEPA 365.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/11/2006 14:00,2006,Phosphate-phosphorus,AS P,0.46,mg/l,,0.02,,USEPA 365.4,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/11/2006 14:00,2006,"Solids, Dissolved",,360,mg/l,,1,,USEPA 160.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/11/2006 14:00,2006,"Solids, Fixed Suspended",,14,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/11/2006 14:00,2006,Volatile Suspended Solids,,40,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/11/2006 14:00,2006,"Nitrogen, Kjeldahl",,2.9,mg/l,,0.1,,USEPA 351.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/11/2006 14:00,2006,"Solids, Total Suspended (TSS)",,54,mg/l,,1,,USDOI/USGS I3765,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/11/2006 14:00,2006,"Chlorophyll a, free of pheophytin",,89,ug/l,,1,,USEPA 445,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/11/2006 14:00,2006,Chloride,,36,mg/l,,1,,USEPA 300.0,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/12/2006 14:00,2006,Turbidity,,88.8,NTU,,,,USEPA 180.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/26/2006 11:00,2006,"Nitrogen, ammonia",as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 350.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/26/2006 11:00,2006,Nitrate + nitrite,as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 353.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/26/2006 11:00,2006,Orthophosphate,as P,Not Detected,mg/l,Not Detected,0.02,,USEPA 365.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/26/2006 11:00,2006,Phosphate-phosphorus,AS P,0.12,mg/l,,0.02,,USEPA 365.4,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/26/2006 11:00,2006,"Nitrogen, Kjeldahl",,2.8,mg/l,,0.1,,USEPA 351.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/26/2006 11:00,2006,"Chlorophyll a, free of pheophytin",,82,ug/l,,1,,USEPA 445,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,9/27/2006 11:00,2006,Turbidity,,22.2,NTU,,,,USEPA 180.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/17/2007 15:00,2007,"Solids, Fixed Suspended",,32,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/17/2007 15:00,2007,Volatile Suspended Solids,,36,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/17/2007 15:00,2007,"Nitrogen, Kjeldahl",,3.2,mg/l,,0.1,,USEPA 351.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/17/2007 15:00,2007,"Solids, Total Suspended (TSS)",,68,mg/l,,1,,USDOI/USGS I3765,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/17/2007 15:00,2007,"Chlorophyll a, free of pheophytin",,100,ug/l,,1,,USEPA 445,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/17/2007 15:00,2007,Chloride,,28,mg/l,,1,,USEPA 300.0,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/17/2007 15:00,2007,"Nitrogen, ammonia",as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 350.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/17/2007 15:00,2007,Nitrate + nitrite,as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 353.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/17/2007 15:00,2007,Orthophosphate,as P,Not Detected,mg/l,Not Detected,0.02,,USEPA 365.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/17/2007 15:00,2007,Phosphate-phosphorus,AS P,0.18,mg/l,,0.02,,USEPA 365.4,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/17/2007 15:00,2007,"Solids, Dissolved",,300,mg/l,,1,,USEPA 160.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/30/2007 10:30,2007,Chloride,,28,mg/l,,1,,USEPA 300.0,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/30/2007 10:30,2007,Phosphate-phosphorus,AS P,0.17,mg/l,,0.02,,USEPA 365.4,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/30/2007 10:30,2007,"Nitrogen, ammonia",as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 350.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/30/2007 10:30,2007,"Nitrogen, Kjeldahl",,3,mg/l,,0.1,,USEPA 351.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/30/2007 10:30,2007,Nitrate + nitrite,as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 353.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/30/2007 10:30,2007,Orthophosphate,as P,0.04,mg/l,,0.02,,USEPA 365.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/30/2007 10:30,2007,"Chlorophyll a, free of pheophytin",,73,ug/l,,1,,USEPA 445,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/30/2007 10:30,2007,"Solids, Dissolved",,320,mg/l,,1,,APHA 2540-C,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/30/2007 10:30,2007,"Solids, Fixed Suspended",,30,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/30/2007 10:30,2007,Volatile Suspended Solids,,34,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/30/2007 10:30,2007,"Solids, Total Suspended (TSS)",,64,mg/l,,1,,USDOI/USGS I3765,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/31/2007 10:30,2007,Dissolved oxygen (DO),,10.6,mg/l,,,,APHA 4500-O-G,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/31/2007 10:30,2007,pH,,9,None,,,,APHA 4500-H,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/31/2007 10:30,2007,"Depth, Secchi disk depth",,0.3,m,,,,21IOWA Unknown,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/31/2007 10:30,2007,Specific conductance,,396,uS/cm,,,,APHA 2510,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/31/2007 10:30,2007,Turbidity,,41.7,NTU,,,,USEPA 180.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,5/31/2007 10:30,2007,"Temperature, water",,21.7,deg C,,,,APHA 2550,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/14/2007 15:00,2007,Dissolved oxygen (DO),,12,mg/l,,,,APHA 4500-O-G,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/14/2007 15:00,2007,pH,,8.8,None,,,,APHA 4500-H,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/14/2007 15:00,2007,Specific conductance,,347,uS/cm,,,,APHA 2510,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/14/2007 15:00,2007,Turbidity,,33.9,NTU,,,,USEPA 180.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/14/2007 15:00,2007,"Temperature, water",,25.8,deg C,,,,APHA 2550,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/14/2007 15:00,2007,Chloride,,30,mg/l,,1,,USEPA 300.0,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/14/2007 15:00,2007,"Nitrogen, ammonia",as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 350.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/14/2007 15:00,2007,Nitrate + nitrite,as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 353.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/14/2007 15:00,2007,Orthophosphate,as P,Not Detected,mg/l,Not Detected,0.02,,USEPA 365.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/14/2007 15:00,2007,Phosphate-phosphorus,AS P,0.1,mg/l,,0.02,,USEPA 365.4,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/14/2007 15:00,2007,"Solids, Dissolved",,350,mg/l,,1,,USEPA 160.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/14/2007 15:00,2007,"Solids, Fixed Suspended",,24,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/14/2007 15:00,2007,Volatile Suspended Solids,,24,mg/l,,1,,USEPA 160.4,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/14/2007 15:00,2007,"Nitrogen, Kjeldahl",,3,mg/l,,0.1,,USEPA 351.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/14/2007 15:00,2007,"Solids, Total Suspended (TSS)",,48,mg/l,,1,,USDOI/USGS I3765,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/14/2007 15:00,2007,"Chlorophyll a, free of pheophytin",,68,ug/l,,1,,USEPA 445,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/28/2007 15:30,2007,"Chlorophyll a, free of pheophytin",,68,ug/l,,1,,USEPA 445,NonFilt,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/28/2007 15:30,2007,Dissolved oxygen (DO),,9.7,mg/l,,,,APHA 4500-O-G,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/28/2007 15:30,2007,pH,,8.7,None,,,,APHA 4500-H,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/28/2007 15:30,2007,"Depth, Secchi disk depth",,0.4,m,,,,21IOWA Unknown,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/28/2007 15:30,2007,Specific conductance,,355,uS/cm,,,,APHA 2510,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/28/2007 15:30,2007,Turbidity,,32.2,NTU,,,,USEPA 180.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/28/2007 15:30,2007,"Temperature, water",,25.8,deg C,,,,APHA 2550,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/28/2007 15:30,2007,Chloride,,30,mg/l,,1,,USEPA 300.0,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/28/2007 15:30,2007,"Nitrogen, ammonia",as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 350.1,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/28/2007 15:30,2007,Nitrate + nitrite,as N,Not Detected,mg/l,Not Detected,0.05,,USEPA 353.2,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/28/2007 15:30,2007,Orthophosphate,as P,Not Detected,mg/l,Not Detected,0.02,,USEPA 365.1,Dissolved,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/28/2007 15:30,2007,Phosphate-phosphorus,AS P,0.11,mg/l,,0.02,,USEPA 365.4,Total,Water,Iowa Dept. of  Natural Resources
22130004,South Twin Lake,6/28/2007 15:30,2007,"Solids, Dissolved",,360,mg/l,,1,,APHA 2540-C,Dissolved,Water,Iowa Dept. of  Natural Resources
