Sample ID,Lake ID,Sample Date,Division,Genus,Phytoplankton Biomass (mg/L),Flag,Sample Processed By,Sample Processed Date
17006171009,6,6/20/2017,Bacillariophyta,Centric diatom,0.008875543,,Haley Grigel,7/14/2017
17006171009,6,6/20/2017,Bacillariophyta,Karayevia,0.010570525,,Haley Grigel,7/14/2017
17006171009,6,6/20/2017,Bacillariophyta,Melosira,0.098617143,,Haley Grigel,7/14/2017
17006171009,6,6/20/2017,Chlorophyta,Ankyra,0.004546939,,Haley Grigel,7/14/2017
17006171009,6,6/20/2017,Chlorophyta,Chlamydomonas,0.061583638,,Haley Grigel,7/14/2017
17006171009,6,6/20/2017,Chlorophyta,Coelastrum,0.339960307,,Haley Grigel,7/14/2017
17006171009,6,6/20/2017,Chlorophyta,Desmodesmus,0.135566246,,Haley Grigel,7/14/2017
17006171009,6,6/20/2017,Chlorophyta,Eudorina,0.071004343,,Haley Grigel,7/14/2017
17006171009,6,6/20/2017,Chlorophyta,Monoraphidium,0.000219577,,Haley Grigel,7/14/2017
17006171009,6,6/20/2017,Chlorophyta,Oocystis,0.245329807,,Haley Grigel,7/14/2017
17006171009,6,6/20/2017,Chlorophyta,Pediastrum,6.672032032,,Haley Grigel,7/14/2017
17006171009,6,6/20/2017,Chlorophyta,Sphaerocystis,0.074066344,,Haley Grigel,7/14/2017
17006171009,6,6/20/2017,Chlorophyta,Unknown chlorophyte,0.012617344,,Haley Grigel,7/14/2017
17006171009,6,6/20/2017,Chrysophyta,Dinobryon,0.003155749,,Haley Grigel,7/14/2017
17006171009,6,6/20/2017,Cryptophyta,Cryptomonas,0.249583133,,Haley Grigel,7/14/2017
17006171009,6,6/20/2017,Cryptophyta,Komma,0.001319461,,Haley Grigel,7/14/2017
17006171009,6,6/20/2017,Euglenophyta,Trachelomonas,0.051363095,,Haley Grigel,7/14/2017
17007206001,7,7/25/2017,Bacillariophyta,Nitzschia,1.49047227,,Haley Grigel,9/26/2017
17007206001,7,7/25/2017,Chlorophyta,Chlamydomonas,0.066484113,,Haley Grigel,9/26/2017
17007206001,7,7/25/2017,Chlorophyta,Desmodesmus,0.008310514,,Haley Grigel,9/26/2017
17007206001,7,7/25/2017,Chlorophyta,Golenkiniopsis,0.033242056,,Haley Grigel,9/26/2017
17007206001,7,7/25/2017,Chlorophyta,Monoraphidium,0.003693562,,Haley Grigel,9/26/2017
17007206001,7,7/25/2017,Chlorophyta,Schroederia,0.133409424,,Haley Grigel,9/26/2017
17007206001,7,7/25/2017,Cryptophyta,Cryptomonas,0.417237825,,Haley Grigel,9/26/2017
17007206001,7,7/25/2017,Cyanophyta,Aphanocapsa,0.409677566,,Haley Grigel,9/26/2017
17007206001,7,7/25/2017,Cyanophyta,Dolichospermum,2.044386471,,Haley Grigel,9/26/2017
17007206001,7,7/25/2017,Cyanophyta,Merismopedia,0.206839462,,Haley Grigel,9/26/2017
17007206001,7,7/25/2017,Cyanophyta,Microcystis,56.18135909,,Haley Grigel,9/26/2017
17007206001,7,7/25/2017,Cyanophyta,Planktothrix,0.295484946,,Haley Grigel,9/26/2017
17007206001,7,7/25/2017,Cyanophyta,Pseudanabaena,0.187557818,,Haley Grigel,9/26/2017
17007206001,7,7/25/2017,Dinophyta,Ceratium,5.571122423,,Haley Grigel,9/26/2017
17008213003,8,8/1/2017,Bacillariophyta,Aulacoseira,0.813082201,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Bacillariophyta,Fragilaria,1.71236437,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Bacillariophyta,Synedra,0.074713644,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Bacillariophyta,Tabellaria,0.010793106,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Chlorophyta,Ankyra,0.000609577,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Chlorophyta,Carteria,0.435459184,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Chlorophyta,Chlamydomonas,0.202596835,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Chlorophyta,Desmodesmus,0.011892376,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Chlorophyta,Franceia,0.000856251,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Chlorophyta,Kirchneriella,0.002704626,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Chlorophyta,Micractinium,0.02311878,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Chlorophyta,Nephrocytium,0.011892376,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Chlorophyta,Oocystis,0.0237409,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Chlorophyta,Schroederia,0.001177345,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Chrysophyta,Mallomonas,0.027935192,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Cryptophyta,Cryptomonas,0.0385313,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Cryptophyta,Komma,0.021945415,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Cyanophyta,Aphanizomenon,0.847295415,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Cyanophyta,Cuspidothrix,0.287558836,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Cyanophyta,Dolichospermum,0.01155939,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Cyanophyta,Microcystis,1.672365435,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Cyanophyta,Planktothrix,0.032109416,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Dinophyta,Ceratium,0.444768932,,Haley Grigel,9/28/2017
17008213003,8,8/1/2017,Euglenophyta,Trachelomonas,0.132964759,,Haley Grigel,9/28/2017
17009235007,9,8/24/2017,Bacillariophyta,Nitzschia,3.447933692,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Bacillariophyta,Synedra,0.009950718,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Carteria,0.12039504,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Chlamydomonas,0.119122163,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Chlorella,0.031578894,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Coelastrum,0.164853464,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Desmodesmus,0.125283345,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Dictyosphaerium,0.015788435,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Elakatothrix,0.008683639,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Kirchneriella,0.006073857,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Lagerheimia,0.004070456,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Micractinium,0.01551296,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Monoraphidium,0.004432274,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Oocystis,0.008140912,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Pandorina,0.045227288,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Scenedesmus,0.030935465,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Schroederia,0.030819253,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Sphaerocystis,0.078152753,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Tetraedron,0.034274694,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chlorophyta,Tetrastrum,0.006894649,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Chrysophyta,Mallomonas,0.027136373,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Cryptophyta,Cryptomonas,0.702233142,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Cryptophyta,Komma,0.040183032,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Cyanophyta,Aphanocapsa,1.025650226,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Cyanophyta,Merismopedia,0.037629103,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Cyanophyta,Pseudanabaena,0.163327043,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Dinophyta,Gymnodinium,0.709360414,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Dinophyta,Peridiniopsis,1.103048319,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Dinophyta,Peridinium,0.796000263,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Euglenophyta,Euglena,0.93077758,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Euglenophyta,Phacus,0.459690152,,Haley Grigel,12/5/2017
17009235007,9,8/24/2017,Euglenophyta,Trachelomonas,0.373231264,,Haley Grigel,12/5/2017
17010249006,10,9/6/2017,Bacillariophyta,Navicula,0.066060663,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Bacillariophyta,Nitzschia,0.315145371,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Bacillariophyta,Synedra,0.003695788,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Chlorophyta,Carteria,0.007152401,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Chlorophyta,Chlorella,0.004670956,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Chlorophyta,Closteriopsis,0.033781021,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Chlorophyta,Crucigenia,0.00243045,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Chlorophyta,Desmodesmus,0.00089405,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Chlorophyta,Dictyosphaerium,0.116053043,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Chlorophyta,Franceia,0.002001838,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Chlorophyta,Monoraphidium,0.004226103,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Chlorophyta,Oocystis,0.062046773,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Chlorophyta,Schroederia,0.000825954,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Chlorophyta,Staurastrum,0.013559326,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Chlorophyta,Tetraedron,0.000764646,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Chrysophyta,Dinobryon,0.005671875,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Cryptophyta,Cryptomonas,0.022025434,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Cryptophyta,Komma,0.027408961,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Cyanophyta,Aphanizomenon,0.040818734,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Cyanophyta,Aphanocapsa,7.42169028,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Cyanophyta,Aphanothece,9.40521267,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Cyanophyta,Cuspidothrix,0.025413962,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Cyanophyta,Dolichospermum,0.079526153,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Cyanophyta,Merismopedia,0.029542766,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Cyanophyta,Microcystis,30.19669018,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Cyanophyta,Planktolyngbya,0.013137064,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Cyanophyta,Pseudanabaena,0.0058804,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Cyanophyta,Snowella,0.977460094,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Cyanophyta,Woronichinia,2.651156197,,Haley Grigel,10/30/2017
17010249006,10,9/6/2017,Dinophyta,Ceratium,0.470703076,,Haley Grigel,10/30/2017
17011220004,11,8/8/2017,Bacillariophyta,Aulacoseira,2.213756749,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Bacillariophyta,Synedra,0.098470643,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Chlorophyta,Actinastrum,0.016960233,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Chlorophyta,Chlamydomonas,0.025758354,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Chlorophyta,Chlorella,0.667435301,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Chlorophyta,Closteriopsis,0.11872163,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Chlorophyta,Coelastrum,0.07236366,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Chlorophyta,Cosmarium,0.050880699,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Chlorophyta,Crucigenia,0.017275551,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Chlorophyta,Desmodesmus,0.054272745,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Chlorophyta,Monoraphidium,0.05533276,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Chlorophyta,Oocystis,0.027136373,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Chlorophyta,Schroederia,0.001272017,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Chlorophyta,Tetraedron,0.034551103,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Cryptophyta,Cryptomonas,3.316875772,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Cryptophyta,Komma,0.343444716,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Cyanophyta,Aphanizomenon,1.488260435,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Cyanophyta,Aphanocapsa,2.121019625,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Cyanophyta,Aphanothece,0.141335274,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Cyanophyta,Cuspidothrix,0.212002911,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Cyanophyta,Dolichospermum,8.364786856,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Cyanophyta,Merismopedia,0.262318269,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Cyanophyta,Microcystis,0.387823992,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Cyanophyta,Planktolyngbya,0.211154899,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Cyanophyta,Planktothrix,0.57240786,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Cyanophyta,Pseudanabaena,0.581130265,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Dinophyta,Gymnodinium,0.180909151,,Haley Grigel,9/14/2017
17011220004,11,8/8/2017,Euglenophyta,Trachelomonas,0.048477999,,Haley Grigel,9/14/2017
17012170001,12,6/19/2017,Bacillariophyta,Fragilaria,1.325340438,,Haley Grigel,8/7/2017
17012170001,12,6/19/2017,Chlorophyta,Chlamydomonas,0.090364121,,Haley Grigel,8/7/2017
17012170001,12,6/19/2017,Chlorophyta,Chlorella,0.046483601,,Haley Grigel,8/7/2017
17012170001,12,6/19/2017,Chlorophyta,Coelastrum,0.333158328,,Haley Grigel,8/7/2017
17012170001,12,6/19/2017,Chlorophyta,Crucigenia,0.015151298,,Haley Grigel,8/7/2017
17012170001,12,6/19/2017,Chlorophyta,Desmodesmus,6.154595315,,Haley Grigel,8/7/2017
17012170001,12,6/19/2017,Chlorophyta,Lagerheimia,0.180728242,,Haley Grigel,8/7/2017
17012170001,12,6/19/2017,Chlorophyta,Oocystis,0.935658215,,Haley Grigel,8/7/2017
17012170001,12,6/19/2017,Chlorophyta,Radiococcus,0.011295515,,Haley Grigel,8/7/2017
17012170001,12,6/19/2017,Chlorophyta,Schroederia,0.004462426,,Haley Grigel,8/7/2017
17012170001,12,6/19/2017,Chlorophyta,Selenastrum,0.004946199,,Haley Grigel,8/7/2017
17012170001,12,6/19/2017,Chlorophyta,Sphaerocystis,0.107098217,,Haley Grigel,8/7/2017
17012170001,12,6/19/2017,Cryptophyta,Cryptomonas,5.28503077,,Haley Grigel,8/7/2017
17012170001,12,6/19/2017,Cryptophyta,Komma,0.203156889,,Haley Grigel,8/7/2017
17012170001,12,6/19/2017,Dinophyta,Ceratium,13.27447695,,Haley Grigel,8/7/2017
17012170001,12,6/19/2017,Dinophyta,Gymnodinium,0.040161831,,Haley Grigel,8/7/2017
17012170001,12,6/19/2017,Euglenophyta,Euglena,1.015449763,,Haley Grigel,8/7/2017
17013191001,13,7/10/2017,Bacillariophyta,Aulacoseira,0.038099467,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Bacillariophyta,Navicula,0.024253133,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Chlorophyta,Ankyra,0.004796801,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Chlorophyta,Carteria,0.000831811,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Chlorophyta,Characium,0.000435522,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Chlorophyta,Chlamydomonas,0.000979925,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Chlorophyta,Chlorella,0.001913915,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Chlorophyta,Desmodesmus,0.002322784,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Chlorophyta,Eudorina,1.614670704,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Chlorophyta,Oocystis,0.01461048,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Chlorophyta,Schroederia,0.003727323,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Chrysophyta,Mallomonas,0.00990611,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Cryptophyta,Cryptomonas,0.027962292,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Cryptophyta,Komma,0.037571157,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Cyanophyta,Aphanizomenon,0.013473963,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Cyanophyta,Dolichospermum,0.163320761,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Cyanophyta,Merismopedia,0.00145174,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Euglenophyta,Euglena,0.139367049,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Euglenophyta,Phacus,0.229577952,,Haley Grigel,9/13/2017
17013191001,13,7/10/2017,Euglenophyta,Trachelomonas,0.015016941,,Haley Grigel,9/13/2017
17014163001,14,6/12/2017,Bacillariophyta,Asterionella,0.138501199,,Haley Grigel,7/31/2017
17014163001,14,6/12/2017,Bacillariophyta,Fragilaria,0.122753614,,Haley Grigel,7/31/2017
17014163001,14,6/12/2017,Chlorophyta,Ankyra,0.008041846,,Haley Grigel,7/31/2017
17014163001,14,6/12/2017,Chlorophyta,Chlamydomonas,0.004079197,,Haley Grigel,7/31/2017
17014163001,14,6/12/2017,Chlorophyta,Closterium,0.041641803,,Haley Grigel,7/31/2017
17014163001,14,6/12/2017,Chlorophyta,Coelastrum,0.004079197,,Haley Grigel,7/31/2017
17014163001,14,6/12/2017,Chlorophyta,Crucigenia,0.02770024,,Haley Grigel,7/31/2017
17014163001,14,6/12/2017,Chlorophyta,Desmodesmus,0.031868727,,Haley Grigel,7/31/2017
17014163001,14,6/12/2017,Chlorophyta,Elakatothrix,0.000764849,,Haley Grigel,7/31/2017
17014163001,14,6/12/2017,Chlorophyta,Lagerheimia,0.029709106,,Haley Grigel,7/31/2017
17014163001,14,6/12/2017,Chlorophyta,Nephrocytium,0.070326018,,Haley Grigel,7/31/2017
17014163001,14,6/12/2017,Chlorophyta,Oocystis,0.258948739,,Haley Grigel,7/31/2017
17014163001,14,6/12/2017,Chlorophyta,Scenedesmus,0.006601417,,Haley Grigel,7/31/2017
